pert_id	inchikey	block1
BRD-K26652457	UFPGTWMRZCUHBI-UMTXDNHDSA-N	UFPGTWMRZCUHBI
BRD-K26653603	BKRQCUCZQROLSQ-BSRJHKFKSA-N	BKRQCUCZQROLSQ
BRD-K26654895	CLIVIFLLNNUVCZ-VEXUSMLFSA-N	CLIVIFLLNNUVCZ
BRD-K26657438	DOUYETYNHWVLEO-UHFFFAOYSA-N	DOUYETYNHWVLEO
BRD-K26663582	RHXUULWZVSTJED-CEYNDMKZSA-N	RHXUULWZVSTJED
BRD-K26664453	GBOGMAARMMDZGR-TYHYBEHESA-N	GBOGMAARMMDZGR
BRD-K26666618	MPXYHEQTTLDTMZ-NOGZMFEUSA-N	MPXYHEQTTLDTMZ
BRD-K26667087	ZBWANAPTTFSGLR-AGILITTLSA-N	ZBWANAPTTFSGLR
BRD-K26667523	RCLQNICOARASSR-SECBINFHSA-N	RCLQNICOARASSR
BRD-K26669427	VVBIXEJMWRHSLL-JYRVWZFOSA-N	VVBIXEJMWRHSLL
BRD-K26674531	WDXRGPWQVHZTQJ-OSJVMJFVSA-N	WDXRGPWQVHZTQJ
BRD-K26676775	HJQSQTAMFLANGO-ZKKLFSJWSA-N	HJQSQTAMFLANGO
BRD-K26682747	BKRQCUCZQROLSQ-IXFSTUDKSA-N	BKRQCUCZQROLSQ
BRD-K26684619	YEXIXVLEDGNAKM-UHFFFAOYSA-N	YEXIXVLEDGNAKM
BRD-K26694002	MQVNAEKMMMLYGK-BHDDXSALSA-N	MQVNAEKMMMLYGK
BRD-K26701552	XBEQSQDCBSKCHJ-UHFFFAOYSA-N	XBEQSQDCBSKCHJ
BRD-K26712974	SJDDOCKBXFJEJB-QQSSDERHSA-N	SJDDOCKBXFJEJB
BRD-K26715911	BQGNOLIJCHASHD-HFOXQMJASA-N	BQGNOLIJCHASHD
BRD-K26727724	QMUJEDHAYZDYPI-WOJBJXKFSA-N	QMUJEDHAYZDYPI
BRD-K26733240	KYGBGAWZQIYPEA-WWMYMODYSA-N	KYGBGAWZQIYPEA
BRD-K26739552	FVNFBBAOMBJTST-UHFFFAOYSA-N	FVNFBBAOMBJTST
BRD-K26755359	XNSBVUHLLQGYEX-ZNZIZOMTSA-N	XNSBVUHLLQGYEX
BRD-K26756156	YKYOUMDCQGMQQO-UHFFFAOYSA-L	YKYOUMDCQGMQQO
BRD-K26756394	DUIHHZKTCSNTGM-UHFFFAOYSA-N	DUIHHZKTCSNTGM
BRD-K26759399	ZRJLNIRQYSTGIF-OHUGHZGNSA-N	ZRJLNIRQYSTGIF
BRD-K26760349	YVHQGJBMHCXEPW-UHFFFAOYSA-N	YVHQGJBMHCXEPW
BRD-K26766547	VLZSOFFJGXHIAQ-SLFFLAALSA-N	VLZSOFFJGXHIAQ
BRD-K26767475	RCXFLVFXWDZVMN-UHFFFAOYSA-N	RCXFLVFXWDZVMN
BRD-K26772093	JDIQGVGSGGZIBV-HSZRJFAPSA-N	JDIQGVGSGGZIBV
BRD-K26778237	HMUARYDFQRHBAD-BBANNHEPSA-N	HMUARYDFQRHBAD
BRD-K26779385	SNXQORXMPHKSCQ-DGUDUIIESA-N	SNXQORXMPHKSCQ
BRD-K26785978	CYYYAXPAVULRAL-PFSLXQJOSA-N	CYYYAXPAVULRAL
BRD-K26792953	SGAJFFANPLXWDT-IXVWUCSXSA-N	SGAJFFANPLXWDT
BRD-K26798591	CEPZICVICYWMMK-VWLOTQADSA-N	CEPZICVICYWMMK
BRD-K26799408	SOARVSRWKWCBLL-YZBYQZESSA-N	SOARVSRWKWCBLL
BRD-K26801045	AXKPFOAXAHJUAG-UHFFFAOYSA-N	AXKPFOAXAHJUAG
BRD-K26815099	XANOCOHCWKOETR-UHFFFAOYSA-N	XANOCOHCWKOETR
BRD-K26817071	ZOEMVRGQCOXOOR-YCFYUYSTSA-N	ZOEMVRGQCOXOOR
BRD-K26818574	OSXFATOLZGZLSK-UHFFFAOYSA-N	OSXFATOLZGZLSK
BRD-K26822808	QYHFPUZBYVVXLB-HNFJUSDZSA-N	QYHFPUZBYVVXLB
BRD-K26823213	TWQYWUXBZHPIIV-UHFFFAOYSA-N	TWQYWUXBZHPIIV
BRD-K26831771	ULGYLIIHFCGDFU-DZHGSHHNSA-N	ULGYLIIHFCGDFU
BRD-K26835110	ZQFGNRPCSITOFH-KBMMULIDSA-N	ZQFGNRPCSITOFH
BRD-K26838195	MVZGYPSXNDCANY-UHFFFAOYSA-N	MVZGYPSXNDCANY
BRD-K26840329	YLLZUOSUTCBCJJ-NSGGIEJNSA-N	YLLZUOSUTCBCJJ
BRD-K26849279	YRAOJEGTHQJVGH-XHHBKWMTSA-N	YRAOJEGTHQJVGH
BRD-K26857129	ZWMNFEZEGHFZOH-UNVFRBQDSA-N	ZWMNFEZEGHFZOH
BRD-K26862028	LQIYJTVMCFCXBS-KIFXHHALSA-N	LQIYJTVMCFCXBS
BRD-K26862321	LPUMVFGYOYFXDR-NOOOWODRSA-N	LPUMVFGYOYFXDR
BRD-K26863634	OWNQZZTXPWICRQ-UHFFFAOYSA-N	OWNQZZTXPWICRQ
BRD-K26873914	LYYREMJMDQKNES-YCEFEEMOSA-N	LYYREMJMDQKNES
BRD-K26886657	JQIVQIXEWIJDCO-RUZDXGLTSA-N	JQIVQIXEWIJDCO
BRD-K26893932	PFNDYBSFPBFGAZ-SFHVURJKSA-N	PFNDYBSFPBFGAZ
BRD-K26899819	OFDCMTXAJHTHOC-YUEVXQQWSA-N	OFDCMTXAJHTHOC
BRD-K26903971	POAXSVANNSAIAV-XPWALMASSA-N	POAXSVANNSAIAV
BRD-K26906367	GHLXURDUKGBINJ-UHFFFAOYSA-N	GHLXURDUKGBINJ
BRD-K26909795	BSUDBHASFVKNIG-UFYCRDLUSA-N	BSUDBHASFVKNIG
BRD-K26910201	KBGVHZBKJITMSF-CIGBUEHFSA-N	KBGVHZBKJITMSF
BRD-K26924060	XCDRDXJNPKYISK-JJXUHFIVSA-N	XCDRDXJNPKYISK
BRD-K26925640	OBGIRQUECFHUEY-UHFFFAOYSA-N	OBGIRQUECFHUEY
BRD-K26929400	RUFIKNIWNRYTLQ-NJNPRVFISA-N	RUFIKNIWNRYTLQ
BRD-K26945408	AYZWBNSPUGXEJF-STROYTFGSA-N	AYZWBNSPUGXEJF
BRD-K26947839	JWGBOHJGWOPYCL-UHFFFAOYSA-N	JWGBOHJGWOPYCL
BRD-K26952068	QZAZRWPPKARUII-HBFSDRIKSA-N	QZAZRWPPKARUII
BRD-K26957826	GCPZFZZKEDFKSA-DFIYOIEZSA-N	GCPZFZZKEDFKSA
BRD-K26962314	CDAYNQARGBNMSE-XKGZKEIXSA-N	CDAYNQARGBNMSE
BRD-K26968526	JZQJXXSKGFWMTL-VSUKXTEZSA-N	JZQJXXSKGFWMTL
BRD-K26968982	ZUCJYVPDHBVELS-GMNHBYEWSA-N	ZUCJYVPDHBVELS
BRD-K26979635	GNCZTZCPXFDPLI-UHFFFAOYSA-N	GNCZTZCPXFDPLI
BRD-K26997899	ICMIJSRDISNKOC-UHFFFAOYSA-N	ICMIJSRDISNKOC
BRD-K27005217	SONVGTXFTWWDQR-OOHZSNRESA-N	SONVGTXFTWWDQR
BRD-K27006579	HKYXYLDUIXPRSO-KIFXHHALSA-N	HKYXYLDUIXPRSO
BRD-K27009196	OJORFHMACFRWQB-FYQCMVGJSA-N	OJORFHMACFRWQB
BRD-K27014041	PVYYJUYRHZFQFU-CEFNRUSXSA-N	PVYYJUYRHZFQFU
BRD-K27049144	IJWLFSVDDGQQHF-QNWDWTFCSA-N	IJWLFSVDDGQQHF
BRD-K27062708	BFPSDSIWYFKGBC-UHFFFAOYSA-N	BFPSDSIWYFKGBC
BRD-K27064849	HMCLAGFKTYIJCB-YHJOQWEYSA-N	HMCLAGFKTYIJCB
BRD-K27066819	CRNISVWSFUFTQR-GUSOMZPTSA-N	CRNISVWSFUFTQR
BRD-K27074404	WJRWSLORVIHRNX-UHFFFAOYSA-N	WJRWSLORVIHRNX
BRD-K27084624	WJFNNSWULALGOK-PKTNWEFCSA-N	WJFNNSWULALGOK
BRD-K27096101	WXXNLXSQNLZKLN-DNVJHFABSA-N	WXXNLXSQNLZKLN
BRD-K27113545	MMSAETDDPZXZRS-ZQRMPTRQSA-N	MMSAETDDPZXZRS
BRD-K27117623	PARFVHOUOBIHJG-HYFFOGBASA-N	PARFVHOUOBIHJG
BRD-K27133763	AIQMCLHSJXWCQX-VWLOTQADSA-N	AIQMCLHSJXWCQX
BRD-K27141178	YGKPIROTKVQCCU-UHFFFAOYSA-N	YGKPIROTKVQCCU
BRD-K27141795	UMCOQTBLKYTTJM-KURKYZTESA-N	UMCOQTBLKYTTJM
BRD-K27151060	OZYYCECXSZQYIA-DGUDUIIESA-N	OZYYCECXSZQYIA
BRD-K27161555	QYSMODXJNCJWNA-ADWPFFDDSA-N	QYSMODXJNCJWNA
BRD-K27161788	UHUINQXCHIPGNT-DGGJZMOXSA-N	UHUINQXCHIPGNT
BRD-K27161987	QHWKOKDSIMAAGX-YESZJQIVSA-N	QHWKOKDSIMAAGX
BRD-K27169919	YSZZSESTGDKXTF-UHFFFAOYSA-N	YSZZSESTGDKXTF
BRD-K27170250	ZRPIMPQECBWNSW-UHFFFAOYSA-N	ZRPIMPQECBWNSW
BRD-K27173348	IVNRRFOIDKKMKL-VCTIXIOLSA-N	IVNRRFOIDKKMKL
BRD-K27175304	JZXYXAGICCVVHG-GVUKDKGQSA-N	JZXYXAGICCVVHG
BRD-K27181648	ZSUKBHXIWPHONU-SJBKTWHCSA-N	ZSUKBHXIWPHONU
BRD-K27182532	PDYXPCKITKHFOZ-UHFFFAOYSA-N	PDYXPCKITKHFOZ
BRD-K27184429	ZKLPARSLTMPFCP-OAQYLSRUSA-N	ZKLPARSLTMPFCP
BRD-K27188211	WTDKFZXRKKYFSG-GPUOULLFSA-N	WTDKFZXRKKYFSG
BRD-K27198330	HTMJKWITGYZJOG-DBYOASNMSA-N	HTMJKWITGYZJOG
BRD-K27198844	ZOURSNKVQGBTHH-FGTMMUONSA-N	ZOURSNKVQGBTHH
BRD-K27204852	LLCRBOWRJOUJAE-UHFFFAOYSA-N	LLCRBOWRJOUJAE
BRD-K27209353	XBLMBZLFERXHHT-JIMJEQGWSA-N	XBLMBZLFERXHHT
BRD-K27217864	IUWVALYLNVXWKX-UHFFFAOYSA-N	IUWVALYLNVXWKX
BRD-K27218697	QTTRZHGPGKRAFB-SVHXUWJPSA-N	QTTRZHGPGKRAFB
BRD-K27224038	FLFHXFOLABGIIH-MZLICYQSSA-N	FLFHXFOLABGIIH
BRD-K27231781	PIYCFRUDBRJOMI-AZAGJHQNSA-N	PIYCFRUDBRJOMI
BRD-K27237215	FTXRYBFBPIDHAK-XIGKFDRGSA-N	FTXRYBFBPIDHAK
BRD-K27237442	RUSANBIFMAXXSJ-MRXNPFEDSA-N	RUSANBIFMAXXSJ
BRD-K27239120	WIYHORLWMFSPCL-PKWXPSSRSA-N	WIYHORLWMFSPCL
BRD-K27240704	YPMHUUPJSIUGKO-DOTOQJQBSA-N	YPMHUUPJSIUGKO
BRD-K27242547	OEVUOILLXMHDGY-QKDODKLFSA-N	OEVUOILLXMHDGY
BRD-K27263987	QSBPACLFOOFXHF-LBLLVPRASA-N	QSBPACLFOOFXHF
BRD-K27272622	FSPATWAOIFILJZ-QFZRFWILSA-N	FSPATWAOIFILJZ
BRD-K27290412	LSBQZXGOQACJTN-UHFFFAOYSA-N	LSBQZXGOQACJTN
BRD-K27292311	PSXVKIUCJIMJLV-WJONJSRFSA-N	PSXVKIUCJIMJLV
BRD-K27293696	CWJBQADCDQSGJH-SCRDCRAPSA-N	CWJBQADCDQSGJH
BRD-K27296582	DUYFFANIOYJIMN-SJBKTWHCSA-N	DUYFFANIOYJIMN
BRD-K27299383	URVFCIGKBRHLNA-YMPZKCBVSA-N	URVFCIGKBRHLNA
BRD-K27304876	JJYSTWNHAMIOJE-JKHIJQBDSA-N	JJYSTWNHAMIOJE
BRD-K27305388	MKGIQRNAGSSHRV-UHFFFAOYSA-N	MKGIQRNAGSSHRV
BRD-K27305650	CZQHHVNHHHRRDU-UHFFFAOYSA-N	CZQHHVNHHHRRDU
BRD-K27316855	GMRQFYUYWCNGIN-NKMMMXOESA-N	GMRQFYUYWCNGIN
BRD-K27332342	FDSIEWVTKRGAIV-WSDLNYQXSA-N	FDSIEWVTKRGAIV
BRD-K27343142	QGGFARYSPQJNIH-MXEMCNAFSA-N	QGGFARYSPQJNIH
BRD-K27351809	IIVBFTNIGYRNQY-YQLZSBIMSA-N	IIVBFTNIGYRNQY
BRD-K27363274	BXWHKXPVJGEBOL-RXYILKCJSA-N	BXWHKXPVJGEBOL
BRD-K27366480	CUZIWLSYIOFIPC-SSBOKUKZSA-N	CUZIWLSYIOFIPC
BRD-K27367875	QJCPDZQSNHMPQE-AFKLWXAFSA-N	QJCPDZQSNHMPQE
BRD-K27371551	NWYXEXAEFWIOJN-WFXMLNOXSA-N	NWYXEXAEFWIOJN
BRD-K27376241	YZAOSHCLUDBABW-JKSUJKDBSA-N	YZAOSHCLUDBABW
BRD-K27395235	GTCWMVFGOIOCEG-FULLSBAXSA-N	GTCWMVFGOIOCEG
BRD-K27398156	CZCWAHPUBYSOTP-QFIPXVFZSA-N	CZCWAHPUBYSOTP
BRD-K27401646	DFATUARXDJAGGJ-CLCZQPDDSA-N	DFATUARXDJAGGJ
BRD-K27411066	BEBQDKOSRNKXPA-YYULODDRSA-N	BEBQDKOSRNKXPA
BRD-K27411973	GBDHSNMZLIRBLK-GBRARVNLSA-N	GBDHSNMZLIRBLK
BRD-K27417269	BUJNRAADAGIHRJ-LPHOPBHVSA-N	BUJNRAADAGIHRJ
BRD-K27424042	HNVRJEXAKGMODG-QYWGDWMGSA-N	HNVRJEXAKGMODG
BRD-K27425684	KAWIPUFCWVTOPB-ZWEKWIFMSA-N	KAWIPUFCWVTOPB
BRD-K27428408	XXZIILLLBOPLBY-CROMWVBPSA-N	XXZIILLLBOPLBY
BRD-K27429081	LFSFSXVVLAKPPY-GMKFGHRTSA-N	LFSFSXVVLAKPPY
BRD-K27431449	IIFWPLPYOKXIHM-IZVMNLJQSA-N	IIFWPLPYOKXIHM
BRD-K27433204	FXEKXDJWVVQJEU-MXZZZELRSA-N	FXEKXDJWVVQJEU
BRD-K27440500	MRGPYRGJWBZMDE-UHFFFAOYSA-N	MRGPYRGJWBZMDE
BRD-K27442643	WVRHSCPXBJSNMQ-BLIXFSHQSA-N	WVRHSCPXBJSNMQ
BRD-K27449529	AMJJCKBOWHOXQT-IXFSTUDKSA-N	AMJJCKBOWHOXQT
BRD-K27450477	IOSAAWHGJUZBOG-MNOVXSKESA-N	IOSAAWHGJUZBOG
BRD-K27451531	MNKHAAOLWRLKCW-FVJLSDCUSA-N	MNKHAAOLWRLKCW
BRD-K27452198	VBARFQGDBKSOKL-YTNVWYNJSA-N	VBARFQGDBKSOKL
BRD-K27459043	GTCWMVFGOIOCEG-PBWSGDRGSA-N	GTCWMVFGOIOCEG
BRD-K27465870	DURNFEIZIYTKLU-NSVAZKTRSA-N	DURNFEIZIYTKLU
BRD-K27467349	NZYQBFQVYSNMPI-GGJMMHKRSA-N	NZYQBFQVYSNMPI
BRD-K27472340	NWLXXCWQRNKJOL-DNQCCSATSA-N	NWLXXCWQRNKJOL
BRD-K27475558	LMYACBAJSFEPOG-QTLXSIBASA-N	LMYACBAJSFEPOG
BRD-K27477764	CCCMDIPFDONFPS-FSSWDIPSSA-N	CCCMDIPFDONFPS
BRD-K27481961	UXHPJSJBAOCQQE-MVERNJQCSA-N	UXHPJSJBAOCQQE
BRD-K27483344	OLUPXTRBOWIZHH-POAQFYNOSA-N	OLUPXTRBOWIZHH
BRD-K27484191	LUJCSBDPIKBOMN-UHFFFAOYSA-N	LUJCSBDPIKBOMN
BRD-K27493325	POYXIPLFSJWUBD-TYZGCXJRSA-N	POYXIPLFSJWUBD
BRD-K27499107	XZFRIPGNUQRGPI-WBQKLGIQSA-N	XZFRIPGNUQRGPI
BRD-K27503016	HVNBSBCCDAKDPU-BPYKYCOYSA-N	HVNBSBCCDAKDPU
BRD-K27520107	VZWNZOWARCSQMF-UHFFFAOYSA-N	VZWNZOWARCSQMF
BRD-K27525788	WKBGSUAXJVLQSN-JXQFQVJHSA-N	WKBGSUAXJVLQSN
BRD-K27530838	IETFXVATRVQQOP-NUNAXRQHSA-N	IETFXVATRVQQOP
BRD-K27534253	QTMRYFNHJBKWDN-AGRHKRQWSA-N	QTMRYFNHJBKWDN
BRD-K27539003	XXZIILLLBOPLBY-GBPOLFSSSA-N	XXZIILLLBOPLBY
BRD-K27539181	HTSLEZOTMYUPLU-UHFFFAOYSA-N	HTSLEZOTMYUPLU
BRD-K27539817	JMXAVHBHXJKRLD-ZOBUZTSGSA-N	JMXAVHBHXJKRLD
BRD-K27543325	IVQXIBZAZBUJJC-LGVUCKNBSA-N	IVQXIBZAZBUJJC
BRD-K27558213	JPQXACXLPZYWDI-WYEJZRMESA-N	JPQXACXLPZYWDI
BRD-K27559321	UMKWVNJRYUYNAG-MHZLTWQESA-N	UMKWVNJRYUYNAG
BRD-K27571934	ZTXXWNNQGVNFQF-JXQFQVJHSA-N	ZTXXWNNQGVNFQF
BRD-K27586026	NONDGOMIDWLUNU-SCTDSRPQSA-N	NONDGOMIDWLUNU
BRD-K27586181	GSHVRPGKGLBQJS-KRWDZBQOSA-N	GSHVRPGKGLBQJS
BRD-K27597389	JEEWDARUSPNTGW-ZGQJUUMOSA-N	JEEWDARUSPNTGW
BRD-K27610514	VKCFDPYGFDYBIC-IECBHUPTSA-N	VKCFDPYGFDYBIC
BRD-K27622376	LUEDFXFVYWVEMN-SPEDKVCISA-N	LUEDFXFVYWVEMN
BRD-K27622534	ULMVXXWMSACXHE-UWHHFBIGSA-N	ULMVXXWMSACXHE
BRD-K27630390	QAFVVOSMYGJBPZ-KBSAFBKOSA-N	QAFVVOSMYGJBPZ
BRD-K27630941	MOPFFGAMTVYGOC-UHFFFAOYSA-N	MOPFFGAMTVYGOC
BRD-K27635561	YSHLOQAWMNLOEI-MDNUFGMLSA-N	YSHLOQAWMNLOEI
BRD-K27638907	YFRANFUEKBKJIV-XNSYCPOSSA-N	YFRANFUEKBKJIV
BRD-K27647724	FNKQMQRSMOAQIH-JWUQWVJQSA-N	FNKQMQRSMOAQIH
BRD-K27656392	LKDAMHONCJEZRZ-HEHGZKQESA-N	LKDAMHONCJEZRZ
BRD-K27661070	AJAMEWYBAUQISK-DFXUFIHISA-N	AJAMEWYBAUQISK
BRD-K27665173	AALNCHNFTKRFEL-UHFFFAOYSA-N	AALNCHNFTKRFEL
BRD-K27671514	DPSIIBWTFLKRDP-XMMPIXPASA-N	DPSIIBWTFLKRDP
BRD-K27675859	QOPMKJNNAFOQDN-FVJLSDCUSA-N	QOPMKJNNAFOQDN
BRD-K27679491	CSQKNNUUWCECGY-FEGXGRLVSA-N	CSQKNNUUWCECGY
BRD-K27682288	JPYBKCSNKBZYII-RUZDIDTESA-N	JPYBKCSNKBZYII
BRD-K27688565	RMPULVLSYIHHQO-UHFFFAOYSA-N	RMPULVLSYIHHQO
BRD-K27699706	RGLUKSSVDYQFDC-MCIONIFRSA-N	RGLUKSSVDYQFDC
BRD-K27706744	TVZJESBMTOHXDE-GBPFJNKXSA-N	TVZJESBMTOHXDE
BRD-K27709404	BVGZNQUUZDWJPB-KYTVRQNUSA-N	BVGZNQUUZDWJPB
BRD-K27710560	ISFPDBUKMJDAJH-UHFFFAOYSA-N	ISFPDBUKMJDAJH
BRD-K27711805	DPSIIBWTFLKRDP-DEOSSOPVSA-N	DPSIIBWTFLKRDP
BRD-K27718415	ZQFGNRPCSITOFH-VHEJNBBASA-N	ZQFGNRPCSITOFH
BRD-K27720649	QQIOQVYYWJVUEN-TUAOUCFPSA-N	QQIOQVYYWJVUEN
BRD-K27721098	GKTWGGQPFAXNFI-HNNXBMFYSA-N	GKTWGGQPFAXNFI
BRD-K27728416	YCBIAWRDDHRJGU-HKARXFIJSA-N	YCBIAWRDDHRJGU
BRD-K27732957	XTWZIVUPDNYJMX-ISCCLHIJSA-N	XTWZIVUPDNYJMX
BRD-K27735716	YTUJKVHLLCOJEP-MZLICYQSSA-N	YTUJKVHLLCOJEP
BRD-K27737647	ZKZXNDJNWUTGDK-NSCUHMNNSA-N	ZKZXNDJNWUTGDK
BRD-K27742591	SGONDPMGILSHIM-XLNZFTOWSA-N	SGONDPMGILSHIM
BRD-K27744061	MWTQFHHONBVRQP-TWMKSMIVSA-N	MWTQFHHONBVRQP
BRD-K27756844	LMWPVSNHKACEKW-UHFFFAOYSA-N	LMWPVSNHKACEKW
BRD-K27757818	BQXPJFPCKYJDQK-BHDDXSALSA-N	BQXPJFPCKYJDQK
BRD-K27760381	RECJSIILAGWOGU-UQWUFBTJSA-N	RECJSIILAGWOGU
BRD-K27767004	BBKVVMQWFBDXMC-CEXWTWQISA-N	BBKVVMQWFBDXMC
BRD-K27772696	ZTOSEQHRKGCZOZ-NJNPRVFISA-N	ZTOSEQHRKGCZOZ
BRD-K27775808	JGNQIWALOVNPJK-JXQFQVJHSA-N	JGNQIWALOVNPJK
BRD-K27788917	QTXSGNVPDCTZEW-TWOQFEAHSA-N	QTXSGNVPDCTZEW
BRD-K27797475	BCEWOOBMZZKKIA-NRFANRHFSA-N	BCEWOOBMZZKKIA
BRD-K27798440	KOAYSPOFMXWQDS-HFGNEKBZSA-N	KOAYSPOFMXWQDS
BRD-K27799527	UGKHHQJQSVLGIK-XDHOZWIPSA-N	UGKHHQJQSVLGIK
BRD-K27803479	DGBZHMALEIDADV-UHFFFAOYSA-N	DGBZHMALEIDADV
BRD-K27803932	AOOMHDUDPOWWMY-FVJLSDCUSA-N	AOOMHDUDPOWWMY
BRD-K27807043	OLGOXCLKPVLFFW-GGUMNFRJSA-N	OLGOXCLKPVLFFW
BRD-K27811024	QTFKJTMJQVNOKY-UDCNLSRBSA-N	QTFKJTMJQVNOKY
BRD-K27817736	ZSBYESKXZOGBOW-WTFQOOOSSA-N	ZSBYESKXZOGBOW
BRD-K27817945	FSHWRMSUZBSSQF-CLCXKQKWSA-N	FSHWRMSUZBSSQF
BRD-K27818252	QJCPDZQSNHMPQE-VDWGHMIBSA-N	QJCPDZQSNHMPQE
BRD-K27824357	AEYCXANGZGGWKX-GBPOLFSSSA-N	AEYCXANGZGGWKX
BRD-K27827760	YCZDHCVCWSKGTE-SNMOHMLRSA-N	YCZDHCVCWSKGTE
BRD-K27835062	YYALKDZNPSDWDC-SVMVAKDDSA-N	YYALKDZNPSDWDC
BRD-K27837783	OBKJPIVUKOQMKX-WJZBITPESA-N	OBKJPIVUKOQMKX
BRD-K27838482	JQIVWCFXIXDPKG-MQSCRBSSSA-N	JQIVWCFXIXDPKG
BRD-K27839561	AJOHYGOUUFRWKL-MWLAQPAQSA-N	AJOHYGOUUFRWKL
BRD-K27841704	VEFOSOMUCSIFLK-NEYJZJCJSA-N	VEFOSOMUCSIFLK
BRD-K27843502	OISGRMDYSXSLAB-NLCWTHGUSA-N	OISGRMDYSXSLAB
BRD-K27853494	DLNKOYKMWOXYQA-VXNVDRBHSA-N	DLNKOYKMWOXYQA
BRD-K27855499	RFGPXVMTNFVDAR-MWXNICTNSA-N	RFGPXVMTNFVDAR
BRD-K27858373	YQOYUVQVCGNRJC-WYEJZRMESA-N	YQOYUVQVCGNRJC
BRD-K27865298	BKCTXULBENSKFX-SBQKCOLHSA-N	BKCTXULBENSKFX
BRD-K27871032	BIXJFIJYBLJTMK-MEBBXXQBSA-N	BIXJFIJYBLJTMK
BRD-K27872553	VUGFGKFGZUURHO-BALWLHIASA-N	VUGFGKFGZUURHO
BRD-K27881911	RXUVZFSJYNXRLY-UHFFFAOYSA-N	RXUVZFSJYNXRLY
BRD-K27882424	BKEQBVYQSWYCAQ-HXUWFJFHSA-N	BKEQBVYQSWYCAQ
BRD-K27887926	WNHZFTQVONQUSH-LQJIQPLVSA-N	WNHZFTQVONQUSH
BRD-K27915767	JZHWTQAESVMWQB-MOXWOTFGSA-N	JZHWTQAESVMWQB
BRD-K27918075	YNLPQPKWJFYZTR-CBGDNZLLSA-N	YNLPQPKWJFYZTR
BRD-K27919582	SWOCEPZEXMNKQZ-RXDHMRHRSA-N	SWOCEPZEXMNKQZ
BRD-K27925875	ZPTMAJCPZVQQQA-SANMLTNESA-N	ZPTMAJCPZVQQQA
BRD-K27927067	BOSRLBMZBBTOKS-KAGYGMCKSA-N	BOSRLBMZBBTOKS
BRD-K27935463	BRDKARYWUSDFKE-FZYTTXFFSA-N	BRDKARYWUSDFKE
BRD-K27938825	XGOYIMQSIKSOBS-UHFFFAOYSA-N	XGOYIMQSIKSOBS
BRD-K27948561	JDHDHCLBKAEOSQ-LHWDRQQYSA-N	JDHDHCLBKAEOSQ
BRD-K27951502	JTQSYHMCCHKQKK-WZOHSFFVSA-N	JTQSYHMCCHKQKK
BRD-K27955832	JUJPKFNFCWJBCX-UHFFFAOYSA-N	JUJPKFNFCWJBCX
BRD-K27957164	XQGYHBQFJUCHTM-SKPFHBQLSA-N	XQGYHBQFJUCHTM
BRD-K27961885	OMYMLLFRSOYQNA-IMPRWKFSSA-N	OMYMLLFRSOYQNA
BRD-K27962962	PIEMZAFCKVBYBS-GSHUGGBRSA-N	PIEMZAFCKVBYBS
BRD-K27986637	DSHPDBIZJLDJKA-GLDPYIMESA-N	DSHPDBIZJLDJKA
BRD-K27993001	WXTNJIBEBHTDAA-DCCOOJGFSA-N	WXTNJIBEBHTDAA
BRD-K27998900	LVUSIZZVUUASSP-TWOQFEAHSA-N	LVUSIZZVUUASSP
BRD-K28000085	RNBNWYSLOVODRS-NHCUHLMSSA-N	RNBNWYSLOVODRS
BRD-K28001518	KNZOATPLJIEOET-MSZDEVHKSA-N	KNZOATPLJIEOET
BRD-K28001738	HGCDJUDEQZLPFK-KUSCKROYSA-N	HGCDJUDEQZLPFK
BRD-K28004127	OCKJGHCECNQZJG-HYZIGPPZSA-N	OCKJGHCECNQZJG
BRD-K28013436	UAWGSLKNHZLEPQ-BBMQUSKASA-N	UAWGSLKNHZLEPQ
BRD-K28018597	VHDWJFVGOVHSLC-VDWGHMIBSA-N	VHDWJFVGOVHSLC
BRD-K28021369	IESMZGXEKVWDTA-HHJKRLRDSA-N	IESMZGXEKVWDTA
BRD-K28026280	RYMZZMVNJRMUDD-HFFZACBOSA-N	RYMZZMVNJRMUDD
BRD-K28027757	ICWHUNLLRZPXIM-AZOUXBGGSA-N	ICWHUNLLRZPXIM
BRD-K28029915	UKTAZPQNNNJVKR-YXSUXZIUSA-N	UKTAZPQNNNJVKR
BRD-K28035139	ANDSQWRABKLSGR-FHWLQOOXSA-N	ANDSQWRABKLSGR
BRD-K28036193	KBDYTXJNXXZTGD-CAHKVJEUSA-N	KBDYTXJNXXZTGD
BRD-K28040935	CITLXYFJDVTSRT-UHFFFAOYSA-N	CITLXYFJDVTSRT
BRD-K28043081	WYDHQCWIOCTAOJ-UYLMIGBBSA-N	WYDHQCWIOCTAOJ
BRD-K28049955	WZQJIBXYFKEECF-OXXUSNJHSA-N	WZQJIBXYFKEECF
BRD-K28055782	MSGDIDWYZNYHQU-VRUMLPLGSA-N	MSGDIDWYZNYHQU
BRD-K28065812	XXZIILLLBOPLBY-XWQURZDVSA-N	XXZIILLLBOPLBY
BRD-K28066515	GUCNCJYSBNWKMH-INQLLSAASA-N	GUCNCJYSBNWKMH
BRD-K28073457	SYVBQOCIBBMOLP-VSKRKVRLSA-N	SYVBQOCIBBMOLP
