pert_id	inchikey	block1
BRD-A00100033	ARFHIAQFJWUCFH-UHFFFAOYSA-N	ARFHIAQFJWUCFH
BRD-A00147595	IETKPTYAGKZLKY-UHFFFAOYSA-N	IETKPTYAGKZLKY
BRD-A00150179	QSHLMQDRPXXYEE-UHFFFAOYSA-N	QSHLMQDRPXXYEE
BRD-A00218260	QHMWCHQXCUNUAK-UHFFFAOYSA-N	QHMWCHQXCUNUAK
BRD-A00267231	KOCIMZNSNPOGOP-UHFFFAOYSA-N	KOCIMZNSNPOGOP
BRD-A00376169	FOLRUCXBTYDAQK-SFZUHQLGSA-N	FOLRUCXBTYDAQK
BRD-A00420644	ASCBUEVCEVGOFP-UHFFFAOYSA-N	ASCBUEVCEVGOFP
BRD-A00474148	RCGAUPRLRFZAMS-UHFFFAOYSA-N	RCGAUPRLRFZAMS
BRD-A00520476	UBRKDAVQCKZSPO-UHFFFAOYSA-N	UBRKDAVQCKZSPO
BRD-A00546892	YSXKPIUOCJLQIE-UHFFFAOYSA-N	YSXKPIUOCJLQIE
BRD-A00626522	JESWDHXLYTYZAC-UHFFFAOYSA-N	JESWDHXLYTYZAC
BRD-A00758722	ICTXHFFSOAJUMG-OQPPHWFISA-N	ICTXHFFSOAJUMG
BRD-A00763758	MASIPYZIHWNUPA-UHFFFAOYSA-N	MASIPYZIHWNUPA
BRD-A00827783	KSCFJBIXMNOVSH-UHFFFAOYSA-N	KSCFJBIXMNOVSH
BRD-A00938334	METQSPRSQINEEU-GGORKCOASA-N	METQSPRSQINEEU
BRD-A00993607	PAZJSJFMUHDSTF-UHFFFAOYSA-N	PAZJSJFMUHDSTF
BRD-A01078468	PBBGSZCBWVPOOL-UHFFFAOYSA-N	PBBGSZCBWVPOOL
BRD-A01145011	RPQZTTQVRYEKCR-JJFBUQMESA-N	RPQZTTQVRYEKCR
BRD-A01295252	RTMIJLQPWFKAFE-FPYGCLRLSA-N	RTMIJLQPWFKAFE
BRD-A01317026	FEMXZDUTFRTWPE-YRAGUDHZSA-N	FEMXZDUTFRTWPE
BRD-A01320529	GIIZNNXWQWCKIB-UHFFFAOYSA-N	GIIZNNXWQWCKIB
BRD-A01346607	WXURHACBFYSXBI-DRBBXQFKSA-N	WXURHACBFYSXBI
BRD-A01593789	QMBJSIBWORFWQT-GDMUWPLKSA-N	QMBJSIBWORFWQT
BRD-A01636364	LEBVLXFERQHONN-UHFFFAOYSA-N	LEBVLXFERQHONN
BRD-A01643550	LRJOMUJRLNCICJ-AUGMLKDDSA-N	LRJOMUJRLNCICJ
BRD-A01645196	QKACJXUOZWIRSN-RSNVXJODSA-N	QKACJXUOZWIRSN
BRD-A01787639	HRRBJVNMSRJFHQ-UHFFFAOYSA-N	HRRBJVNMSRJFHQ
BRD-A01826957	DSFGXPJYDCSWTA-UHFFFAOYSA-N	DSFGXPJYDCSWTA
BRD-A01960364	WJQMZXHQQRBUBD-UHFFFAOYSA-N	WJQMZXHQQRBUBD
BRD-A01973626	FSKZSCFSPFWKPI-UHFFFAOYSA-N	FSKZSCFSPFWKPI
BRD-A01999384	CLVUZWSRQXKIEX-UHFFFAOYSA-N	CLVUZWSRQXKIEX
BRD-A02006392	PVHUJELLJLJGLN-UHFFFAOYSA-N	PVHUJELLJLJGLN
BRD-A02176148	CMXGHLJKXLIMAQ-UHFFFAOYSA-N	CMXGHLJKXLIMAQ
BRD-A02180903	UREBDLICKHMUKA-REKGUKDCSA-N	UREBDLICKHMUKA
BRD-A02189320	CHDYFPCQVUOJEB-UHFFFAOYSA-N	CHDYFPCQVUOJEB
BRD-A02198599	BFQJGJYTDOYXDQ-UHFFFAOYSA-N	BFQJGJYTDOYXDQ
BRD-A02241946	JSCKNKLLUFQKEX-UHFFFAOYSA-N	JSCKNKLLUFQKEX
BRD-A02333338	QASFUMOKHFSJGL-ACLNMQFHSA-N	QASFUMOKHFSJGL
BRD-A02367930	BFPYWIDHMRZLRN-OQPPHWFISA-N	BFPYWIDHMRZLRN
BRD-A02481876	HKGJEZIGDHFJFL-UHFFFAOYSA-N	HKGJEZIGDHFJFL
BRD-A02579693	DOXHGVQIEQIIIV-UHFFFAOYSA-N	DOXHGVQIEQIIIV
BRD-A02710418	JLICHNCFTLFZJN-UHFFFAOYSA-N	JLICHNCFTLFZJN
BRD-A02713983	QDBAUJQKYJXHPB-OMRKLITNSA-N	QDBAUJQKYJXHPB
BRD-A02726762	JIACUDNUQKRFPQ-JDHTZGSBSA-N	JIACUDNUQKRFPQ
BRD-A02747686	MDQJPRMMNJMTSA-UHFFFAOYSA-N	MDQJPRMMNJMTSA
BRD-A02759312	NWIUTZDMDHAVTP-UHFFFAOYSA-N	NWIUTZDMDHAVTP
BRD-A02809788	OSQKAQCOFUNQAK-UHFFFAOYSA-N	OSQKAQCOFUNQAK
BRD-A02836799	LSRJNHYGURTKLY-UHFFFAOYSA-N	LSRJNHYGURTKLY
BRD-A02990301	KSMAGQUYOIHWFS-UHFFFAOYSA-N	KSMAGQUYOIHWFS
BRD-A03044413	UWYHMGVUTGAWSP-UHFFFAOYSA-N	UWYHMGVUTGAWSP
BRD-A03061970	KSEYRUGYKHXGFW-UHFFFAOYSA-N	KSEYRUGYKHXGFW
BRD-A03216249	INWLQCZOYSRPNW-UHFFFAOYSA-N	INWLQCZOYSRPNW
BRD-A03249105	VWUXBMIQPBEWFH-LQKBAPIOSA-N	VWUXBMIQPBEWFH
BRD-A03323675	NCDNCNXCDXHOMX-UHFFFAOYSA-N	NCDNCNXCDXHOMX
BRD-A03359064	HTLWRKRZKFAAAH-UHFFFAOYSA-N	HTLWRKRZKFAAAH
BRD-A03427350	MLKXDPUZXIRXEP-UHFFFAOYSA-N	MLKXDPUZXIRXEP
BRD-A03436432	OYPCPJBAOPUYOB-UHFFFAOYSA-N	OYPCPJBAOPUYOB
BRD-A03506276	LHGWWAFKVCIILM-LAQKFSSHSA-N	LHGWWAFKVCIILM
BRD-A03520402	RZZPFYJDTQFYDP-UHFFFAOYSA-N	RZZPFYJDTQFYDP
BRD-A03623303	IUBSYMUCCVWXPE-UHFFFAOYSA-N	IUBSYMUCCVWXPE
BRD-A03684405	WZJQEFWGBHOUNW-ATNAJCNCSA-N	WZJQEFWGBHOUNW
BRD-A03772856	YSPMFQJSWDVJME-UHFFFAOYSA-N	YSPMFQJSWDVJME
BRD-A03816571	YNZFFALZMRAPHQ-UHFFFAOYSA-N	YNZFFALZMRAPHQ
BRD-A03926027	KMBPMDRMEHVHTJ-UHFFFAOYSA-N	KMBPMDRMEHVHTJ
BRD-A03946276	VNYMEPQAFKNDRQ-UHFFFAOYSA-N	VNYMEPQAFKNDRQ
BRD-A04020513	KJQFBVYMGADDTQ-UHFFFAOYSA-N	KJQFBVYMGADDTQ
BRD-A04026261	ZBCXDUNUUKRQSV-UHFFFAOYSA-N	ZBCXDUNUUKRQSV
BRD-A04172077	VRCXJKSBSNVDFC-UHFFFAOYSA-N	VRCXJKSBSNVDFC
BRD-A04260165	JXMYTVOBSFOHAF-UHFFFAOYSA-N	JXMYTVOBSFOHAF
BRD-A04308630	AZKVWQKMDGGDSV-UHFFFAOYSA-N	AZKVWQKMDGGDSV
BRD-A04327189	YRCWQPVGYLYSOX-UHFFFAOYSA-N	YRCWQPVGYLYSOX
BRD-A04332542	KAWMSLLRABYLGN-UHFFFAOYSA-N	KAWMSLLRABYLGN
BRD-A04352665	GSNHKUDZZFZSJB-ILVMPNSOSA-N	GSNHKUDZZFZSJB
BRD-A04392722	MNZQMCZAJPXZMM-UHFFFAOYSA-N	MNZQMCZAJPXZMM
BRD-A04438777	HJWHHQIVUHOBQN-UHFFFAOYSA-N	HJWHHQIVUHOBQN
BRD-A04553218	SOYKEARSMXGVTM-UHFFFAOYSA-N	SOYKEARSMXGVTM
BRD-A04668240	GJZVQXWEIYRHBE-UHFFFAOYSA-N	GJZVQXWEIYRHBE
BRD-A04706586	CJGYSWNGNKCJSB-UHFFFAOYSA-N	CJGYSWNGNKCJSB
BRD-A04756508	KIQQMECNKUGGKA-OMEWWMGKSA-N	KIQQMECNKUGGKA
BRD-A04831598	LCGFVWKNXLRFIF-UHFFFAOYSA-N	LCGFVWKNXLRFIF
BRD-A05186015	SNPPWIUOZRMYNY-UHFFFAOYSA-N	SNPPWIUOZRMYNY
BRD-A05334458	NSMXQKNUPPXBRG-UHFFFAOYSA-N	NSMXQKNUPPXBRG
BRD-A05352148	OEXHQOGQTVQTAT-UHFFFAOYSA-N	OEXHQOGQTVQTAT
BRD-A05457250	ZFLWDHHVRRZMEI-UHFFFAOYSA-N	ZFLWDHHVRRZMEI
BRD-A05523972	XBJWOGLKABXFJE-UHFFFAOYSA-N	XBJWOGLKABXFJE
BRD-A05565054	OYBBUXRKEHCUIG-UHFFFAOYSA-N	OYBBUXRKEHCUIG
BRD-A05581237	MKBRBMQWWXUBRC-UHFFFAOYSA-N	MKBRBMQWWXUBRC
BRD-A05680309	POKZVJVCUGVHME-UHFFFAOYSA-N	POKZVJVCUGVHME
BRD-A05729358	FXCTZFMSAHZQTR-KAMYIIQDSA-N	FXCTZFMSAHZQTR
BRD-A05821830	ZDZOTLJHXYCWBA-JXHJHTFNSA-N	ZDZOTLJHXYCWBA
BRD-A05831822	SRDVQKBYLVCEKX-UHFFFAOYSA-N	SRDVQKBYLVCEKX
BRD-A05874290	BYOBCYXURWDEDS-UHFFFAOYSA-N	BYOBCYXURWDEDS
BRD-A06131576	JLBHTGXFDNZNJL-UHFFFAOYSA-N	JLBHTGXFDNZNJL
BRD-A06276885	PSPANKCQVWSVHM-UHFFFAOYSA-N	PSPANKCQVWSVHM
BRD-A06304526	KUFRQPKVAWMTJO-UBRRALEVSA-N	KUFRQPKVAWMTJO
BRD-A06352418	GUGOEEXESWIERI-UHFFFAOYSA-N	GUGOEEXESWIERI
BRD-A06352508	OTPNDVKVEAIXTI-UHFFFAOYSA-N	OTPNDVKVEAIXTI
BRD-A06390036	LJOQGZACKSYWCH-NBGVHYBESA-N	LJOQGZACKSYWCH
BRD-A06641369	SBSKQOIYKJFAJN-UHFFFAOYSA-N	SBSKQOIYKJFAJN
BRD-A06664848	RFBPLZZVEFTOML-UHFFFAOYSA-N	RFBPLZZVEFTOML
BRD-A06726973	SWTMOFFYOXKQNN-UVQKOMKVSA-N	SWTMOFFYOXKQNN
BRD-A06779035	BHURFCFBOPXSCN-UHFFFAOYSA-N	BHURFCFBOPXSCN
BRD-A06784547	QFLOJAMZLQXHFS-UHFFFAOYSA-N	QFLOJAMZLQXHFS
BRD-A06909528	JOMQEKIENWKNHV-UHFFFAOYSA-N	JOMQEKIENWKNHV
BRD-A06916187	ZYRLHJIMTROTBO-UHFFFAOYSA-N	ZYRLHJIMTROTBO
BRD-A06929388	MFDWJDXTGBHHCQ-UHFFFAOYSA-N	MFDWJDXTGBHHCQ
BRD-A06935312	IECPWNUMDGFDKC-FRVBXGIOSA-N	IECPWNUMDGFDKC
BRD-A07000685	VWQWXZAWFPZJDA-PILPDLGISA-N	VWQWXZAWFPZJDA
BRD-A07029265	OEXHQOGQTVQTAT-RHRUOIOWSA-N	OEXHQOGQTVQTAT
BRD-A07106394	QIVBCDIJIAJPQS-UHFFFAOYSA-N	QIVBCDIJIAJPQS
BRD-A07395371	AQNDDEOPVVGCPG-UHFFFAOYSA-N	AQNDDEOPVVGCPG
BRD-A07440155	SGUAFYQXFOLMHL-UHFFFAOYSA-N	SGUAFYQXFOLMHL
BRD-A07563059	UUOJIACWOAYWEZ-UHFFFAOYSA-N	UUOJIACWOAYWEZ
BRD-A07614565	RDJCCPWITAIICC-UHFFFAOYSA-N	RDJCCPWITAIICC
BRD-A07704283	XDBMBHVYXPBOPL-UHFFFAOYSA-N	XDBMBHVYXPBOPL
BRD-A07765530	UCTWMZQNUQWSLP-UHFFFAOYSA-N	UCTWMZQNUQWSLP
BRD-A07780951	LMOINURANNBYCM-UHFFFAOYSA-N	LMOINURANNBYCM
BRD-A07815743	HKEAFJYKMMKDOR-UHFFFAOYSA-N	HKEAFJYKMMKDOR
BRD-A07824748	ZONYXWQDUYMKFB-UHFFFAOYSA-N	ZONYXWQDUYMKFB
BRD-A07875874	KJEBULYHNRNJTE-UHFFFAOYSA-N	KJEBULYHNRNJTE
BRD-A07893380	PJDFLNIOAUIZSL-UHFFFAOYSA-N	PJDFLNIOAUIZSL
BRD-A07932845	RLJFTICUTYVZDG-UHFFFAOYSA-N	RLJFTICUTYVZDG
BRD-A07986123	PAFKTGFSEFKSQG-BLYLLKCRSA-N	PAFKTGFSEFKSQG
BRD-A08003242	SGFCERQKVVMREN-UHFFFAOYSA-N	SGFCERQKVVMREN
BRD-A08027849	KXGVEGMKQFWNSR-DVASNTQSSA-N	KXGVEGMKQFWNSR
BRD-A08062015	GCKMFJBGXUYNAG-UHFFFAOYSA-N	GCKMFJBGXUYNAG
BRD-A08187463	ODUOJXZPIYUATO-UHFFFAOYSA-N	ODUOJXZPIYUATO
BRD-A08200164	SGDBTWWWUNNDEQ-UHFFFAOYSA-N	SGDBTWWWUNNDEQ
BRD-A08255417	GNUXVOXXWGNPIV-UHFFFAOYSA-N	GNUXVOXXWGNPIV
BRD-A08545410	VXVNYCRICCVPTD-MULYGRJNSA-N	VXVNYCRICCVPTD
BRD-A08610364	YNKFFBATAPFPBH-UHFFFAOYSA-N	YNKFFBATAPFPBH
BRD-A08658758	OVVXDHPMTCWAAJ-UHFFFAOYSA-N	OVVXDHPMTCWAAJ
BRD-A08660406	NBQNWMBBSKPBAY-UHFFFAOYSA-N	NBQNWMBBSKPBAY
BRD-A08662020	PUQVAXDZGUENDK-UHFFFAOYSA-N	PUQVAXDZGUENDK
BRD-A08709697	LMFKRLGHEKVMNT-GVCFFYALSA-N	LMFKRLGHEKVMNT
BRD-A08778300	VGYFAVFOCXCKID-WXCMXNBBSA-N	VGYFAVFOCXCKID
BRD-A08877921	YMNCVRSYJBNGLD-UHFFFAOYSA-N	YMNCVRSYJBNGLD
BRD-A09053961	VWMFGQCEGVXCDL-UHFFFAOYSA-N	VWMFGQCEGVXCDL
BRD-A09056319	WNMJYKCGWZFFKR-UHFFFAOYSA-N	WNMJYKCGWZFFKR
BRD-A09062839	FDMBBCOBEAVDAO-UHFFFAOYSA-N	FDMBBCOBEAVDAO
BRD-A09073503	SUQUPCVMBMERJG-UHFFFAOYSA-N	SUQUPCVMBMERJG
BRD-A09094913	QMGVPVSNSZLJIA-OFYMUHMXSA-N	QMGVPVSNSZLJIA
BRD-A09161221	KPDOJFFZKAUIOE-ZUDUQEJMSA-N	KPDOJFFZKAUIOE
BRD-A09164687	QBVBSZGSMKFHHH-UHFFFAOYSA-N	QBVBSZGSMKFHHH
BRD-A09186529	UIMTZSFVAUUJNX-CMDGGOBGSA-N	UIMTZSFVAUUJNX
BRD-A09349126	IMONTRJLAWHYGT-FJMAIUEKSA-N	IMONTRJLAWHYGT
BRD-A09467419	VYVKHNNGDFVQGA-UHFFFAOYSA-N	VYVKHNNGDFVQGA
BRD-A09472452	DJBNUMBKLMJRSA-UHFFFAOYSA-N	DJBNUMBKLMJRSA
BRD-A09495397	IYGYMKDQCDOMRE-ZENAZSQFSA-N	IYGYMKDQCDOMRE
BRD-A09533288	SGTNSNPWRIOYBX-UHFFFAOYSA-N	SGTNSNPWRIOYBX
BRD-A09539288	ZTVIKZXZYLEVOL-FGZQJIAISA-N	ZTVIKZXZYLEVOL
BRD-A09719808	OKEYLXGAJZVHLC-UHFFFAOYSA-N	OKEYLXGAJZVHLC
BRD-A09722536	CMSMOCZEIVJLDB-UHFFFAOYSA-N	CMSMOCZEIVJLDB
BRD-A09749088	UAXNLFQWKCSHGV-TXPIITFASA-N	UAXNLFQWKCSHGV
BRD-A09828896	GHWJEDJMOVUXEC-UHFFFAOYSA-N	GHWJEDJMOVUXEC
BRD-A09925278	SQVIAVUSQAWMKL-UHFFFAOYSA-N	SQVIAVUSQAWMKL
BRD-A09984573	GTPGJPLMZNXVTL-UHFFFAOYSA-N	GTPGJPLMZNXVTL
BRD-A10012892	KXNPVXPOPUZYGB-YZYLHUITSA-N	KXNPVXPOPUZYGB
BRD-A10039652	MYXACKZCYFKMTE-JETRDCLMSA-N	MYXACKZCYFKMTE
BRD-A10070317	AQHHHDLHHXJYJD-UHFFFAOYSA-N	AQHHHDLHHXJYJD
BRD-A10188456	UREBDLICKHMUKA-QCYOSJOCSA-N	UREBDLICKHMUKA
BRD-A10303790	SOROUYSPFADXSN-SUWVAFIASA-N	SOROUYSPFADXSN
BRD-A10330754	ZAUGEDQIMRFBDL-UHFFFAOYSA-N	ZAUGEDQIMRFBDL
BRD-A10355991	BEQZHFIKTBVCAU-UHFFFAOYSA-N	BEQZHFIKTBVCAU
BRD-A10386413	KRGQEOSDQHTZMX-UHFFFAOYSA-N	KRGQEOSDQHTZMX
BRD-A10396145	QGFJORGLNPWXMK-UHFFFAOYSA-N	QGFJORGLNPWXMK
BRD-A10420615	TZCOBUQKVNFIQF-ARUUDZKJSA-N	TZCOBUQKVNFIQF
BRD-A10523515	OLIIUAHHAZEXEX-UHFFFAOYSA-N	OLIIUAHHAZEXEX
BRD-A10606614	SOROUYSPFADXSN-NXTKQQBESA-N	SOROUYSPFADXSN
BRD-A10662413	IFFPICMESYHZPQ-UHFFFAOYSA-N	IFFPICMESYHZPQ
BRD-A10715913	IAGQNKXBDXVWPR-UHFFFAOYSA-N	IAGQNKXBDXVWPR
BRD-A10903566	UXABARREKCJULM-UHFFFAOYSA-N	UXABARREKCJULM
BRD-A10967948	MFWNKCLOYSRHCJ-UHFFFAOYSA-N	MFWNKCLOYSRHCJ
BRD-A10969569	QAHZAHIPKNLGAS-UVJOJOKMSA-N	QAHZAHIPKNLGAS
BRD-A10977446	OGHNVEJMJSYVRP-UHFFFAOYSA-N	OGHNVEJMJSYVRP
BRD-A11007541	XJDKPLZUXCIMIS-HKWRFOASSA-N	XJDKPLZUXCIMIS
BRD-A11009626	VGJKDQPCCSDBJN-UHFFFAOYSA-N	VGJKDQPCCSDBJN
BRD-A11087911	RPNGDYZFSXTIPK-UHFFFAOYSA-N	RPNGDYZFSXTIPK
BRD-A11095214	ZYZWLLGUNPRGAX-UHFFFAOYSA-N	ZYZWLLGUNPRGAX
BRD-A11132253	BAWFJGJZGIEFAR-NNYOXOHSSA-O	BAWFJGJZGIEFAR
BRD-A11135865	APSUXPSYBJVPPS-UHFFFAOYSA-N	APSUXPSYBJVPPS
BRD-A11170096	TUZYXOIXSAXUGO-UHFFFAOYSA-N	TUZYXOIXSAXUGO
BRD-A11263757	NMUSYJAQQFHJEW-JDJSBBGDSA-N	NMUSYJAQQFHJEW
BRD-A11319535	KUVIULQEHSCUHY-UHFFFAOYSA-N	KUVIULQEHSCUHY
BRD-A11483079	IZXSTWMUJGTAMI-UHFFFAOYSA-N	IZXSTWMUJGTAMI
BRD-A11512624	FWBDHQIVHNXWEU-UHFFFAOYSA-N	FWBDHQIVHNXWEU
BRD-A11605036	LEQAKWQJCITZNK-MSQQGMGVSA-N	LEQAKWQJCITZNK
BRD-A11609859	LEPBHAAYNPPRRA-UHFFFAOYSA-N	LEPBHAAYNPPRRA
BRD-A11678676	QDLHCMPXEPAAMD-ZGSWIPFCSA-N	QDLHCMPXEPAAMD
BRD-A11702965	LNGHEQSPMNWBCU-RUGPHKIXSA-N	LNGHEQSPMNWBCU
BRD-A11706664	HOGVTUZUJGHKPL-XVCUJNKASA-N	HOGVTUZUJGHKPL
BRD-A11731846	MRPDHXXPDCVBPQ-AATRIKPKSA-N	MRPDHXXPDCVBPQ
BRD-A11776908	PZBPKYOVPCNPJY-UHFFFAOYSA-N	PZBPKYOVPCNPJY
BRD-A11813248	BQBSHJUQVIWEFM-UHFFFAOYSA-N	BQBSHJUQVIWEFM
BRD-A11929187	HXELDYRZCKHWSK-UHFFFAOYSA-N	HXELDYRZCKHWSK
BRD-A11968133	MORBXZMIXGYQDB-UHFFFAOYSA-N	MORBXZMIXGYQDB
BRD-A11990600	DIWRORZWFLOCLC-UHFFFAOYSA-N	DIWRORZWFLOCLC
BRD-A12016240	DDHAJFBBJWHSBR-UHFFFAOYSA-N	DDHAJFBBJWHSBR
BRD-A12077521	HVFLCNVBZFFHBT-FSJBWODESA-O	HVFLCNVBZFFHBT
BRD-A12083771	TXMPMEQLXDHGQS-UHFFFAOYSA-N	TXMPMEQLXDHGQS
BRD-A12230535	BDUHCSBCVGXTJM-UHFFFAOYSA-N	BDUHCSBCVGXTJM
BRD-A12237696	RHGKLRLOHDJJDR-UHFFFAOYSA-N	RHGKLRLOHDJJDR
BRD-A12409803	OZPFIJIOIVJZMN-UHFFFAOYSA-N	OZPFIJIOIVJZMN
BRD-A12426960	DPPMVKMESJJAJZ-UHFFFAOYSA-N	DPPMVKMESJJAJZ
BRD-A12560204	NDYAXPIAEFCPMJ-UHFFFAOYSA-N	NDYAXPIAEFCPMJ
BRD-A12633378	SIQGKPGBLYKQBB-UHFFFAOYSA-N	SIQGKPGBLYKQBB
BRD-A12643502	CNBYZJFKMSTQAL-UHFFFAOYSA-N	CNBYZJFKMSTQAL
BRD-A12832192	ZSJLQEPLLKMAKR-UHFFFAOYSA-N	ZSJLQEPLLKMAKR
BRD-A12881497	QALKNDMLQRCLGT-AKFOCJAPSA-N	QALKNDMLQRCLGT
BRD-A12896037	DCSUBABJRXZOMT-UHFFFAOYSA-N	DCSUBABJRXZOMT
BRD-A12994259	UVSMNLNDYGZFPF-UHFFFAOYSA-N	UVSMNLNDYGZFPF
BRD-A13020530	ZDSHKLYGWOAHJZ-UHFFFAOYSA-N	ZDSHKLYGWOAHJZ
BRD-A13021932	ZHXNIYGJAOPMSO-UHFFFAOYSA-N	ZHXNIYGJAOPMSO
BRD-A13084692	GXPHKUHSUJUWKP-UHFFFAOYSA-N	GXPHKUHSUJUWKP
BRD-A13122391	DFBIRQPKNDILPW-KTGKZQHOSA-N	DFBIRQPKNDILPW
BRD-A13133631	FAOZLTXFLGPHNG-KXWDGVDDSA-N	FAOZLTXFLGPHNG
BRD-A13188892	RUZYUOTYCVRMRZ-UHFFFAOYSA-N	RUZYUOTYCVRMRZ
BRD-A13195221	AGQNVTZMIXEHKC-UHFFFAOYSA-N	AGQNVTZMIXEHKC
BRD-A13254067	QNDVLZJODHBUFM-FYTBHKRBSA-N	QNDVLZJODHBUFM
BRD-A13346522	JAFIERFWYHDPAD-UHFFFAOYSA-N	JAFIERFWYHDPAD
BRD-A13367427	YZWLELIIIVVKPT-UHFFFAOYSA-N	YZWLELIIIVVKPT
BRD-A13461302	FXOBIDROVMXPBW-UHFFFAOYSA-N	FXOBIDROVMXPBW
BRD-A13650332	UIOFUWFRIANQPC-SNVMCYLTSA-N	UIOFUWFRIANQPC
BRD-A13711138	MUQUYTSLDVKIOF-NYOJQVGHSA-N	MUQUYTSLDVKIOF
BRD-A13807286	SXJDCULZDFWMJC-UHFFFAOYSA-N	SXJDCULZDFWMJC
BRD-A13914662	DDRGAGSWKRPPPE-UHFFFAOYSA-N	DDRGAGSWKRPPPE
BRD-A13946108	MLKXDPUZXIRXEP-MFOYZWKCSA-N	MLKXDPUZXIRXEP
BRD-A13964793	FYGREZKTJIXWIH-UHFFFAOYSA-N	FYGREZKTJIXWIH
BRD-A13982089	KOCLPWNIIAMDIN-UHFFFAOYSA-O	KOCLPWNIIAMDIN
BRD-A14014306	XQRSXNVBOLGUNI-UHFFFAOYSA-N	XQRSXNVBOLGUNI
BRD-A14178283	OSGFJRKJEPQTRB-KSIZGXOFSA-N	OSGFJRKJEPQTRB
BRD-A14208071	GFRUPHOKLBPHTQ-UHFFFAOYSA-N	GFRUPHOKLBPHTQ
BRD-A14240607	QHGUCRYDKWKLMG-UHFFFAOYSA-N	QHGUCRYDKWKLMG
BRD-A14262390	HPBNRIOWIXYZFK-UHFFFAOYSA-N	HPBNRIOWIXYZFK
BRD-A14395271	SLVMESMUVMCQIY-UHFFFAOYSA-N	SLVMESMUVMCQIY
BRD-A14566392	STECJAGHUSJQJN-UHFFFAOYSA-N	STECJAGHUSJQJN
BRD-A14574269	TVSNVPGPFGAKPT-UHFFFAOYSA-N	TVSNVPGPFGAKPT
BRD-A14634327	FKSFKBQGSFSOSM-UHFFFAOYSA-N	FKSFKBQGSFSOSM
BRD-A14652656	ZKSUYDZTGVUZGX-BKCXMMJFSA-N	ZKSUYDZTGVUZGX
BRD-A14792000	ACWBQPMHZXGDFX-UHFFFAOYSA-N	ACWBQPMHZXGDFX
BRD-A14795281	PGVCPECMDGTDTR-UHFFFAOYSA-N	PGVCPECMDGTDTR
BRD-A14798026	IMSSROKUHAOUJS-VYJKVFMHSA-N	IMSSROKUHAOUJS
BRD-A14886633	WWYNJERNGUHSAO-NJTPJZBZSA-N	WWYNJERNGUHSAO
BRD-A14941520	KLWUUPVJTLHYIM-UHFFFAOYSA-N	KLWUUPVJTLHYIM
BRD-A14966924	FZSPJBYOKQPKCD-UHFFFAOYSA-N	FZSPJBYOKQPKCD
BRD-A14969012	HLNOXCRCYMOMLA-UHFFFAOYSA-N	HLNOXCRCYMOMLA
BRD-A14985772	CYJPUZLKFAUFHF-CNBHCMJISA-N	CYJPUZLKFAUFHF
BRD-A14999564	OINNEUNVOZHBOX-QIRCYJPOSA-N	OINNEUNVOZHBOX
BRD-A15010982	SSQJFGMEZBFMNV-XJDOXCRVSA-N	SSQJFGMEZBFMNV
BRD-A15034104	YWJXCIXBAKGUKZ-UHFFFAOYSA-N	YWJXCIXBAKGUKZ
BRD-A15070535	ZKSUYDZTGVUZGX-VBJMPTANSA-N	ZKSUYDZTGVUZGX
BRD-A15079084	PHEDXBVPIONUQT-UHFFFAOYSA-N	PHEDXBVPIONUQT
BRD-A15100685	HKEDBKXRDHFCFB-OIUXLAMQSA-N	HKEDBKXRDHFCFB
BRD-A15113563	FWCQRNOPBQJMHI-UHFFFAOYSA-N	FWCQRNOPBQJMHI
BRD-A15131297	XPCFTKFZXHTYIP-UHFFFAOYSA-N	XPCFTKFZXHTYIP
BRD-A15202882	GJJFMKBJSRMPLA-UHFFFAOYSA-N	GJJFMKBJSRMPLA
BRD-A15297126	WJOHZNCJWYWUJD-UUTDCOIBSA-N	WJOHZNCJWYWUJD
BRD-A15415227	QTQMRBZOBKYXCG-UHFFFAOYSA-N	QTQMRBZOBKYXCG
BRD-A15435692	ZXUYYZPJUGQHLQ-UHFFFAOYSA-N	ZXUYYZPJUGQHLQ
BRD-A15493168	CFGMZIIGYCGAPR-FJRAISSESA-N	CFGMZIIGYCGAPR
BRD-A15501135	HCNLDGTUMBOHKT-UHFFFAOYSA-N	HCNLDGTUMBOHKT
BRD-A15530910	SJYFDORQYYEJLB-UHFFFAOYSA-N	SJYFDORQYYEJLB
BRD-A15597386	PIMZUZSSNYHVCU-IGZCVCFJSA-N	PIMZUZSSNYHVCU
BRD-A15909516	ALLWOAVDORUJLA-UHFFFAOYSA-N	ALLWOAVDORUJLA
BRD-A15914070	JVJFIQYAHPMBBX-FNORWQNLSA-N	JVJFIQYAHPMBBX
BRD-A15931911	CJGYSWNGNKCJSB-ZBSNKJFMSA-N	CJGYSWNGNKCJSB
BRD-A16296925	AYDXAULLCROVIT-UHFFFAOYSA-N	AYDXAULLCROVIT
BRD-A16311756	CDOZDBSBBXSXLB-UHFFFAOYSA-N	CDOZDBSBBXSXLB
BRD-A16332958	YFGHCGITMMYXAQ-UHFFFAOYSA-N	YFGHCGITMMYXAQ
BRD-A16347691	AGBQKNBQESQNJD-UHFFFAOYSA-N	AGBQKNBQESQNJD
BRD-A16444946	XUFXOAAUWZOOIT-UGEKTDRHSA-N	XUFXOAAUWZOOIT
BRD-A16478930	ILKJAFIWWBXGDU-UHFFFAOYSA-N	ILKJAFIWWBXGDU
