pert_id	pert_iname	pubchem_cid	stitch_chemical	ensp	gene_symbol	entrez	gene_idx	combined_score
BRD-A01320529	salmeterol	5152	CIDm00005152	9606.ENSP00000305372	ADRB2	154	553	999
BRD-A01320529	salmeterol	5152	CIDs00005152	9606.ENSP00000305372	ADRB2	154	553	999
BRD-A11170096	pravastatin	4889	CIDm00004889	9606.ENSP00000287936	HMGCR	3156	244	999
BRD-A44780397	mifepristone	4196	CIDm00004196	9606.ENSP00000231509	NR3C1	2908	807	999
BRD-A73635141	hydrocortisone	3640	CIDm00003640	9606.ENSP00000231509	NR3C1	2908	807	999
BRD-A88254928	salbutamol	2083	CIDm00002083	9606.ENSP00000305372	ADRB2	154	553	999
BRD-A88254928	salbutamol	2083	CIDs00002083	9606.ENSP00000305372	ADRB2	154	553	999
BRD-K09416995	lovastatin	53232	CIDs00053232	9606.ENSP00000287936	HMGCR	3156	244	999
BRD-K11433652	aspirin	2244	CIDm00002244	9606.ENSP00000356438	PTGS2	5743	482	999
BRD-K11433652	aspirin	2244	CIDs00002244	9606.ENSP00000356438	PTGS2	5743	482	999
BRD-K19687926	lapatinib	208908	CIDm00208908	9606.ENSP00000269571	ERBB2	2064	810	999
BRD-K19687926	lapatinib	208908	CIDm00208908	9606.ENSP00000275493	EGFR	1956	173	999
BRD-K19687926	lapatinib	208908	CIDs00208908	9606.ENSP00000269571	ERBB2	2064	810	999
BRD-K19687926	lapatinib	208908	CIDs00208908	9606.ENSP00000275493	EGFR	1956	173	999
BRD-K37270826	mifepristone	55245	CIDs00055245	9606.ENSP00000231509	NR3C1	2908	807	999
BRD-K49328571	dasatinib	3062316	CIDm03062316	9606.ENSP00000361423	ABL1	25	192	999
BRD-K49328571	dasatinib	3062316	CIDs03062316	9606.ENSP00000361423	ABL1	25	192	999
BRD-K60511616	pravastatin	54687	CIDs00054687	9606.ENSP00000287936	HMGCR	3156	244	999
BRD-K64052750	gefitinib	123631	CIDm00123631	9606.ENSP00000275493	EGFR	1956	173	999
BRD-K64052750	gefitinib	123631	CIDs00123631	9606.ENSP00000275493	EGFR	1956	173	999
BRD-K66175015	afatinib	10184653	CIDs10184653	9606.ENSP00000275493	EGFR	1956	173	999
BRD-K93568044	hydrocortisone	5754	CIDs00005754	9606.ENSP00000231509	NR3C1	2908	807	999
BRD-A13084692	troglitazone	5591	CIDm00005591	9606.ENSP00000287820	PPARG	5468	600	998
BRD-A13084692	troglitazone	5591	CIDs00005591	9606.ENSP00000287820	PPARG	5468	600	998
BRD-A35108200	dexamethasone	3003	CIDm00003003	9606.ENSP00000231509	NR3C1	2908	807	998
BRD-A82307304	atorvastatin	2250	CIDm00002250	9606.ENSP00000287936	HMGCR	3156	244	998
BRD-K38775274	dexamethasone	5743	CIDs00005743	9606.ENSP00000231509	NR3C1	2908	807	998
BRD-K49328571	dasatinib	3062316	CIDm03062316	9606.ENSP00000288135	KIT	3815	506	998
BRD-K49328571	dasatinib	3062316	CIDs03062316	9606.ENSP00000288135	KIT	3815	506	998
BRD-K64890080	BI-2536	11364421	CIDm11364421	9606.ENSP00000300093	PLK1	5347	207	998
BRD-K64890080	BI-2536	11364421	CIDs11364421	9606.ENSP00000300093	PLK1	5347	207	998
BRD-K66175015	afatinib	10184653	CIDs10184653	9606.ENSP00000269571	ERBB2	2064	810	998
BRD-K76775527	nimesulide	4495	CIDm00004495	9606.ENSP00000356438	PTGS2	5743	482	998
BRD-K76775527	nimesulide	4495	CIDs00004495	9606.ENSP00000356438	PTGS2	5743	482	998
BRD-K81528515	nilotinib	644241	CIDm00644241	9606.ENSP00000361423	ABL1	25	192	998
BRD-K81528515	nilotinib	644241	CIDs00644241	9606.ENSP00000361423	ABL1	25	192	998
BRD-K89626439	sirolimus	5284616	CIDs05284616	9606.ENSP00000340691	EIF4EBP1	1978	955	998
BRD-K93034159	cladribine	20279	CIDs00020279	9606.ENSP00000286648	DCK	1633	368	998
BRD-A18929998	cytarabine	596	CIDm00000596	9606.ENSP00000286648	DCK	1633	368	997
BRD-K07691486	roscovitine	160355	CIDs00160355	9606.ENSP00000266970	CDK2	1017	450	997
BRD-K15108141	gemcitabine	60749	CIDs00060749	9606.ENSP00000286648	DCK	1633	368	997
BRD-K32598858	BRD-K32598858	1639	CIDm00001639	9606.ENSP00000241052	CAT	847	96	997
BRD-K32598858	BRD-K32598858	1639	CIDs00001639	9606.ENSP00000241052	CAT	847	96	997
BRD-K37798499	etoposide	36462	CIDs00036462	9606.ENSP00000411532	TOP2A	7153	82	997
BRD-K51313569	palbociclib	5330286	CIDm05330286	9606.ENSP00000265734	CDK6	1021	570	997
BRD-K51313569	palbociclib	5330286	CIDs05330286	9606.ENSP00000265734	CDK6	1021	570	997
BRD-K64052750	gefitinib	123631	CIDm00123631	9606.ENSP00000269571	ERBB2	2064	810	997
BRD-K64052750	gefitinib	123631	CIDs00123631	9606.ENSP00000269571	ERBB2	2064	810	997
BRD-K73999723	telmisartan	65999	CIDm00065999	9606.ENSP00000287820	PPARG	5468	600	997
BRD-K73999723	telmisartan	65999	CIDs00065999	9606.ENSP00000287820	PPARG	5468	600	997
BRD-K75295174	alisertib	24771867	CIDm24771867	9606.ENSP00000216911	AURKA	6790	443	997
BRD-K75295174	alisertib	24771867	CIDs24771867	9606.ENSP00000216911	AURKA	6790	443	997
BRD-K83963101	MLN-8054	11712649	CIDm11712649	9606.ENSP00000216911	AURKA	6790	443	997
BRD-K83963101	MLN-8054	11712649	CIDs11712649	9606.ENSP00000216911	AURKA	6790	443	997
BRD-K87909389	alvocidib	5287969	CIDm05287969	9606.ENSP00000257904	CDK4	1019	209	997
BRD-K87909389	alvocidib	5287969	CIDs05287969	9606.ENSP00000257904	CDK4	1019	209	997
BRD-A86044036	flurbiprofen-(+/-)	3394	CIDm00003394	9606.ENSP00000356438	PTGS2	5743	482	996
BRD-K02113016	olaparib	23725625	CIDm23725625	9606.ENSP00000355759	PARP1	142	605	996
BRD-K02113016	olaparib	23725625	CIDs23725625	9606.ENSP00000355759	PARP1	142	605	996
BRD-K17084514	diethylstilbestrol	448537	CIDs00448537	9606.ENSP00000231509	NR3C1	2908	807	996
BRD-K44227013	ponatinib	24826799	CIDm24826799	9606.ENSP00000361423	ABL1	25	192	996
BRD-K44227013	ponatinib	24826799	CIDs24826799	9606.ENSP00000361423	ABL1	25	192	996
BRD-K49328571	dasatinib	3062316	CIDm03062316	9606.ENSP00000346671	FYN	2534	686	996
BRD-K49328571	dasatinib	3062316	CIDs03062316	9606.ENSP00000346671	FYN	2534	686	996
BRD-K59369769	tozasertib	5494449	CIDm05494449	9606.ENSP00000216911	AURKA	6790	443	996
BRD-K59369769	tozasertib	5494449	CIDs05494449	9606.ENSP00000216911	AURKA	6790	443	996
BRD-K73589401	corticosterone	5753	CIDm00005753	9606.ENSP00000231509	NR3C1	2908	807	996
BRD-K73589401	corticosterone	5753	CIDs00005753	9606.ENSP00000231509	NR3C1	2908	807	996
BRD-K86465814	HO-013	6443013	CIDs06443013	9606.ENSP00000287820	PPARG	5468	600	996
BRD-K87142802	veliparib	11960529	CIDs11960529	9606.ENSP00000355759	PARP1	142	605	996
BRD-K87909389	alvocidib	5287969	CIDm05287969	9606.ENSP00000256443	CDK7	1022	701	996
BRD-K87909389	alvocidib	5287969	CIDs05287969	9606.ENSP00000256443	CDK7	1022	701	996
BRD-K87947369	tozasertib	5494449	CIDm05494449	9606.ENSP00000216911	AURKA	6790	443	996
BRD-K87947369	tozasertib	5494449	CIDs05494449	9606.ENSP00000216911	AURKA	6790	443	996
BRD-K93258693	GW-9662	644213	CIDm00644213	9606.ENSP00000287820	PPARG	5468	600	996
BRD-K93258693	GW-9662	644213	CIDs00644213	9606.ENSP00000287820	PPARG	5468	600	996
BRD-A10070317	propranolol	91536	CIDs00091536	9606.ENSP00000305372	ADRB2	154	553	995
BRD-K26521938	dinoprostone	5280360	CIDs05280360	9606.ENSP00000356438	PTGS2	5743	482	995
BRD-K62310379	fluticasone-propionate	444036	CIDs00444036	9606.ENSP00000231509	NR3C1	2908	807	995
BRD-K64052750	gefitinib	123631	CIDm00123631	9606.ENSP00000267101	ERBB3	2065	234	995
BRD-K64052750	gefitinib	123631	CIDs00123631	9606.ENSP00000267101	ERBB3	2065	234	995
BRD-K94441233	mevastatin	64715	CIDs00064715	9606.ENSP00000287936	HMGCR	3156	244	995
BRD-A79479878	testosterone	5408	CIDm00005408	9606.ENSP00000370473	IGFBP3	3486	719	994
BRD-K41524689	paracetamol	1983	CIDm00001983	9606.ENSP00000356438	PTGS2	5743	482	994
BRD-K41524689	paracetamol	1983	CIDs00001983	9606.ENSP00000356438	PTGS2	5743	482	994
BRD-K51313569	palbociclib	5330286	CIDm05330286	9606.ENSP00000257904	CDK4	1019	209	994
BRD-K51313569	palbociclib	5330286	CIDs05330286	9606.ENSP00000257904	CDK4	1019	209	994
BRD-K68202742	trichostatin-a	444732	CIDs00444732	9606.ENSP00000430432	HDAC2	3066	155	994
BRD-K89626439	sirolimus	5284616	CIDs05284616	9606.ENSP00000001008	FKBP4	2288	41	994
BRD-K37798499	etoposide	36462	CIDs00036462	9606.ENSP00000269305	TP53	7157	139	993
BRD-K37798499	etoposide	36462	CIDs00036462	9606.ENSP00000311032	CASP3	836	284	993
BRD-K84091759	candesartan	2541	CIDm00002541	9606.ENSP00000223095	SERPINE1	5054	253	993
BRD-K84091759	candesartan	2541	CIDs00002541	9606.ENSP00000223095	SERPINE1	5054	253	993
BRD-K04430056	7-nitroindazole	1893	CIDm00001893	9606.ENSP00000297494	NOS3	4846	536	992
BRD-K04430056	7-nitroindazole	1893	CIDs00001893	9606.ENSP00000297494	NOS3	4846	536	992
BRD-K49328571	dasatinib	3062316	CIDm03062316	9606.ENSP00000275493	EGFR	1956	173	992
BRD-K49328571	dasatinib	3062316	CIDs03062316	9606.ENSP00000275493	EGFR	1956	173	992
BRD-K11853856	PJ-34	4858	CIDm00004858	9606.ENSP00000355759	PARP1	142	605	991
BRD-K11853856	PJ-34	4858	CIDs00004858	9606.ENSP00000355759	PARP1	142	605	991
BRD-K15108141	gemcitabine	60749	CIDs00060749	9606.ENSP00000275493	EGFR	1956	173	991
BRD-K24844714	fluorouracil	3385	CIDm00003385	9606.ENSP00000269305	TP53	7157	139	991
BRD-K24844714	fluorouracil	3385	CIDs00003385	9606.ENSP00000269305	TP53	7157	139	991
BRD-K25591257	resveratrol	445154	CIDs00445154	9606.ENSP00000287820	PPARG	5468	600	991
BRD-K64994968	progesterone	5994	CIDs00005994	9606.ENSP00000231509	NR3C1	2908	807	991
BRD-K80738081	resveratrol	445154	CIDs00445154	9606.ENSP00000287820	PPARG	5468	600	991
BRD-A57226833	farnesylpyrophosphate	445713	CIDs00445713	9606.ENSP00000353104	DHDDS	79947	885	990
BRD-K11433652	aspirin	2244	CIDm00002244	9606.ENSP00000393333	TBXA2R	6915	970	990
BRD-K11433652	aspirin	2244	CIDs00002244	9606.ENSP00000393333	TBXA2R	6915	970	990
BRD-K12994359	valdecoxib	119607	CIDm00119607	9606.ENSP00000356438	PTGS2	5743	482	990
BRD-K12994359	valdecoxib	119607	CIDs00119607	9606.ENSP00000356438	PTGS2	5743	482	990
BRD-K76205745	losartan	3961	CIDm00003961	9606.ENSP00000393333	TBXA2R	6915	970	990
BRD-K76205745	losartan	3961	CIDs00003961	9606.ENSP00000393333	TBXA2R	6915	970	990
BRD-K87909389	alvocidib	5287969	CIDm05287969	9606.ENSP00000378699	CDK1	983	353	990
BRD-K87909389	alvocidib	5287969	CIDs05287969	9606.ENSP00000378699	CDK1	983	353	990
BRD-K99964838	bosutinib	5328940	CIDm05328940	9606.ENSP00000361423	ABL1	25	192	990
BRD-K99964838	bosutinib	5328940	CIDs05328940	9606.ENSP00000361423	ABL1	25	192	990
BRD-A24228527	ofloxacin	4583	CIDm00004583	9606.ENSP00000411532	TOP2A	7153	82	989
BRD-K05396879	15-delta-prostaglandin-j2	5311211	CIDs05311211	9606.ENSP00000287820	PPARG	5468	600	989
BRD-K37798499	etoposide	36462	CIDs00036462	9606.ENSP00000307786	CYCS	54205	621	989
BRD-K89626439	sirolimus	5284616	CIDs05284616	9606.ENSP00000227507	CCND1	595	610	989
BRD-A86044036	flurbiprofen-(+/-)	3394	CIDs00003394	9606.ENSP00000356438	PTGS2	5743	482	988
BRD-K15108141	gemcitabine	60749	CIDs00060749	9606.ENSP00000311032	CASP3	836	284	988
BRD-K79254416	decitabine	451668	CIDs00451668	9606.ENSP00000352516	DNMT1	1786	132	988
BRD-K85606544	neratinib	9915743	CIDm09915743	9606.ENSP00000269571	ERBB2	2064	810	988
BRD-K85606544	neratinib	9915743	CIDs09915743	9606.ENSP00000269571	ERBB2	2064	810	988
BRD-K86307448	allopurinol	2094	CIDm00002094	9606.ENSP00000298556	HPRT1	3251	300	988
BRD-K86307448	allopurinol	2094	CIDs00002094	9606.ENSP00000298556	HPRT1	3251	300	988
BRD-K87909389	alvocidib	5287969	CIDm05287969	9606.ENSP00000265734	CDK6	1021	570	988
BRD-K87909389	alvocidib	5287969	CIDs05287969	9606.ENSP00000265734	CDK6	1021	570	988
BRD-K90027355	spironolactone	5833	CIDs00005833	9606.ENSP00000231509	NR3C1	2908	807	988
BRD-A82307304	atorvastatin	2250	CIDm00002250	9606.ENSP00000297494	NOS3	4846	536	987
BRD-K07572174	curcumin	5281767	CIDs05281767	9606.ENSP00000275493	EGFR	1956	173	987
BRD-K15108141	gemcitabine	60749	CIDs00060749	9606.ENSP00000349576	DCTD	1635	116	987
BRD-K17084514	diethylstilbestrol	448537	CIDs00448537	9606.ENSP00000283921	HOXA10	3206	771	987
BRD-K25591257	resveratrol	445154	CIDs00445154	9606.ENSP00000297494	NOS3	4846	536	987
BRD-K50590187	capsaicin	1548943	CIDs01548943	9606.ENSP00000306245	FOS	2353	642	987
BRD-K76205745	losartan	3961	CIDm00003961	9606.ENSP00000368683	EDN1	1906	910	987
BRD-K76205745	losartan	3961	CIDs00003961	9606.ENSP00000368683	EDN1	1906	910	987
BRD-K80738081	resveratrol	445154	CIDs00445154	9606.ENSP00000297494	NOS3	4846	536	987
BRD-K85606544	neratinib	9915743	CIDm09915743	9606.ENSP00000275493	EGFR	1956	173	987
BRD-K85606544	neratinib	9915743	CIDs09915743	9606.ENSP00000275493	EGFR	1956	173	987
BRD-K88510285	bortezomib	387447	CIDs00387447	9606.ENSP00000269305	TP53	7157	139	987
BRD-A82307304	atorvastatin	2250	CIDm00002250	9606.ENSP00000223095	SERPINE1	5054	253	986
BRD-K08799216	pelitinib	6445562	CIDs06445562	9606.ENSP00000275493	EGFR	1956	173	986
BRD-K14880289	GW-501516	9803963	CIDm09803963	9606.ENSP00000287820	PPARG	5468	600	986
BRD-K14880289	GW-501516	9803963	CIDs09803963	9606.ENSP00000287820	PPARG	5468	600	986
BRD-K17084514	diethylstilbestrol	448537	CIDs00448537	9606.ENSP00000236671	CTSD	1509	25	986
BRD-K17953061	staurosporine	44259	CIDs00044259	9606.ENSP00000266970	CDK2	1017	450	986
BRD-K24844714	fluorouracil	3385	CIDm00003385	9606.ENSP00000311032	CASP3	836	284	986
BRD-K24844714	fluorouracil	3385	CIDs00003385	9606.ENSP00000311032	CASP3	836	284	986
BRD-K35240538	methylprednisolone	6741	CIDs00006741	9606.ENSP00000231509	NR3C1	2908	807	986
BRD-K49577446	flunisolide	82153	CIDs00082153	9606.ENSP00000231509	NR3C1	2908	807	986
BRD-K57718010	pentylenetetrazol	5917	CIDm00005917	9606.ENSP00000306245	FOS	2353	642	986
BRD-K57718010	pentylenetetrazol	5917	CIDs00005917	9606.ENSP00000306245	FOS	2353	642	986
BRD-K72029282	probucol	4912	CIDm00004912	9606.ENSP00000252486	APOE	348	384	986
BRD-K72029282	probucol	4912	CIDs00004912	9606.ENSP00000252486	APOE	348	384	986
BRD-K94353609	fluocinolone	6215	CIDs00006215	9606.ENSP00000231509	NR3C1	2908	807	986
BRD-A12230535	nutlin-3	216345	CIDm00216345	9606.ENSP00000269305	TP53	7157	139	985
BRD-A82307304	atorvastatin	2250	CIDm00002250	9606.ENSP00000252486	APOE	348	384	985
BRD-K08703257	3-amino-benzamide	1645	CIDm00001645	9606.ENSP00000355759	PARP1	142	605	985
BRD-K08703257	3-amino-benzamide	1645	CIDs00001645	9606.ENSP00000355759	PARP1	142	605	985
BRD-K09416995	lovastatin	53232	CIDs00053232	9606.ENSP00000311032	CASP3	836	284	985
BRD-K17084514	diethylstilbestrol	448537	CIDs00448537	9606.ENSP00000248553	HSPB1	3315	156	985
BRD-K72029282	probucol	4912	CIDm00004912	9606.ENSP00000261693	SCARB1	949	151	985
BRD-K72029282	probucol	4912	CIDs00004912	9606.ENSP00000261693	SCARB1	949	151	985
BRD-K72420232	WZ-4002	44607530	CIDm44607530	9606.ENSP00000275493	EGFR	1956	173	985
BRD-K72420232	WZ-4002	44607530	CIDs44607530	9606.ENSP00000275493	EGFR	1956	173	985
BRD-K89626439	sirolimus	5284616	CIDs05284616	9606.ENSP00000228872	CDKN1B	1027	637	985
BRD-K50388907	fenofibrate	3339	CIDm00003339	9606.ENSP00000223095	SERPINE1	5054	253	984
BRD-K50388907	fenofibrate	3339	CIDm00003339	9606.ENSP00000225831	CCL2	6347	809	984
BRD-K50388907	fenofibrate	3339	CIDs00003339	9606.ENSP00000223095	SERPINE1	5054	253	984
BRD-K50388907	fenofibrate	3339	CIDs00003339	9606.ENSP00000225831	CCL2	6347	809	984
BRD-K76205745	losartan	3961	CIDm00003961	9606.ENSP00000223095	SERPINE1	5054	253	984
BRD-K76205745	losartan	3961	CIDs00003961	9606.ENSP00000223095	SERPINE1	5054	253	984
BRD-K82983861	GW-0742	9934458	CIDm09934458	9606.ENSP00000310928	PPARD	5467	973	984
BRD-K82983861	GW-0742	9934458	CIDs09934458	9606.ENSP00000310928	PPARD	5467	973	984
BRD-K88510285	bortezomib	387447	CIDs00387447	9606.ENSP00000311032	CASP3	836	284	984
BRD-K92428232	GSK-461364	15983966	CIDm15983966	9606.ENSP00000300093	PLK1	5347	207	984
BRD-K92428232	GSK-461364	15983966	CIDs15983966	9606.ENSP00000300093	PLK1	5347	207	984
BRD-A11170096	pravastatin	4889	CIDm00004889	9606.ENSP00000297494	NOS3	4846	536	983
BRD-A67373739	AICA-ribonucleotide	200	CIDm00000200	9606.ENSP00000382595	PAICS	10606	50	983
BRD-K04804440	ciprofloxacin	2764	CIDm00002764	9606.ENSP00000411532	TOP2A	7153	82	983
BRD-K04804440	ciprofloxacin	2764	CIDs00002764	9606.ENSP00000411532	TOP2A	7153	82	983
BRD-K60511616	pravastatin	54687	CIDs00054687	9606.ENSP00000297494	NOS3	4846	536	983
BRD-K66615216	moxifloxacin	101526	CIDs00101526	9606.ENSP00000411532	TOP2A	7153	82	983
BRD-K71035033	masitinib	10074640	CIDm10074640	9606.ENSP00000288135	KIT	3815	506	983
BRD-K71035033	masitinib	10074640	CIDs10074640	9606.ENSP00000288135	KIT	3815	506	983
BRD-K89626439	sirolimus	5284616	CIDs05284616	9606.ENSP00000266970	CDK2	1017	450	983
BRD-K89626439	sirolimus	5284616	CIDs05284616	9606.ENSP00000362082	CCND3	896	133	983
BRD-A13084692	troglitazone	5591	CIDm00005591	9606.ENSP00000223095	SERPINE1	5054	253	982
BRD-A13084692	troglitazone	5591	CIDm00005591	9606.ENSP00000227507	CCND1	595	610	982
BRD-A13084692	troglitazone	5591	CIDs00005591	9606.ENSP00000223095	SERPINE1	5054	253	982
BRD-A13084692	troglitazone	5591	CIDs00005591	9606.ENSP00000227507	CCND1	595	610	982
BRD-A20239487	atenolol-(+/-)	2249	CIDs00002249	9606.ENSP00000305372	ADRB2	154	553	982
BRD-A23723433	paclitaxel	4666	CIDm00004666	9606.ENSP00000275493	EGFR	1956	173	982
BRD-A60070924	alpha-estradiol	450	CIDm00000450	9606.ENSP00000297494	NOS3	4846	536	982
BRD-A82307304	atorvastatin	2250	CIDm00002250	9606.ENSP00000400175	RHOA	387	5	982
BRD-K18910433	estradiol	5757	CIDs00005757	9606.ENSP00000297494	NOS3	4846	536	982
BRD-K48692744	NU-1025	63306	CIDm00063306	9606.ENSP00000355759	PARP1	142	605	982
BRD-K48692744	NU-1025	63306	CIDs00063306	9606.ENSP00000355759	PARP1	142	605	982
BRD-K57569181	pentoxifylline	4740	CIDm00004740	9606.ENSP00000264832	ICAM1	3383	257	982
BRD-K57569181	pentoxifylline	4740	CIDs00004740	9606.ENSP00000264832	ICAM1	3383	257	982
BRD-K88510285	bortezomib	387447	CIDs00387447	9606.ENSP00000307786	CYCS	54205	621	982
BRD-K88510285	bortezomib	387447	CIDs00387447	9606.ENSP00000360266	JUN	3725	100	982
BRD-K99616396	motesanib	11667893	CIDm11667893	9606.ENSP00000288135	KIT	3815	506	982
BRD-K99616396	motesanib	11667893	CIDs11667893	9606.ENSP00000288135	KIT	3815	506	982
BRD-A13084692	troglitazone	5591	CIDm00005591	9606.ENSP00000360266	JUN	3725	100	981
BRD-A13084692	troglitazone	5591	CIDs00005591	9606.ENSP00000360266	JUN	3725	100	981
BRD-A37630846	daunorubicin	2958	CIDm00002958	9606.ENSP00000411532	TOP2A	7153	82	981
BRD-A60070924	alpha-estradiol	450	CIDm00000450	9606.ENSP00000231509	NR3C1	2908	807	981
BRD-A83815268	silibinin	5213	CIDm00005213	9606.ENSP00000227507	CCND1	595	610	981
BRD-K09471561	levofloxacin	149096	CIDs00149096	9606.ENSP00000411532	TOP2A	7153	82	981
BRD-K18910433	estradiol	5757	CIDs00005757	9606.ENSP00000231509	NR3C1	2908	807	981
BRD-K25591257	resveratrol	445154	CIDs00445154	9606.ENSP00000356438	PTGS2	5743	482	981
BRD-K27737647	H-89	449241	CIDs00449241	9606.ENSP00000309591	PRKACA	5566	292	981
BRD-K38615104	A-443644	10172943	CIDm10172943	9606.ENSP00000309591	PRKACA	5566	292	981
BRD-K73866522	glycerol	753	CIDm00000753	9606.ENSP00000264663	NNT	23530	288	981
BRD-K73866522	glycerol	753	CIDs00000753	9606.ENSP00000264663	NNT	23530	288	981
BRD-K80738081	resveratrol	445154	CIDs00445154	9606.ENSP00000356438	PTGS2	5743	482	981
BRD-K81528515	nilotinib	644241	CIDm00644241	9606.ENSP00000288135	KIT	3815	506	981
BRD-K81528515	nilotinib	644241	CIDs00644241	9606.ENSP00000288135	KIT	3815	506	981
BRD-K92778217	mefenamic-acid	4044	CIDm00004044	9606.ENSP00000356438	PTGS2	5743	482	981
BRD-K92778217	mefenamic-acid	4044	CIDs00004044	9606.ENSP00000356438	PTGS2	5743	482	981
BRD-A20239487	atenolol-(+/-)	2249	CIDm00002249	9606.ENSP00000305372	ADRB2	154	553	980
BRD-K20285085	fostamatinib	11213558	CIDm11213558	9606.ENSP00000364898	SYK	6850	581	979
BRD-K20285085	fostamatinib	11213558	CIDs11213558	9606.ENSP00000364898	SYK	6850	581	979
BRD-A23723433	paclitaxel	4666	CIDm00004666	9606.ENSP00000269305	TP53	7157	139	978
BRD-A58955223	sulforaphane	5350	CIDm00005350	9606.ENSP00000380252	NFE2L2	4780	66	978
BRD-A58955223	sulforaphane	5350	CIDs00005350	9606.ENSP00000380252	NFE2L2	4780	66	978
BRD-A70449690	forskolin	3413	CIDm00003413	9606.ENSP00000360141	GNAS	2778	46	978
BRD-K17084514	diethylstilbestrol	448537	CIDs00448537	9606.ENSP00000252486	APOE	348	384	978
BRD-K43797669	genistein	5280961	CIDm05280961	9606.ENSP00000297494	NOS3	4846	536	978
BRD-K43797669	genistein	5280961	CIDs05280961	9606.ENSP00000297494	NOS3	4846	536	978
BRD-K66788707	fludarabine	657237	CIDs00657237	9606.ENSP00000286648	DCK	1633	368	978
BRD-K85402309	dovitinib	9886808	CIDm09886808	9606.ENSP00000410294	FGFR2	2263	409	978
BRD-A63989068	apicidin	467801	CIDm00467801	9606.ENSP00000430432	HDAC2	3066	155	977
BRD-K07303502	arachidonyl-trifluoro-methane	5280436	CIDs05280436	9606.ENSP00000356436	PLA2G4A	5321	688	977
BRD-K26521938	dinoprostone	5280360	CIDs05280360	9606.ENSP00000393333	TBXA2R	6915	970	977
BRD-K35458079	edaravone	4021	CIDm00004021	9606.ENSP00000297494	NOS3	4846	536	977
BRD-K35458079	edaravone	4021	CIDs00004021	9606.ENSP00000297494	NOS3	4846	536	977
BRD-K43389698	BMS-387032	3025986	CIDm03025986	9606.ENSP00000256443	CDK7	1022	701	977
BRD-K43389698	BMS-387032	3025986	CIDs03025986	9606.ENSP00000256443	CDK7	1022	701	977
BRD-K44227013	ponatinib	24826799	CIDm24826799	9606.ENSP00000288135	KIT	3815	506	977
BRD-K44227013	ponatinib	24826799	CIDs24826799	9606.ENSP00000288135	KIT	3815	506	977
BRD-K49328571	dasatinib	3062316	CIDm03062316	9606.ENSP00000267101	ERBB3	2065	234	977
BRD-K49328571	dasatinib	3062316	CIDs03062316	9606.ENSP00000267101	ERBB3	2065	234	977
BRD-K99063460	didanosine	50599	CIDs00050599	9606.ENSP00000354532	PNP	4860	131	977
BRD-A70449690	forskolin	3413	CIDm00003413	9606.ENSP00000305372	ADRB2	154	553	976
BRD-K10799896	clobetasol	32798	CIDs00032798	9606.ENSP00000231509	NR3C1	2908	807	976
BRD-K19687926	lapatinib	208908	CIDm00208908	9606.ENSP00000267101	ERBB3	2065	234	976
BRD-K19687926	lapatinib	208908	CIDs00208908	9606.ENSP00000267101	ERBB3	2065	234	976
BRD-K42728290	NVP-BGJ398	53235510	CIDm53235510	9606.ENSP00000410294	FGFR2	2263	409	976
BRD-K42728290	NVP-BGJ398	53235510	CIDs53235510	9606.ENSP00000410294	FGFR2	2263	409	976
BRD-K56301217	ABT-737	11228183	CIDm11228183	9606.ENSP00000326119	PMAIP1	5366	452	976
BRD-K56301217	ABT-737	11228183	CIDs11228183	9606.ENSP00000326119	PMAIP1	5366	452	976
BRD-K07881437	danusertib	11442891	CIDm11442891	9606.ENSP00000216911	AURKA	6790	443	975
BRD-K07881437	danusertib	11442891	CIDs11442891	9606.ENSP00000216911	AURKA	6790	443	975
BRD-K82731415	olomoucine	4592	CIDm00004592	9606.ENSP00000266970	CDK2	1017	450	975
BRD-K98372770	L-2167	6603901	CIDm06603901	9606.ENSP00000310928	PPARD	5467	973	975
BRD-K98372770	L-2167	6603901	CIDs06603901	9606.ENSP00000310928	PPARD	5467	973	975
BRD-K11153516	iniparib	9796068	CIDm09796068	9606.ENSP00000355759	PARP1	142	605	974
BRD-K11153516	iniparib	9796068	CIDs09796068	9606.ENSP00000355759	PARP1	142	605	974
BRD-K54770957	etoricoxib	123619	CIDm00123619	9606.ENSP00000356438	PTGS2	5743	482	974
BRD-K54770957	etoricoxib	123619	CIDs00123619	9606.ENSP00000356438	PTGS2	5743	482	974
BRD-K57886322	fluocinonide	9642	CIDs00009642	9606.ENSP00000231509	NR3C1	2908	807	974
BRD-K17953061	staurosporine	44259	CIDs00044259	9606.ENSP00000309591	PRKACA	5566	292	973
BRD-K24844714	fluorouracil	3385	CIDm00003385	9606.ENSP00000275493	EGFR	1956	173	973
BRD-K24844714	fluorouracil	3385	CIDs00003385	9606.ENSP00000275493	EGFR	1956	173	973
BRD-K30189597	SYK-inhibitor	6419747	CIDm06419747	9606.ENSP00000364898	SYK	6850	581	973
BRD-K30189597	SYK-inhibitor	6419747	CIDs06419747	9606.ENSP00000364898	SYK	6850	581	973
BRD-K49328571	dasatinib	3062316	CIDm03062316	9606.ENSP00000428924	LYN	4067	695	973
BRD-K49328571	dasatinib	3062316	CIDs03062316	9606.ENSP00000428924	LYN	4067	695	973
BRD-K53790871	triamcinolone	6436	CIDm00006436	9606.ENSP00000231509	NR3C1	2908	807	973
