pert_id	pert_iname	pubchem_cid	stitch_chemical	ensp	gene_symbol	entrez	gene_idx	combined_score
BRD-K20285085	fostamatinib	11213558	CIDs11213558	9606.ENSP00000346671	FYN	2534	686	875
BRD-A60070924	alpha-estradiol	450	CIDm00000450	9606.ENSP00000219070	MMP2	4313	56	874
BRD-A68631409	evodiamine	151289	CIDm00151289	9606.ENSP00000312455	CFLAR	8837	683	874
BRD-K11433652	aspirin	2244	CIDm00002244	9606.ENSP00000264832	ICAM1	3383	257	874
BRD-K11433652	aspirin	2244	CIDs00002244	9606.ENSP00000264832	ICAM1	3383	257	874
BRD-K18910433	estradiol	5757	CIDs00005757	9606.ENSP00000219070	MMP2	4313	56	874
BRD-K89626439	sirolimus	5284616	CIDs05284616	9606.ENSP00000311032	CASP3	836	284	874
BRD-A87137733	GSK-690693	16048642	CIDm16048642	9606.ENSP00000263125	PRKCQ	5588	684	873
BRD-K17084514	diethylstilbestrol	448537	CIDs00448537	9606.ENSP00000219070	MMP2	4313	56	873
BRD-K17953061	staurosporine	44259	CIDs00044259	9606.ENSP00000326119	PMAIP1	5366	452	873
BRD-K18673820	folic-acid	6037	CIDs00006037	9606.ENSP00000269305	TP53	7157	139	873
BRD-K23192422	lestaurtinib	126565	CIDm00126565	9606.ENSP00000216911	AURKA	6790	443	873
BRD-K23192422	lestaurtinib	126565	CIDs00126565	9606.ENSP00000216911	AURKA	6790	443	873
BRD-K25591257	resveratrol	445154	CIDs00445154	9606.ENSP00000223095	SERPINE1	5054	253	873
BRD-K73866522	glycerol	753	CIDm00000753	9606.ENSP00000287820	PPARG	5468	600	873
BRD-K73866522	glycerol	753	CIDs00000753	9606.ENSP00000287820	PPARG	5468	600	873
BRD-K80738081	resveratrol	445154	CIDs00445154	9606.ENSP00000223095	SERPINE1	5054	253	873
BRD-A37704979	SB-203580	176155	CIDm00176155	9606.ENSP00000400175	RHOA	387	5	872
BRD-A37704979	SB-203580	176155	CIDs00176155	9606.ENSP00000400175	RHOA	387	5	872
BRD-A42383464	actinomycin-d	2019	CIDm00002019	9606.ENSP00000263341	IL1B	3553	508	872
BRD-A42383464	actinomycin-d	2019	CIDs00002019	9606.ENSP00000263341	IL1B	3553	508	872
BRD-A70449690	forskolin	3413	CIDm00003413	9606.ENSP00000265171	EGF	1950	555	872
BRD-K64994968	progesterone	5994	CIDs00005994	9606.ENSP00000306245	FOS	2353	642	872
BRD-K89687904	PKCbeta-inhibitor	6419755	CIDm06419755	9606.ENSP00000176763	STK10	6793	327	872
BRD-K89687904	PKCbeta-inhibitor	6419755	CIDs06419755	9606.ENSP00000176763	STK10	6793	327	872
BRD-K97799481	theophylline	2153	CIDm00002153	9606.ENSP00000387123	ALDH7A1	501	625	872
BRD-K97799481	theophylline	2153	CIDs00002153	9606.ENSP00000387123	ALDH7A1	501	625	872
BRD-K05396879	15-delta-prostaglandin-j2	5311211	CIDs05311211	9606.ENSP00000216117	HMOX1	3162	413	871
BRD-K13800121	parecoxib	119828	CIDm00119828	9606.ENSP00000356438	PTGS2	5743	482	871
BRD-K13800121	parecoxib	119828	CIDs00119828	9606.ENSP00000356438	PTGS2	5743	482	871
BRD-K25591257	resveratrol	445154	CIDs00445154	9606.ENSP00000241052	CAT	847	96	871
BRD-K63923597	barasertib-HQPA	16007391	CIDm16007391	9606.ENSP00000288135	KIT	3815	506	871
BRD-K63923597	barasertib-HQPA	16007391	CIDs16007391	9606.ENSP00000288135	KIT	3815	506	871
BRD-K80738081	resveratrol	445154	CIDs00445154	9606.ENSP00000241052	CAT	847	96	871
BRD-K99964838	bosutinib	5328940	CIDm05328940	9606.ENSP00000278568	PAK1	5058	673	871
BRD-K99964838	bosutinib	5328940	CIDs05328940	9606.ENSP00000278568	PAK1	5058	673	871
BRD-A60070924	alpha-estradiol	450	CIDm00000450	9606.ENSP00000356438	PTGS2	5743	482	870
BRD-K11433652	aspirin	2244	CIDm00002244	9606.ENSP00000430684	IKBKB	3551	653	870
BRD-K11433652	aspirin	2244	CIDs00002244	9606.ENSP00000430684	IKBKB	3551	653	870
BRD-K17084514	diethylstilbestrol	448537	CIDs00448537	9606.ENSP00000264657	STAT3	6774	626	870
BRD-K17953061	staurosporine	44259	CIDs00044259	9606.ENSP00000311713	OXSR1	9943	268	870
BRD-K18787491	U-0126	3006531	CIDs03006531	9606.ENSP00000265171	EGF	1950	555	870
BRD-K18910433	estradiol	5757	CIDs00005757	9606.ENSP00000356438	PTGS2	5743	482	870
BRD-K46419649	U0126	3006531	CIDs03006531	9606.ENSP00000265171	EGF	1950	555	870
BRD-K78278890	NM-PP1	5154691	CIDm05154691	9606.ENSP00000216037	XBP1	7494	18	870
BRD-K78278890	NM-PP1	5154691	CIDs05154691	9606.ENSP00000216037	XBP1	7494	18	870
BRD-K83988098	alvespimycin	5288674	CIDs05288674	9606.ENSP00000302961	HSPA4	3308	699	870
BRD-K85402309	dovitinib	9886808	CIDm09886808	9606.ENSP00000361423	ABL1	25	192	870
BRD-K94441233	mevastatin	64715	CIDs00064715	9606.ENSP00000266970	CDK2	1017	450	870
BRD-K05236810	luteolin	5280445	CIDm05280445	9606.ENSP00000275493	EGFR	1956	173	869
BRD-K05236810	luteolin	5280445	CIDs05280445	9606.ENSP00000275493	EGFR	1956	173	869
BRD-K73866522	glycerol	753	CIDm00000753	9606.ENSP00000231509	NR3C1	2908	807	869
BRD-K73866522	glycerol	753	CIDs00000753	9606.ENSP00000231509	NR3C1	2908	807	869
BRD-K88510285	bortezomib	387447	CIDs00387447	9606.ENSP00000275493	EGFR	1956	173	869
BRD-K01493881	apigenin	5280443	CIDm05280443	9606.ENSP00000269305	TP53	7157	139	868
BRD-K01493881	apigenin	5280443	CIDs05280443	9606.ENSP00000269305	TP53	7157	139	868
BRD-K32821942	azathioprine	2265	CIDm00002265	9606.ENSP00000298556	HPRT1	3251	300	868
BRD-K32821942	azathioprine	2265	CIDs00002265	9606.ENSP00000298556	HPRT1	3251	300	868
BRD-K36452089	tert-butylhydroquinone	16043	CIDm00016043	9606.ENSP00000216117	HMOX1	3162	413	868
BRD-K36452089	tert-butylhydroquinone	16043	CIDs00016043	9606.ENSP00000216117	HMOX1	3162	413	868
BRD-K41567364	SB-334867	6604926	CIDm06604926	9606.ENSP00000306245	FOS	2353	642	868
BRD-K41567364	SB-334867	6604926	CIDs06604926	9606.ENSP00000306245	FOS	2353	642	868
BRD-K42978307	dioxane	31275	CIDm00031275	9606.ENSP00000400175	RHOA	387	5	868
BRD-K42978307	dioxane	31275	CIDs00031275	9606.ENSP00000400175	RHOA	387	5	868
BRD-K73866522	glycerol	753	CIDm00000753	9606.ENSP00000372191	SIRT3	23410	958	868
BRD-K73866522	glycerol	753	CIDs00000753	9606.ENSP00000372191	SIRT3	23410	958	868
BRD-K78113049	enoxacin	3229	CIDm00003229	9606.ENSP00000411532	TOP2A	7153	82	868
BRD-K78113049	enoxacin	3229	CIDs00003229	9606.ENSP00000411532	TOP2A	7153	82	868
BRD-K95785537	PP-2	4878	CIDm00004878	9606.ENSP00000346671	FYN	2534	686	868
BRD-K95785537	PP-2	4878	CIDs00004878	9606.ENSP00000346671	FYN	2534	686	868
BRD-A12230535	nutlin-3	216345	CIDm00216345	9606.ENSP00000326119	PMAIP1	5366	452	867
BRD-A60070924	alpha-estradiol	450	CIDm00000450	9606.ENSP00000283921	HOXA10	3206	771	867
BRD-A87137733	GSK-690693	16048642	CIDm16048642	9606.ENSP00000309591	PRKACA	5566	292	867
BRD-K18910433	estradiol	5757	CIDs00005757	9606.ENSP00000283921	HOXA10	3206	771	867
BRD-K33396764	alpha-linolenic-acid	5280934	CIDs05280934	9606.ENSP00000356438	PTGS2	5743	482	867
BRD-K34411947	streptozotocin	29327	CIDs00029327	9606.ENSP00000223095	SERPINE1	5054	253	867
BRD-K73866522	glycerol	753	CIDm00000753	9606.ENSP00000001008	FKBP4	2288	41	867
BRD-K73866522	glycerol	753	CIDs00000753	9606.ENSP00000001008	FKBP4	2288	41	867
BRD-K30189597	SYK-inhibitor	6419747	CIDm06419747	9606.ENSP00000435412	RPS6KA1	6195	383	866
BRD-K30189597	SYK-inhibitor	6419747	CIDs06419747	9606.ENSP00000435412	RPS6KA1	6195	383	866
BRD-K52662033	lidocaine	3676	CIDm00003676	9606.ENSP00000306245	FOS	2353	642	866
BRD-K52662033	lidocaine	3676	CIDs00003676	9606.ENSP00000306245	FOS	2353	642	866
BRD-K55591206	epigallocatechin-gallate-(-)	65064	CIDs00065064	9606.ENSP00000216117	HMOX1	3162	413	866
BRD-K55591206	epigallocatechin-gallate-(-)	65064	CIDs00065064	9606.ENSP00000275493	EGFR	1956	173	866
BRD-K57569181	pentoxifylline	4740	CIDm00004740	9606.ENSP00000263341	IL1B	3553	508	866
BRD-K57569181	pentoxifylline	4740	CIDs00004740	9606.ENSP00000263341	IL1B	3553	508	866
BRD-K64994968	progesterone	5994	CIDs00005994	9606.ENSP00000236671	CTSD	1509	25	866
BRD-K73866522	glycerol	753	CIDm00000753	9606.ENSP00000356438	PTGS2	5743	482	866
BRD-K73866522	glycerol	753	CIDs00000753	9606.ENSP00000356438	PTGS2	5743	482	866
BRD-A79479878	testosterone	5408	CIDm00005408	9606.ENSP00000283921	HOXA10	3206	771	865
BRD-K14767410	SC-560	4306515	CIDm04306515	9606.ENSP00000356438	PTGS2	5743	482	865
BRD-K14767410	SC-560	4306515	CIDs04306515	9606.ENSP00000356438	PTGS2	5743	482	865
BRD-K18787491	U-0126	3006531	CIDs03006531	9606.ENSP00000227507	CCND1	595	610	865
BRD-K23192422	lestaurtinib	126565	CIDm00126565	9606.ENSP00000266970	CDK2	1017	450	865
BRD-K23192422	lestaurtinib	126565	CIDs00126565	9606.ENSP00000266970	CDK2	1017	450	865
BRD-K24844714	fluorouracil	3385	CIDm00003385	9606.ENSP00000269571	ERBB2	2064	810	865
BRD-K24844714	fluorouracil	3385	CIDs00003385	9606.ENSP00000269571	ERBB2	2064	810	865
BRD-K46419649	U0126	3006531	CIDs03006531	9606.ENSP00000227507	CCND1	595	610	865
BRD-K60623809	SU-11652	5329103	CIDm05329103	9606.ENSP00000435412	RPS6KA1	6195	383	865
BRD-K60623809	SU-11652	5329103	CIDs05329103	9606.ENSP00000435412	RPS6KA1	6195	383	865
BRD-K62810658	PD-98059	4713	CIDm00004713	9606.ENSP00000225831	CCL2	6347	809	865
BRD-K62810658	PD-98059	4713	CIDs00004713	9606.ENSP00000225831	CCL2	6347	809	865
BRD-K64994968	progesterone	5994	CIDs00005994	9606.ENSP00000223095	SERPINE1	5054	253	865
BRD-K98763141	niflumic-acid	4488	CIDm00004488	9606.ENSP00000356438	PTGS2	5743	482	865
BRD-K98763141	niflumic-acid	4488	CIDs00004488	9606.ENSP00000356438	PTGS2	5743	482	865
BRD-K17084514	diethylstilbestrol	448537	CIDs00448537	9606.ENSP00000263341	IL1B	3553	508	864
BRD-K17084514	diethylstilbestrol	448537	CIDs00448537	9606.ENSP00000287820	PPARG	5468	600	864
BRD-K24844714	fluorouracil	3385	CIDm00003385	9606.ENSP00000228872	CDKN1B	1027	637	864
BRD-K24844714	fluorouracil	3385	CIDm00003385	9606.ENSP00000418960	BRCA1	672	466	864
BRD-K24844714	fluorouracil	3385	CIDs00003385	9606.ENSP00000228872	CDKN1B	1027	637	864
BRD-K24844714	fluorouracil	3385	CIDs00003385	9606.ENSP00000418960	BRCA1	672	466	864
BRD-K43797669	genistein	5280961	CIDm05280961	9606.ENSP00000227507	CCND1	595	610	864
BRD-K43797669	genistein	5280961	CIDs05280961	9606.ENSP00000227507	CCND1	595	610	864
BRD-A82892199	alpha-tocopherol	2116	CIDm00002116	9606.ENSP00000261693	SCARB1	949	151	863
BRD-K07572174	curcumin	5281767	CIDs05281767	9606.ENSP00000352516	DNMT1	1786	132	863
BRD-K18787491	U-0126	3006531	CIDs03006531	9606.ENSP00000216117	HMOX1	3162	413	863
BRD-K41524689	paracetamol	1983	CIDm00001983	9606.ENSP00000380252	NFE2L2	4780	66	863
BRD-K41524689	paracetamol	1983	CIDs00001983	9606.ENSP00000380252	NFE2L2	4780	66	863
BRD-K43797669	genistein	5280961	CIDm05280961	9606.ENSP00000264657	STAT3	6774	626	863
BRD-K43797669	genistein	5280961	CIDs05280961	9606.ENSP00000264657	STAT3	6774	626	863
BRD-K46419649	U0126	3006531	CIDs03006531	9606.ENSP00000216117	HMOX1	3162	413	863
BRD-K52620403	STO-609	3467590	CIDm03467590	9606.ENSP00000262506	CSNK2A2	1459	405	863
BRD-K52620403	STO-609	3467590	CIDs03467590	9606.ENSP00000262506	CSNK2A2	1459	405	863
BRD-K64994968	progesterone	5994	CIDs00005994	9606.ENSP00000219070	MMP2	4313	56	863
BRD-A03323675	ritonavir	5076	CIDm00005076	9606.ENSP00000261693	SCARB1	949	151	862
BRD-K06926592	tretinoin	444795	CIDs00444795	9606.ENSP00000427514	CEBPA	1050	438	862
BRD-K07572174	curcumin	5281767	CIDs05281767	9606.ENSP00000302961	HSPA4	3308	699	862
BRD-K13514097	everolimus	6442177	CIDs06442177	9606.ENSP00000269305	TP53	7157	139	862
BRD-K25591257	resveratrol	445154	CIDs00445154	9606.ENSP00000257904	CDK4	1019	209	862
BRD-K26521938	dinoprostone	5280360	CIDs05280360	9606.ENSP00000219070	MMP2	4313	56	862
BRD-K32107296	temozolomide	5394	CIDm00005394	9606.ENSP00000364802	HSPA1A	3303	30	862
BRD-K32107296	temozolomide	5394	CIDs00005394	9606.ENSP00000364802	HSPA1A	3303	30	862
BRD-K51485625	ritonavir	392622	CIDs00392622	9606.ENSP00000261693	SCARB1	949	151	862
BRD-K62810658	PD-98059	4713	CIDm00004713	9606.ENSP00000239938	EGR1	1958	130	862
BRD-K62810658	PD-98059	4713	CIDs00004713	9606.ENSP00000239938	EGR1	1958	130	862
BRD-K66090100	DMBA	6001	CIDm00006001	9606.ENSP00000221452	RELB	5971	519	862
BRD-K66090100	DMBA	6001	CIDs00006001	9606.ENSP00000221452	RELB	5971	519	862
BRD-K71879491	tretinoin	444795	CIDs00444795	9606.ENSP00000427514	CEBPA	1050	438	862
BRD-K73866522	glycerol	753	CIDm00000753	9606.ENSP00000275493	EGFR	1956	173	862
BRD-K73866522	glycerol	753	CIDm00000753	9606.ENSP00000421280	MYO10	4651	171	862
BRD-K73866522	glycerol	753	CIDs00000753	9606.ENSP00000275493	EGFR	1956	173	862
BRD-K73866522	glycerol	753	CIDs00000753	9606.ENSP00000421280	MYO10	4651	171	862
BRD-K80738081	resveratrol	445154	CIDs00445154	9606.ENSP00000257904	CDK4	1019	209	862
BRD-K88510285	bortezomib	387447	CIDs00387447	9606.ENSP00000364802	HSPA1A	3303	30	862
BRD-K88510285	bortezomib	387447	CIDs00387447	9606.ENSP00000374455	SQSTM1	8878	102	862
BRD-K10843433	phenylbutazone	4781	CIDm00004781	9606.ENSP00000356438	PTGS2	5743	482	861
BRD-K10843433	phenylbutazone	4781	CIDs00004781	9606.ENSP00000356438	PTGS2	5743	482	861
BRD-K18787491	U-0126	3006531	CIDs03006531	9606.ENSP00000269305	TP53	7157	139	861
BRD-K37798499	etoposide	36462	CIDs00036462	9606.ENSP00000326119	PMAIP1	5366	452	861
BRD-K46419649	U0126	3006531	CIDs03006531	9606.ENSP00000269305	TP53	7157	139	861
BRD-K57631554	5-aminolevulinic-acid	137	CIDm00000137	9606.ENSP00000216117	HMOX1	3162	413	861
BRD-K57631554	5-aminolevulinic-acid	137	CIDs00000137	9606.ENSP00000216117	HMOX1	3162	413	861
BRD-K87909389	alvocidib	5287969	CIDm05287969	9606.ENSP00000275493	EGFR	1956	173	861
BRD-K87909389	alvocidib	5287969	CIDs05287969	9606.ENSP00000275493	EGFR	1956	173	861
BRD-K89626439	sirolimus	5284616	CIDs05284616	9606.ENSP00000264657	STAT3	6774	626	861
BRD-K97530723	melatonin	896	CIDm00000896	9606.ENSP00000269305	TP53	7157	139	861
BRD-K97530723	melatonin	896	CIDs00000896	9606.ENSP00000269305	TP53	7157	139	861
BRD-A60070924	alpha-estradiol	450	CIDm00000450	9606.ENSP00000387699	CREB1	1385	454	860
BRD-A60070924	alpha-estradiol	450	CIDm00000450	9606.ENSP00000400175	RHOA	387	5	860
BRD-K04546108	JAK3-inhibitor-VI	9947841	CIDm09947841	9606.ENSP00000257904	CDK4	1019	209	860
BRD-K04546108	JAK3-inhibitor-VI	9947841	CIDs09947841	9606.ENSP00000257904	CDK4	1019	209	860
BRD-K05977355	fluconazole	3365	CIDm00003365	9606.ENSP00000302961	HSPA4	3308	699	860
BRD-K05977355	fluconazole	3365	CIDs00003365	9606.ENSP00000302961	HSPA4	3308	699	860
BRD-K13514097	everolimus	6442177	CIDs06442177	9606.ENSP00000340691	EIF4EBP1	1978	955	860
BRD-K17796732	JWH-015	4273754	CIDm04273754	9606.ENSP00000279488	DUSP6	1848	618	860
BRD-K17796732	JWH-015	4273754	CIDs04273754	9606.ENSP00000279488	DUSP6	1848	618	860
BRD-K18910433	estradiol	5757	CIDs00005757	9606.ENSP00000387699	CREB1	1385	454	860
BRD-K18910433	estradiol	5757	CIDs00005757	9606.ENSP00000400175	RHOA	387	5	860
BRD-A37704979	SB-203580	176155	CIDm00176155	9606.ENSP00000263341	IL1B	3553	508	859
BRD-A37704979	SB-203580	176155	CIDs00176155	9606.ENSP00000263341	IL1B	3553	508	859
BRD-A60070924	alpha-estradiol	450	CIDm00000450	9606.ENSP00000264832	ICAM1	3383	257	859
BRD-A82892199	alpha-tocopherol	2116	CIDs00002116	9606.ENSP00000356438	PTGS2	5743	482	859
BRD-K04010869	prostaglandin-a1	5281912	CIDs05281912	9606.ENSP00000302961	HSPA4	3308	699	859
BRD-K14965640	ibuprofen-(S)	39912	CIDs00039912	9606.ENSP00000356438	PTGS2	5743	482	859
BRD-K15600710	obatoclax	11404337	CIDs11404337	9606.ENSP00000355231	BECN1	8678	624	859
BRD-K17084514	diethylstilbestrol	448537	CIDs00448537	9606.ENSP00000223095	SERPINE1	5054	253	859
BRD-K18910433	estradiol	5757	CIDs00005757	9606.ENSP00000264832	ICAM1	3383	257	859
BRD-K26674531	GR-235	6450278	CIDs06450278	9606.ENSP00000264657	STAT3	6774	626	859
BRD-K39983086	loteprednol	444025	CIDs00444025	9606.ENSP00000231509	NR3C1	2908	807	859
BRD-K62810658	PD-98059	4713	CIDm00004713	9606.ENSP00000306245	FOS	2353	642	859
BRD-K62810658	PD-98059	4713	CIDs00004713	9606.ENSP00000306245	FOS	2353	642	859
BRD-K72703948	ZM-447439	9914412	CIDm09914412	9606.ENSP00000287598	BUB1B	701	422	859
BRD-K72703948	ZM-447439	9914412	CIDs09914412	9606.ENSP00000287598	BUB1B	701	422	859
BRD-A11170096	pravastatin	4889	CIDm00004889	9606.ENSP00000368683	EDN1	1906	910	858
BRD-A47884604	cyanopindolol	155346	CIDm00155346	9606.ENSP00000305372	ADRB2	154	553	858
BRD-A47884604	cyanopindolol	155346	CIDs00155346	9606.ENSP00000305372	ADRB2	154	553	858
BRD-K07691486	roscovitine	160355	CIDs00160355	9606.ENSP00000269305	TP53	7157	139	858
BRD-K17084514	diethylstilbestrol	448537	CIDs00448537	9606.ENSP00000225831	CCL2	6347	809	858
BRD-K36452089	tert-butylhydroquinone	16043	CIDm00016043	9606.ENSP00000364802	HSPA1A	3303	30	858
BRD-K36452089	tert-butylhydroquinone	16043	CIDs00016043	9606.ENSP00000364802	HSPA1A	3303	30	858
BRD-K55591206	epigallocatechin-gallate-(-)	65064	CIDs00065064	9606.ENSP00000227507	CCND1	595	610	858
BRD-K55591206	epigallocatechin-gallate-(-)	65064	CIDs00065064	9606.ENSP00000287820	PPARG	5468	600	858
BRD-K56343971	vemurafenib	42611257	CIDm42611257	9606.ENSP00000267101	ERBB3	2065	234	858
BRD-K56343971	vemurafenib	42611257	CIDs42611257	9606.ENSP00000267101	ERBB3	2065	234	858
BRD-K60511616	pravastatin	54687	CIDs00054687	9606.ENSP00000368683	EDN1	1906	910	858
BRD-K62810658	PD-98059	4713	CIDm00004713	9606.ENSP00000311032	CASP3	836	284	858
BRD-K62810658	PD-98059	4713	CIDs00004713	9606.ENSP00000311032	CASP3	836	284	858
BRD-K71035033	masitinib	10074640	CIDm10074640	9606.ENSP00000428924	LYN	4067	695	858
BRD-K71035033	masitinib	10074640	CIDs10074640	9606.ENSP00000428924	LYN	4067	695	858
BRD-K86930074	cediranib	9933475	CIDm09933475	9606.ENSP00000176763	STK10	6793	327	858
BRD-K86930074	cediranib	9933475	CIDs09933475	9606.ENSP00000176763	STK10	6793	327	858
BRD-K97354755	SU-6656	5312137	CIDs05312137	9606.ENSP00000346671	FYN	2534	686	858
BRD-A42383464	actinomycin-d	2019	CIDm00002019	9606.ENSP00000356438	PTGS2	5743	482	857
BRD-K01815685	indole-3-carbinol	3712	CIDm00003712	9606.ENSP00000227507	CCND1	595	610	857
BRD-K01815685	indole-3-carbinol	3712	CIDs00003712	9606.ENSP00000227507	CCND1	595	610	857
BRD-K25591257	resveratrol	445154	CIDs00445154	9606.ENSP00000227507	CCND1	595	610	857
BRD-K25591257	resveratrol	445154	CIDs00445154	9606.ENSP00000352516	DNMT1	1786	132	857
BRD-K37798499	etoposide	36462	CIDs00036462	9606.ENSP00000312455	CFLAR	8837	683	857
BRD-K55591206	epigallocatechin-gallate-(-)	65064	CIDs00065064	9606.ENSP00000380252	NFE2L2	4780	66	857
BRD-K73866522	glycerol	753	CIDm00000753	9606.ENSP00000227868	PDHX	8050	330	857
BRD-K80738081	resveratrol	445154	CIDs00445154	9606.ENSP00000227507	CCND1	595	610	857
BRD-K80738081	resveratrol	445154	CIDs00445154	9606.ENSP00000352516	DNMT1	1786	132	857
BRD-A23723433	paclitaxel	4666	CIDm00004666	9606.ENSP00000411532	TOP2A	7153	82	856
BRD-A42383464	actinomycin-d	2019	CIDs00002019	9606.ENSP00000356438	PTGS2	5743	482	856
BRD-A60070924	alpha-estradiol	450	CIDm00000450	9606.ENSP00000252486	APOE	348	384	856
BRD-A82307304	atorvastatin	2250	CIDm00002250	9606.ENSP00000363089	TLR4	7099	944	856
BRD-A82307304	atorvastatin	2250	CIDs00002250	9606.ENSP00000287936	HMGCR	3156	244	856
BRD-K11433652	aspirin	2244	CIDm00002244	9606.ENSP00000360266	JUN	3725	100	856
BRD-K11433652	aspirin	2244	CIDs00002244	9606.ENSP00000360266	JUN	3725	100	856
BRD-K18895904	olanzapine	4585	CIDm00004585	9606.ENSP00000306245	FOS	2353	642	856
BRD-K18895904	olanzapine	4585	CIDs00004585	9606.ENSP00000306245	FOS	2353	642	856
BRD-K18910433	estradiol	5757	CIDs00005757	9606.ENSP00000252486	APOE	348	384	856
BRD-K31283835	tofacitinib	9926791	CIDs09926791	9606.ENSP00000354394	STAT1	6772	40	856
BRD-K73866522	glycerol	753	CIDs00000753	9606.ENSP00000227868	PDHX	8050	330	856
BRD-K86930074	cediranib	9933475	CIDm09933475	9606.ENSP00000410294	FGFR2	2263	409	856
BRD-K86930074	cediranib	9933475	CIDs09933475	9606.ENSP00000410294	FGFR2	2263	409	856
BRD-K11433652	aspirin	2244	CIDm00002244	9606.ENSP00000400175	RHOA	387	5	855
BRD-K11433652	aspirin	2244	CIDs00002244	9606.ENSP00000400175	RHOA	387	5	855
BRD-K11528507	geldanamycin	5288382	CIDs05288382	9606.ENSP00000400175	RHOA	387	5	855
BRD-K17084514	diethylstilbestrol	448537	CIDs00448537	9606.ENSP00000311032	CASP3	836	284	855
BRD-K26521938	dinoprostone	5280360	CIDs05280360	9606.ENSP00000264657	STAT3	6774	626	855
BRD-K34730807	levodopa	6047	CIDs00006047	9606.ENSP00000306245	FOS	2353	642	855
BRD-K43797669	genistein	5280961	CIDm05280961	9606.ENSP00000263341	IL1B	3553	508	855
BRD-K43797669	genistein	5280961	CIDs05280961	9606.ENSP00000263341	IL1B	3553	508	855
BRD-K44227013	ponatinib	24826799	CIDm24826799	9606.ENSP00000220003	CSK	1445	217	855
BRD-K44227013	ponatinib	24826799	CIDs24826799	9606.ENSP00000220003	CSK	1445	217	855
BRD-K62810658	PD-98059	4713	CIDm00004713	9606.ENSP00000219070	MMP2	4313	56	855
BRD-K62810658	PD-98059	4713	CIDs00004713	9606.ENSP00000219070	MMP2	4313	56	855
BRD-A60070924	alpha-estradiol	450	CIDm00000450	9606.ENSP00000053867	GRN	2896	19	854
BRD-K18910433	estradiol	5757	CIDs00005757	9606.ENSP00000053867	GRN	2896	19	854
BRD-K37890730	camptothecin	24360	CIDs00024360	9606.ENSP00000217026	MYBL2	4605	135	854
BRD-K43797669	genistein	5280961	CIDm05280961	9606.ENSP00000228872	CDKN1B	1027	637	854
BRD-K43797669	genistein	5280961	CIDm05280961	9606.ENSP00000360025	GADD45A	1647	419	854
BRD-K43797669	genistein	5280961	CIDs05280961	9606.ENSP00000228872	CDKN1B	1027	637	854
BRD-K43797669	genistein	5280961	CIDs05280961	9606.ENSP00000360025	GADD45A	1647	419	854
BRD-K73866522	glycerol	753	CIDm00000753	9606.ENSP00000290349	CBR1	873	644	854
BRD-K73866522	glycerol	753	CIDm00000753	9606.ENSP00000290354	CBR3	874	522	854
BRD-K73866522	glycerol	753	CIDm00000753	9606.ENSP00000351035	HSD17B11	51170	843	854
BRD-K73866522	glycerol	753	CIDs00000753	9606.ENSP00000290349	CBR1	873	644	854
BRD-K73866522	glycerol	753	CIDs00000753	9606.ENSP00000290354	CBR3	874	522	854
BRD-K73866522	glycerol	753	CIDs00000753	9606.ENSP00000351035	HSD17B11	51170	843	854
BRD-A83815268	silibinin	5213	CIDs00005213	9606.ENSP00000370473	IGFBP3	3486	719	853
BRD-K09416995	lovastatin	53232	CIDs00053232	9606.ENSP00000252486	APOE	348	384	853
BRD-K18673820	folic-acid	6037	CIDs00006037	9606.ENSP00000297494	NOS3	4846	536	853
BRD-K25591257	resveratrol	445154	CIDs00445154	9606.ENSP00000355231	BECN1	8678	624	853
BRD-K43797669	genistein	5280961	CIDm05280961	9606.ENSP00000288207	CCNB2	9133	270	853
BRD-K43797669	genistein	5280961	CIDm05280961	9606.ENSP00000356438	PTGS2	5743	482	853
BRD-K43797669	genistein	5280961	CIDs05280961	9606.ENSP00000288207	CCNB2	9133	270	853
BRD-K43797669	genistein	5280961	CIDs05280961	9606.ENSP00000356438	PTGS2	5743	482	853
BRD-K50388907	fenofibrate	3339	CIDm00003339	9606.ENSP00000261693	SCARB1	949	151	853
BRD-K50388907	fenofibrate	3339	CIDs00003339	9606.ENSP00000261693	SCARB1	949	151	853
BRD-K50938287	sumatriptan	5358	CIDm00005358	9606.ENSP00000306245	FOS	2353	642	853
BRD-K50938287	sumatriptan	5358	CIDs00005358	9606.ENSP00000306245	FOS	2353	642	853
BRD-K62910157	C2-dihydroceramide	6610273	CIDs06610273	9606.ENSP00000263341	IL1B	3553	508	853
BRD-K80738081	resveratrol	445154	CIDs00445154	9606.ENSP00000355231	BECN1	8678	624	853
BRD-K99964838	bosutinib	5328940	CIDm05328940	9606.ENSP00000364898	SYK	6850	581	853
BRD-K99964838	bosutinib	5328940	CIDs05328940	9606.ENSP00000364898	SYK	6850	581	853
BRD-A34006693	suprofen	5359	CIDm00005359	9606.ENSP00000356438	PTGS2	5743	482	852
BRD-A34006693	suprofen	5359	CIDs00005359	9606.ENSP00000356438	PTGS2	5743	482	852
BRD-A82892199	alpha-tocopherol	2116	CIDs00002116	9606.ENSP00000287820	PPARG	5468	600	852
BRD-K04546108	JAK3-inhibitor-VI	9947841	CIDm09947841	9606.ENSP00000176763	STK10	6793	327	852
BRD-K04546108	JAK3-inhibitor-VI	9947841	CIDs09947841	9606.ENSP00000176763	STK10	6793	327	852
