pert_id	pert_iname	gene_symbol	entrez	gene_idx	chembl	chembl_actions	chembl_direct	stitch_score	evidence
BRD-K02992638	lamivudine	DNMT1	1786	132	0		0	183	stitch
BRD-K02992638	lamivudine	CAT	847	96	0		0	181	stitch
BRD-K02992638	lamivudine	CXCR4	7852	710	0		0	175	stitch
BRD-K02992638	lamivudine	KAT6A	7994	228	0		0	172	stitch
BRD-K02992638	lamivudine	KAT6B	23522	734	0		0	172	stitch
BRD-K02992638	lamivudine	PLS1	5357	517	0		0	158	stitch
BRD-K02992638	lamivudine	TOMM34	10953	161	0		0	156	stitch
BRD-K02992638	lamivudine	MMP1	4312	461	0		0	150	stitch
BRD-K02992638	lamivudine	BNIP3L	665	950	0		0	150	stitch
BRD-K03012696	cefdinir	RAD9A	5883	493	0		0	181	stitch
BRD-K03012696	cefdinir	MSRA	4482	922	0		0	152	stitch
BRD-K03063480	PF-477736	MLLT11	10962	700	0		0	212	stitch
BRD-K03063480	PF-477736	CHEK2	11200	692	0		0	180	stitch
BRD-K03067624	emetine	FOS	2353	642	0		0	800	stitch_high
BRD-K03067624	emetine	PARP1	142	605	0		0	700	stitch_high
BRD-K03067624	emetine	CRTAP	10491	90	0		0	420	stitch
BRD-K03067624	emetine	MRPL12	6182	433	0		0	260	stitch
BRD-K03067624	emetine	FIS1	51024	847	0		0	254	stitch
BRD-K03067624	emetine	HPRT1	3251	300	0		0	236	stitch
BRD-K03067624	emetine	TIAM1	7074	770	0		0	233	stitch
BRD-K03067624	emetine	RB1	5925	341	0		0	201	stitch
BRD-K03067624	emetine	PTPRF	5792	16	0		0	166	stitch
BRD-K03067624	emetine	OXA1L	5018	612	0		0	162	stitch
BRD-K03067624	emetine	TFDP1	7027	729	0		0	158	stitch
BRD-K03067624	emetine	CCNA1	8900	544	0		0	156	stitch
BRD-K03067624	emetine	CCNF	899	492	0		0	156	stitch
BRD-K03067624	emetine	POLG2	11232	541	0		0	153	stitch
BRD-K03067624	emetine	CCL2	6347	809	0		0	150	stitch
BRD-K03222093	cyclosporin-a	NFATC3	4775	577	0		0	900	stitch_high
BRD-K03222093	cyclosporin-a	FKBP4	2288	41	0		0	592	stitch
BRD-K03222093	cyclosporin-a	ABCC5	10057	656	0		0	171	stitch
BRD-K03243820	trifluridine	CASP3	836	284	0		0	700	stitch_high
BRD-K03243820	trifluridine	PARP1	142	605	0		0	700	stitch_high
BRD-K03243820	trifluridine	DCTD	1635	116	0		0	469	stitch
BRD-K03243820	trifluridine	DCK	1633	368	0		0	153	stitch
BRD-K03406345	azacitidine	TP53	7157	139	0		0	952	stitch_high
BRD-K03406345	azacitidine	DCK	1633	368	0		0	938	stitch_high
BRD-K03406345	azacitidine	DNMT1	1786	132	1	INHIBITOR	1	932	chembl+stitch_high
BRD-K03406345	azacitidine	GADD45B	4616	651	0		0	800	stitch_high
BRD-K03406345	azacitidine	FOXO3	2309	447	0		0	800	stitch_high
BRD-K03406345	azacitidine	HSPD1	3329	31	0		0	786	stitch_high
BRD-K03406345	azacitidine	GADD45A	1647	419	0		0	735	stitch_high
BRD-K03406345	azacitidine	CEBPA	1050	438	0		0	733	stitch_high
BRD-K03406345	azacitidine	TERT	7015	574	0		0	728	stitch_high
BRD-K03406345	azacitidine	RPS6	6194	9	0		0	700	stitch_high
BRD-K03406345	azacitidine	DNMT3A	1788	881	1	INHIBITOR	1	617	chembl+stitch
BRD-K03406345	azacitidine	EZH2	2146	379	0		0	334	stitch
BRD-K03406345	azacitidine	NRAS	4893	258	0		0	256	stitch
BRD-K03406345	azacitidine	CCND1	595	610	0		0	252	stitch
BRD-K03406345	azacitidine	MSH6	2956	311	0		0	230	stitch
BRD-K03406345	azacitidine	FBXO21	23014	724	0		0	219	stitch
BRD-K03406345	azacitidine	YKT6	10652	825	0		0	216	stitch
BRD-K03406345	azacitidine	MRPL19	9801	394	0		0	197	stitch
BRD-K03406345	azacitidine	CXCR4	7852	710	0		0	190	stitch
BRD-K03406345	azacitidine	STAT5B	6777	501	0		0	186	stitch
BRD-K03406345	azacitidine	DHDDS	79947	885	0		0	185	stitch
BRD-K03406345	azacitidine	RRP1B	23076	756	0		0	184	stitch
BRD-K03406345	azacitidine	SLC25A4	291	297	0		0	181	stitch
BRD-K03406345	azacitidine	SOX2	6657	785	0		0	179	stitch
BRD-K03406345	azacitidine	HDAC2	3066	155	0		0	179	stitch
BRD-K03406345	azacitidine	SUZ12	23512	727	0		0	169	stitch
BRD-K03406345	azacitidine	KIT	3815	506	0		0	169	stitch
BRD-K03406345	azacitidine	MEF2C	4208	590	0		0	168	stitch
BRD-K03406345	azacitidine	VAPB	9217	246	0		0	167	stitch
BRD-K03406345	azacitidine	CEBPD	1052	435	0		0	163	stitch
BRD-K03406345	azacitidine	TOP2A	7153	82	0		0	156	stitch
BRD-K03406345	azacitidine	ABCC5	10057	656	0		0	155	stitch
BRD-K03406345	azacitidine	KAT6B	23522	734	0		0	154	stitch
BRD-K03406345	azacitidine	KAT6A	7994	228	0		0	154	stitch
BRD-K03406345	azacitidine	BRCA1	672	466	0		0	152	stitch
BRD-K03406345	azacitidine	CCNB1	891	798	0		0	150	stitch
BRD-K03406345	azacitidine	BAX	581	599	0		0	150	stitch
BRD-K03406345	azacitidine	NRIP1	8204	249	0		0	150	stitch
BRD-K03406345	azacitidine	CCNA1	8900	544	0		0	150	stitch
BRD-K03406345	azacitidine	TRIB1	10221	208	0		0	150	stitch
BRD-K03406345	azacitidine	FYN	2534	686	0		0	150	stitch
BRD-K03406345	azacitidine	MAP2K5	5607	483	0		0	150	stitch
BRD-K03406345	azacitidine	ARHGEF2	9181	659	0		0	150	stitch
BRD-K03406345	azacitidine	PAK1	5058	673	0		0	150	stitch
BRD-K03406345	azacitidine	MMP1	4312	461	0		0	150	stitch
BRD-K03406345	azacitidine	CASP10	843	530	0		0	150	stitch
BRD-K03406345	azacitidine	DUSP6	1848	618	0		0	150	stitch
BRD-K03406345	azacitidine	MTHFD2	10797	141	0		0	150	stitch
BRD-K03449891	foretinib	KIT	3815	506	1	INHIBITOR	1	905	chembl+stitch_high
BRD-K03449891	foretinib	EPHA3	2042	550	0		0	899	stitch_high
BRD-K03449891	foretinib	STK10	6793	327	0		0	899	stitch_high
BRD-K03449891	foretinib	MAP2K5	5607	483	0		0	897	stitch_high
BRD-K03449891	foretinib	CDK7	1022	701	0		0	895	stitch_high
BRD-K03449891	foretinib	ABL1	25	192	0		0	892	stitch_high
BRD-K03449891	foretinib	MAPK13	5603	685	0		0	788	stitch_high
BRD-K03449891	foretinib	CHEK2	11200	692	0		0	782	stitch_high
BRD-K03449891	foretinib	CDK19	23097	763	0		0	715	stitch_high
BRD-K03449891	foretinib	FYN	2534	686	0		0	713	stitch_high
BRD-K03449891	foretinib	CSK	1445	217	0		0	648	stitch
BRD-K03449891	foretinib	PTK2	5747	615	0		0	546	stitch
BRD-K03449891	foretinib	SDHB	6390	261	0		0	471	stitch
BRD-K03449891	foretinib	TESK1	7016	445	0		0	443	stitch
BRD-K03449891	foretinib	SYK	6850	581	0		0	421	stitch
BRD-K03449891	foretinib	MELK	9833	491	0		0	402	stitch
BRD-K03449891	foretinib	EGFR	1956	173	0		0	398	stitch
BRD-K03449891	foretinib	ERBB2	2064	810	0		0	330	stitch
BRD-K03449891	foretinib	AURKA	6790	443	0		0	299	stitch
BRD-K03449891	foretinib	FGFR2	2263	409	0		0	170	stitch
BRD-K03449891	foretinib	GRB7	2886	696	0		0	165	stitch
BRD-K03449891	foretinib	ERBB3	2065	234	0		0	157	stitch
BRD-K03568070	nerol	CDK2	1017	450	0		0	800	stitch_high
BRD-K03568070	nerol	SFN	2810	648	0		0	296	stitch
BRD-K03568070	nerol	PCCB	5096	747	0		0	270	stitch
BRD-K03568070	nerol	CAB39	51719	833	0		0	248	stitch
BRD-K03568070	nerol	DECR1	1666	233	0		0	202	stitch
BRD-K03568070	nerol	PECR	55825	946	0		0	202	stitch
BRD-K03568070	nerol	CHEK2	11200	692	0		0	196	stitch
BRD-K03568070	nerol	MAT2A	4144	26	0		0	194	stitch
BRD-K03568070	nerol	RFC2	5982	416	0		0	160	stitch
BRD-K03568070	nerol	RFC5	5985	352	0		0	160	stitch
BRD-K03568070	nerol	OXCT1	5019	287	0		0	159	stitch
BRD-K03568070	nerol	HMGCS1	3157	964	0		0	158	stitch
BRD-K03568070	nerol	ALDH7A1	501	625	0		0	156	stitch
BRD-K03568070	nerol	SLC25A4	291	297	0		0	155	stitch
BRD-K03568070	nerol	SPEN	23013	176	0		0	152	stitch
BRD-K03568070	nerol	MEST	4232	180	0		0	152	stitch
BRD-K03568209	MW-STK33-4C	CCND1	595	610	0		0	800	stitch_high
BRD-K03601870	ixabepilone	TUBB6	84617	643	1	INHIBITOR	1		chembl
BRD-K03618428	PP-110	PIK3CA	5290	455	0		0	578	stitch
BRD-K03618428	PP-110	ABL1	25	192	0		0	503	stitch
BRD-K03618428	PP-110	EGFR	1956	173	0		0	235	stitch
BRD-K03816923	rottlerin	PRKCD	5580	245	0		0	840	stitch_high
BRD-K03816923	rottlerin	ETS1	2113	797	0		0	826	stitch_high
BRD-K03816923	rottlerin	PLA2G4A	5321	688	0		0	800	stitch_high
BRD-K03816923	rottlerin	CCND3	896	133	0		0	800	stitch_high
BRD-K03816923	rottlerin	CCL2	6347	809	0		0	800	stitch_high
BRD-K03816923	rottlerin	SMAD3	4088	524	0		0	800	stitch_high
BRD-K03816923	rottlerin	STAT3	6774	626	0		0	800	stitch_high
BRD-K03816923	rottlerin	PRKCQ	5588	684	0		0	779	stitch_high
BRD-K03816923	rottlerin	CASP3	836	284	0		0	770	stitch_high
BRD-K03816923	rottlerin	PARP1	142	605	0		0	700	stitch_high
BRD-K03816923	rottlerin	RB1	5925	341	0		0	700	stitch_high
BRD-K03816923	rottlerin	NOS3	4846	536	0		0	613	stitch
BRD-K03816923	rottlerin	BECN1	8678	624	0		0	219	stitch
BRD-K03816923	rottlerin	BUB1B	701	422	0		0	211	stitch
BRD-K03816923	rottlerin	RHOA	387	5	0		0	198	stitch
BRD-K03816923	rottlerin	PIK3CA	5290	455	0		0	198	stitch
BRD-K03816923	rottlerin	PCK2	5106	299	0		0	195	stitch
BRD-K03816923	rottlerin	EXT1	2131	175	0		0	150	stitch
BRD-K03816923	rottlerin	BAX	581	599	0		0	150	stitch
BRD-K03981224	ethisterone	NR3C1	2908	807	0		0	662	stitch
BRD-K03981224	ethisterone	PPARG	5468	600	0		0	428	stitch
BRD-K03981224	ethisterone	PPARD	5467	973	0		0	428	stitch
BRD-K03981224	ethisterone	NR2F6	2063	649	0		0	428	stitch
BRD-K04010869	prostaglandin-a1	HSPA4	3308	699	0		0	859	stitch_high
BRD-K04010869	prostaglandin-a1	NFKBIA	4792	105	0		0	800	stitch_high
BRD-K04010869	prostaglandin-a1	CCND1	595	610	0		0	235	stitch
BRD-K04010869	prostaglandin-a1	CREB1	1385	454	0		0	159	stitch
BRD-K04010869	prostaglandin-a1	CASP3	836	284	0		0	159	stitch
BRD-K04046242	equilin	PMM2	5373	350	0		0	299	stitch
BRD-K04112579	nepafenac	PTGS2	5743	482	1	INHIBITOR	1		chembl
BRD-K04146668	GW-441756	LYN	4067	695	0		0	537	stitch
BRD-K04146668	GW-441756	AURKA	6790	443	0		0	221	stitch
BRD-K04146668	GW-441756	SYK	6850	581	0		0	166	stitch
BRD-K04146668	GW-441756	CHEK2	11200	692	0		0	153	stitch
BRD-K04196797	oxcarbazepine	DHRS7	51635	697	0		0	700	stitch_high
BRD-K04196797	oxcarbazepine	CBR1	873	644	0		0	700	stitch_high
BRD-K04196797	oxcarbazepine	CBR3	874	522	0		0	700	stitch_high
BRD-K04196797	oxcarbazepine	APP	351	11	0		0	157	stitch
BRD-K04368295	benzofuran	SFN	2810	648	0		0	295	stitch
BRD-K04368295	benzofuran	FPGS	2356	315	0		0	234	stitch
BRD-K04368295	benzofuran	GRN	2896	19	0		0	183	stitch
BRD-K04368295	benzofuran	TOP2A	7153	82	0		0	163	stitch
BRD-K04389336	labetalol	ADRB2	154	553	1	AGONIST|ANTAGONIST	1	908	chembl+stitch_high
BRD-K04412738	tramadol	EPN2	22905	393	0		0	290	stitch
BRD-K04412738	tramadol	DERA	51071	855	0		0	230	stitch
BRD-K04412738	tramadol	PLA2G4A	5321	688	0		0	183	stitch
BRD-K04412738	tramadol	PTGS2	5743	482	0		0	179	stitch
BRD-K04412738	tramadol	YKT6	10652	825	0		0	169	stitch
BRD-K04412738	tramadol	IDE	3416	817	0		0	162	stitch
BRD-K04430056	7-nitroindazole	NOS3	4846	536	0		0	992	stitch_high
BRD-K04430056	7-nitroindazole	CASP3	836	284	0		0	822	stitch_high
BRD-K04430056	7-nitroindazole	SIRT3	23410	958	0		0	786	stitch_high
BRD-K04430056	7-nitroindazole	ARHGEF12	23365	85	0		0	166	stitch
BRD-K04466929	Merck60	HDAC2	3066	155	0		0	833	stitch_high
BRD-K04466929	Merck60	MAST2	23139	804	0		0	390	stitch
BRD-K04466929	Merck60	WFS1	7466	309	0		0	267	stitch
BRD-K04466929	Merck60	ARHGEF12	23365	85	0		0	259	stitch
BRD-K04466929	Merck60	SCCPDH	51097	152	0		0	219	stitch
BRD-K04466929	Merck60	DHRS7	51635	697	0		0	194	stitch
BRD-K04466929	Merck60	SLC11A2	4891	338	0		0	166	stitch
BRD-K04546108	JAK3-inhibitor-VI	RPS6KA1	6195	383	0		0	899	stitch_high
BRD-K04546108	JAK3-inhibitor-VI	CDK2	1017	450	0		0	898	stitch_high
BRD-K04546108	JAK3-inhibitor-VI	MELK	9833	491	0		0	894	stitch_high
BRD-K04546108	JAK3-inhibitor-VI	CDK6	1021	570	0		0	890	stitch_high
BRD-K04546108	JAK3-inhibitor-VI	CDK1	983	353	0		0	889	stitch_high
BRD-K04546108	JAK3-inhibitor-VI	CDK4	1019	209	0		0	860	stitch_high
BRD-K04546108	JAK3-inhibitor-VI	STK10	6793	327	0		0	852	stitch_high
BRD-K04546108	JAK3-inhibitor-VI	CHEK2	11200	692	0		0	762	stitch_high
BRD-K04546108	JAK3-inhibitor-VI	DYRK3	8444	689	0		0	717	stitch_high
BRD-K04546108	JAK3-inhibitor-VI	FYN	2534	686	0		0	689	stitch
BRD-K04546108	JAK3-inhibitor-VI	PRKCD	5580	245	0		0	644	stitch
BRD-K04546108	JAK3-inhibitor-VI	AURKA	6790	443	0		0	599	stitch
BRD-K04546108	JAK3-inhibitor-VI	MYLK	4638	247	0		0	562	stitch
BRD-K04546108	JAK3-inhibitor-VI	PRKX	5613	440	0		0	535	stitch
BRD-K04546108	JAK3-inhibitor-VI	PHKG2	5261	418	0		0	482	stitch
BRD-K04546108	JAK3-inhibitor-VI	STK25	10494	83	0		0	478	stitch
BRD-K04546108	JAK3-inhibitor-VI	ABL1	25	192	0		0	257	stitch
BRD-K04546108	JAK3-inhibitor-VI	IKBKB	3551	653	0		0	168	stitch
BRD-K04623885	BIBR-1532	TERT	7015	574	0		0	566	stitch
BRD-K04623885	BIBR-1532	DNMT1	1786	132	0		0	163	stitch
BRD-K04710043	hexamethylenebisacetamide	CDK2	1017	450	0		0	843	stitch_high
BRD-K04710043	hexamethylenebisacetamide	CDKN1B	1027	637	0		0	824	stitch_high
BRD-K04710043	hexamethylenebisacetamide	FOS	2353	642	0		0	818	stitch_high
BRD-K04710043	hexamethylenebisacetamide	STAT5B	6777	501	0		0	800	stitch_high
BRD-K04710043	hexamethylenebisacetamide	JUN	3725	100	0		0	700	stitch_high
BRD-K04710043	hexamethylenebisacetamide	RB1	5925	341	0		0	700	stitch_high
BRD-K04710043	hexamethylenebisacetamide	CDK4	1019	209	0		0	177	stitch
BRD-K04710043	hexamethylenebisacetamide	CCND1	595	610	0		0	152	stitch
BRD-K04710043	hexamethylenebisacetamide	DUSP6	1848	618	0		0	150	stitch
BRD-K04710043	hexamethylenebisacetamide	CD44	960	463	0		0	150	stitch
BRD-K04804440	ciprofloxacin	TOP2A	7153	82	0		0	983	stitch_high
BRD-K04804440	ciprofloxacin	MMP1	4312	461	0		0	838	stitch_high
BRD-K04804440	ciprofloxacin	PLK1	5347	207	0		0	800	stitch_high
BRD-K04804440	ciprofloxacin	PARP1	142	605	0		0	725	stitch_high
BRD-K04804440	ciprofloxacin	BAX	581	599	0		0	700	stitch_high
BRD-K04804440	ciprofloxacin	CDK2	1017	450	0		0	700	stitch_high
BRD-K04804440	ciprofloxacin	CASP3	836	284	0		0	700	stitch_high
BRD-K04804440	ciprofloxacin	CAT	847	96	0		0	450	stitch
BRD-K04804440	ciprofloxacin	RB1	5925	341	0		0	329	stitch
BRD-K04804440	ciprofloxacin	TES	26136	273	0		0	321	stitch
BRD-K04804440	ciprofloxacin	HSPD1	3329	31	0		0	294	stitch
BRD-K04804440	ciprofloxacin	CCND1	595	610	0		0	286	stitch
BRD-K04804440	ciprofloxacin	ADRB2	154	553	0		0	282	stitch
BRD-K04804440	ciprofloxacin	CXCR4	7852	710	0		0	282	stitch
BRD-K04804440	ciprofloxacin	TBXA2R	6915	970	0		0	282	stitch
BRD-K04804440	ciprofloxacin	LIG1	3978	275	0		0	264	stitch
BRD-K04804440	ciprofloxacin	TLR4	7099	944	0		0	218	stitch
BRD-K04804440	ciprofloxacin	MSRA	4482	922	0		0	217	stitch
BRD-K04804440	ciprofloxacin	OXA1L	5018	612	0		0	211	stitch
BRD-K04804440	ciprofloxacin	PMAIP1	5366	452	0		0	200	stitch
BRD-K04804440	ciprofloxacin	IL1B	3553	508	0		0	191	stitch
BRD-K04804440	ciprofloxacin	CD44	960	463	0		0	172	stitch
BRD-K04804440	ciprofloxacin	AXIN1	8312	757	0		0	163	stitch
BRD-K04804440	ciprofloxacin	XPNPEP1	7511	630	0		0	162	stitch
BRD-K04804440	ciprofloxacin	CALM3	808	15	0		0	154	stitch
BRD-K04804440	ciprofloxacin	ACAT2	39	672	0		0	153	stitch
BRD-K04804440	ciprofloxacin	ACAA1	30	794	0		0	153	stitch
BRD-K04804440	ciprofloxacin	CCNB1	891	798	0		0	150	stitch
BRD-K04804440	ciprofloxacin	PPIC	5480	465	0		0	150	stitch
BRD-K04809113	hydroxytyrosol	PCBD1	5092	400	0		0	161	stitch
BRD-K04809113	hydroxytyrosol	EGR1	1958	130	0		0	150	stitch
BRD-K04809113	hydroxytyrosol	GADD45A	1647	419	0		0	150	stitch
BRD-K04809113	hydroxytyrosol	JUN	3725	100	0		0	150	stitch
BRD-K04809113	hydroxytyrosol	CDC25A	993	478	0		0	150	stitch
BRD-K04833372	GSK-1904529A	EGFR	1956	173	0		0	264	stitch
BRD-K04833372	GSK-1904529A	ERBB2	2064	810	0		0	242	stitch
BRD-K04833372	GSK-1904529A	BID	637	705	0		0	193	stitch
BRD-K04853698	LDN-193189	BMP4	652	703	0		0	937	stitch_high
BRD-K04853698	LDN-193189	APP	351	11	0		0	800	stitch_high
BRD-K04853698	LDN-193189	TGFBR2	7048	576	0		0	457	stitch
BRD-K04853698	LDN-193189	BAMBI	25805	370	0		0	166	stitch
BRD-K04853698	LDN-193189	CCNA1	8900	544	0		0	152	stitch
BRD-K04853698	LDN-193189	CCNF	899	492	0		0	152	stitch
BRD-K04853698	LDN-193189	RPN1	6184	49	0		0	150	stitch
BRD-K04887706	AKT-inhibitor-1-2	HMGCR	3156	244	0		0	231	stitch
BRD-K04887706	AKT-inhibitor-1-2	VAT1	10493	603	0		0	170	stitch
BRD-K04993501	cefixime	MMP2	4313	56	0		0	511	stitch
BRD-K05104363	PD-184352	MAP2K5	5607	483	0		0	545	stitch
BRD-K05104363	PD-184352	CCND1	595	610	0		0	229	stitch
BRD-K05104363	PD-184352	RPS6KA1	6195	383	0		0	220	stitch
BRD-K05104363	PD-184352	ERBB2	2064	810	0		0	202	stitch
BRD-K05104363	PD-184352	CDKN1B	1027	637	0		0	200	stitch
BRD-K05104363	PD-184352	CDK1	983	353	0		0	178	stitch
BRD-K05104363	PD-184352	NRAS	4893	258	0		0	177	stitch
BRD-K05104363	PD-184352	STAT3	6774	626	0		0	157	stitch
BRD-K05104363	PD-184352	DUSP6	1848	618	0		0	153	stitch
BRD-K05104363	PD-184352	CERK	64781	878	0		0	150	stitch
BRD-K05153001	BRD-K05153001	XBP1	7494	18	0		0	235	stitch
BRD-K05181084	NGB-2904	TBXA2R	6915	970	0		0	254	stitch
BRD-K05181084	NGB-2904	ADRB2	154	553	0		0	254	stitch
BRD-K05181084	NGB-2904	CXCR4	7852	710	0		0	254	stitch
BRD-K05181463	L-741626	TERF2IP	54386	70	0		0	163	stitch
BRD-K05236810	luteolin	CASP3	836	284	0		0	947	stitch_high
BRD-K05236810	luteolin	JUN	3725	100	0		0	946	stitch_high
BRD-K05236810	luteolin	FOS	2353	642	0		0	944	stitch_high
BRD-K05236810	luteolin	CDK2	1017	450	0		0	942	stitch_high
BRD-K05236810	luteolin	EGFR	1956	173	0		0	869	stitch_high
BRD-K05236810	luteolin	TP53	7157	139	0		0	828	stitch_high
BRD-K05236810	luteolin	HMOX1	3162	413	0		0	822	stitch_high
BRD-K05236810	luteolin	EZH2	2146	379	0		0	818	stitch_high
BRD-K05236810	luteolin	PPARG	5468	600	0		0	818	stitch_high
BRD-K05236810	luteolin	TLR4	7099	944	0		0	817	stitch_high
BRD-K05236810	luteolin	NFE2L2	4780	66	0		0	816	stitch_high
BRD-K05236810	luteolin	IL1B	3553	508	0		0	800	stitch_high
BRD-K05236810	luteolin	CDK4	1019	209	0		0	800	stitch_high
BRD-K05236810	luteolin	RPS6KA1	6195	383	0		0	800	stitch_high
BRD-K05236810	luteolin	ERBB2	2064	810	0		0	786	stitch_high
BRD-K05236810	luteolin	STAT3	6774	626	0		0	748	stitch_high
BRD-K05236810	luteolin	CSNK2A2	1459	405	0		0	701	stitch_high
BRD-K05236810	luteolin	CASP7	840	572	0		0	700	stitch_high
BRD-K05236810	luteolin	PTK2	5747	615	0		0	700	stitch_high
BRD-K05236810	luteolin	PCK2	5106	299	0		0	665	stitch
BRD-K05236810	luteolin	NOS3	4846	536	0		0	613	stitch
BRD-K05236810	luteolin	ERBB3	2065	234	0		0	579	stitch
BRD-K05236810	luteolin	C5	727	532	0		0	515	stitch
BRD-K05236810	luteolin	SERPINE1	5054	253	0		0	320	stitch
BRD-K05236810	luteolin	SMAD3	4088	524	0		0	316	stitch
BRD-K05236810	luteolin	CAT	847	96	0		0	307	stitch
BRD-K05236810	luteolin	CDC25A	993	478	0		0	289	stitch
BRD-K05236810	luteolin	PLK1	5347	207	0		0	277	stitch
BRD-K05236810	luteolin	CDKN1B	1027	637	0		0	262	stitch
BRD-K05236810	luteolin	CCNB1	891	798	0		0	237	stitch
BRD-K05236810	luteolin	PARP1	142	605	0		0	210	stitch
BRD-K05236810	luteolin	HSPD1	3329	31	0		0	203	stitch
BRD-K05236810	luteolin	HES1	3280	385	0		0	178	stitch
BRD-K05236810	luteolin	ETFB	2109	314	0		0	171	stitch
BRD-K05236810	luteolin	PTGS2	5743	482	0		0	169	stitch
BRD-K05236810	luteolin	NRIP1	8204	249	0		0	163	stitch
BRD-K05236810	luteolin	SDHB	6390	261	0		0	152	stitch
BRD-K05236810	luteolin	CDK1	983	353	0		0	150	stitch
BRD-K05236810	luteolin	EGR1	1958	130	0		0	150	stitch
BRD-K05236810	luteolin	BAX	581	599	0		0	150	stitch
BRD-K05236810	luteolin	SFN	2810	648	0		0	150	stitch
BRD-K05236810	luteolin	GADD45B	4616	651	0		0	150	stitch
BRD-K05236810	luteolin	MPC2	25874	229	0		0	150	stitch
BRD-K05236810	luteolin	MMP1	4312	461	0		0	150	stitch
BRD-K05236810	luteolin	VAV3	10451	900	0		0	150	stitch
BRD-K05396879	15-delta-prostaglandin-j2	PPARG	5468	600	0		0	989	stitch_high
BRD-K05396879	15-delta-prostaglandin-j2	PTGS2	5743	482	0		0	911	stitch_high
BRD-K05396879	15-delta-prostaglandin-j2	HMOX1	3162	413	0		0	871	stitch_high
BRD-K05396879	15-delta-prostaglandin-j2	FOS	2353	642	0		0	828	stitch_high
BRD-K05396879	15-delta-prostaglandin-j2	CCL2	6347	809	0		0	828	stitch_high
BRD-K05396879	15-delta-prostaglandin-j2	CASP3	836	284	0		0	827	stitch_high
BRD-K05396879	15-delta-prostaglandin-j2	GADD45A	1647	419	0		0	824	stitch_high
BRD-K05396879	15-delta-prostaglandin-j2	NOS3	4846	536	0		0	824	stitch_high
BRD-K05396879	15-delta-prostaglandin-j2	MMP1	4312	461	0		0	824	stitch_high
BRD-K05396879	15-delta-prostaglandin-j2	TLR4	7099	944	0		0	822	stitch_high
BRD-K05396879	15-delta-prostaglandin-j2	TP53	7157	139	0		0	819	stitch_high
BRD-K05396879	15-delta-prostaglandin-j2	HSPA4	3308	699	0		0	800	stitch_high
BRD-K05396879	15-delta-prostaglandin-j2	IL1B	3553	508	0		0	776	stitch_high
BRD-K05396879	15-delta-prostaglandin-j2	NFKBIA	4792	105	0		0	761	stitch_high
BRD-K05396879	15-delta-prostaglandin-j2	CREB1	1385	454	0		0	722	stitch_high
BRD-K05396879	15-delta-prostaglandin-j2	PARP1	142	605	0		0	700	stitch_high
BRD-K05396879	15-delta-prostaglandin-j2	COL1A1	1277	214	0		0	638	stitch
BRD-K05396879	15-delta-prostaglandin-j2	PPARD	5467	973	0		0	489	stitch
BRD-K05396879	15-delta-prostaglandin-j2	COL4A1	1282	711	0		0	470	stitch
BRD-K05396879	15-delta-prostaglandin-j2	CFLAR	8837	683	0		0	460	stitch
BRD-K05396879	15-delta-prostaglandin-j2	CASP10	843	530	0		0	383	stitch
BRD-K05396879	15-delta-prostaglandin-j2	CASP7	840	572	0		0	383	stitch
BRD-K05396879	15-delta-prostaglandin-j2	CASP2	835	593	0		0	383	stitch
BRD-K05396879	15-delta-prostaglandin-j2	NR2F6	2063	649	0		0	319	stitch
BRD-K05396879	15-delta-prostaglandin-j2	NR3C1	2908	807	0		0	319	stitch
BRD-K05396879	15-delta-prostaglandin-j2	SCARB1	949	151	0		0	270	stitch
BRD-K05396879	15-delta-prostaglandin-j2	TBXA2R	6915	970	0		0	260	stitch
BRD-K05396879	15-delta-prostaglandin-j2	PCK2	5106	299	0		0	239	stitch
BRD-K05396879	15-delta-prostaglandin-j2	ICAM1	3383	257	0		0	231	stitch
BRD-K05396879	15-delta-prostaglandin-j2	CCND1	595	610	0		0	207	stitch
BRD-K05396879	15-delta-prostaglandin-j2	MBNL1	4154	67	0		0	206	stitch
BRD-K05396879	15-delta-prostaglandin-j2	IKBKB	3551	653	0		0	200	stitch
BRD-K05396879	15-delta-prostaglandin-j2	BHLHE40	8553	69	0		0	163	stitch
BRD-K05396879	15-delta-prostaglandin-j2	GATA2	2624	676	0		0	163	stitch
BRD-K05396879	15-delta-prostaglandin-j2	GATA3	2625	671	0		0	160	stitch
BRD-K05396879	15-delta-prostaglandin-j2	HSPB1	3315	156	0		0	150	stitch
BRD-K05396879	15-delta-prostaglandin-j2	RB1	5925	341	0		0	150	stitch
BRD-K05396879	15-delta-prostaglandin-j2	HDAC2	3066	155	0		0	150	stitch
BRD-K05396879	15-delta-prostaglandin-j2	CCNB1	891	798	0		0	150	stitch
BRD-K05396879	15-delta-prostaglandin-j2	CDKN1B	1027	637	0		0	150	stitch
BRD-K05396879	15-delta-prostaglandin-j2	CDK2	1017	450	0		0	150	stitch
BRD-K05396879	15-delta-prostaglandin-j2	CCND3	896	133	0		0	150	stitch
BRD-K05528470	L-745870	TBXA2R	6915	970	0		0	238	stitch
BRD-K05528470	L-745870	ADRB2	154	553	0		0	238	stitch
BRD-K05528470	L-745870	CXCR4	7852	710	0		0	238	stitch
BRD-K05804044	AZ-628	RBKS	64080	920	0		0	162	stitch
