pert_id	pert_iname	gene_symbol	entrez	gene_idx	chembl	chembl_actions	chembl_direct	stitch_score	evidence
BRD-K26756156	cadmium-chloride	MSH6	2956	311	0		0	160	stitch
BRD-K26756156	cadmium-chloride	CERK	64781	878	0		0	153	stitch
BRD-K26818574	BIX-01294	PMAIP1	5366	452	0		0	800	stitch_high
BRD-K26818574	BIX-01294	TP53	7157	139	0		0	800	stitch_high
BRD-K26818574	BIX-01294	EZH2	2146	379	0		0	180	stitch
BRD-K26818574	BIX-01294	SPDEF	25803	795	0		0	177	stitch
BRD-K26818574	BIX-01294	DNMT1	1786	132	0		0	169	stitch
BRD-K26818574	BIX-01294	SOX2	6657	785	0		0	169	stitch
BRD-K26838195	AST-1306	EGFR	1956	173	1	INHIBITOR	1		chembl
BRD-K26838195	AST-1306	ERBB2	2064	810	1	INHIBITOR	1		chembl
BRD-K26947839	BRD-K26947839	ATG3	64422	952	0		0	179	stitch
BRD-K26947839	BRD-K26947839	FAIM	55179	942	0		0	175	stitch
BRD-K26947839	BRD-K26947839	HOXA10	3206	771	0		0	170	stitch
BRD-K26947839	BRD-K26947839	PYGL	5836	321	0		0	167	stitch
BRD-K26947839	BRD-K26947839	RAD51C	5889	549	0		0	160	stitch
BRD-K26947839	BRD-K26947839	TSPAN3	10099	45	0		0	156	stitch
BRD-K26947839	BRD-K26947839	TSPAN6	7105	636	0		0	156	stitch
BRD-K27062708	chlorotrianisene	SLC25A4	291	297	0		0	249	stitch
BRD-K27062708	chlorotrianisene	ACAT2	39	672	0		0	208	stitch
BRD-K27062708	chlorotrianisene	ACAA1	30	794	0		0	208	stitch
BRD-K27062708	chlorotrianisene	TLR4	7099	944	0		0	156	stitch
BRD-K27062708	chlorotrianisene	PTGS2	5743	482	0		0	152	stitch
BRD-K27217864	butamben	RFNG	5986	767	0		0	189	stitch
BRD-K27217864	butamben	PPIC	5480	465	0		0	155	stitch
BRD-K27237442	BRD-K27237442	PAFAH1B1	5048	34	0		0	237	stitch
BRD-K27351809	nomegestrol-acetate	NR3C1	2908	807	0		0	461	stitch
BRD-K27351809	nomegestrol-acetate	EXT1	2131	175	0		0	398	stitch
BRD-K27665173	D-64406	EGFR	1956	173	0		0	235	stitch
BRD-K27721098	clopidogrel	PPIE	10450	239	0		0	516	stitch
BRD-K27721098	clopidogrel	TBXA2R	6915	970	0		0	481	stitch
BRD-K27721098	clopidogrel	ID2	3398	115	0		0	331	stitch
BRD-K27721098	clopidogrel	SERPINE1	5054	253	0		0	277	stitch
BRD-K27721098	clopidogrel	TIMM17B	10245	376	0		0	226	stitch
BRD-K27721098	clopidogrel	SPP1	6696	681	0		0	203	stitch
BRD-K27721098	clopidogrel	PYGL	5836	321	0		0	195	stitch
BRD-K27721098	clopidogrel	CCL2	6347	809	0		0	184	stitch
BRD-K27721098	clopidogrel	COG2	22796	332	0		0	178	stitch
BRD-K27721098	clopidogrel	CBR1	873	644	0		0	150	stitch
BRD-K27721098	clopidogrel	CBR3	874	522	0		0	150	stitch
BRD-K27737647	H-89	PRKACA	5566	292	0		0	981	stitch_high
BRD-K27737647	H-89	PRKX	5613	440	0		0	927	stitch_high
BRD-K27737647	H-89	PRKCD	5580	245	0		0	615	stitch
BRD-K27737647	H-89	PRKCH	5583	551	0		0	386	stitch
BRD-K27737647	H-89	PTK2	5747	615	0		0	229	stitch
BRD-K27737647	H-89	RPS6KA1	6195	383	0		0	177	stitch
BRD-K27737647	H-89	FKBP4	2288	41	0		0	163	stitch
BRD-K27853494	phenylpropanolamine	MIF	4282	831	0		0	800	stitch_high
BRD-K27853494	phenylpropanolamine	ADRB2	154	553	0		0	800	stitch_high
BRD-K27853494	phenylpropanolamine	NVL	4931	589	0		0	263	stitch
BRD-K27853494	phenylpropanolamine	TXNL4B	54957	899	0		0	193	stitch
BRD-K27853494	phenylpropanolamine	RAI14	26064	183	0		0	186	stitch
BRD-K27853494	phenylpropanolamine	GABPB1	2553	554	0		0	186	stitch
BRD-K27853494	phenylpropanolamine	NFKBIB	4793	790	0		0	186	stitch
BRD-K27853494	phenylpropanolamine	ANKRD10	55608	854	0		0	186	stitch
BRD-K27853494	phenylpropanolamine	NFKBIA	4792	105	0		0	186	stitch
BRD-K27853494	phenylpropanolamine	PSMD10	5716	928	0		0	186	stitch
BRD-K27853494	phenylpropanolamine	NFKB2	4791	580	0		0	186	stitch
BRD-K27853494	phenylpropanolamine	NFKBIE	4794	432	0		0	186	stitch
BRD-K27853494	phenylpropanolamine	DNMT1	1786	132	0		0	179	stitch
BRD-K27853494	phenylpropanolamine	EZH2	2146	379	0		0	175	stitch
BRD-K27853494	phenylpropanolamine	ASCC3	10973	754	0		0	162	stitch
BRD-K27853494	phenylpropanolamine	DHX29	54505	743	0		0	157	stitch
BRD-K27853494	phenylpropanolamine	ACAA1	30	794	0		0	153	stitch
BRD-K27853494	phenylpropanolamine	SYNE2	23224	283	0		0	152	stitch
BRD-K27871032	lysergol	ADRB2	154	553	0		0	227	stitch
BRD-K27871032	lysergol	CXCR4	7852	710	0		0	227	stitch
BRD-K27871032	lysergol	TBXA2R	6915	970	0		0	227	stitch
BRD-K28115081	apafant	TBXA2R	6915	970	0		0	399	stitch
BRD-K28115081	apafant	PAF1	54623	186	0		0	221	stitch
BRD-K28120222	parthenolide-(alternate-stereo)	CXCR4	7852	710	0		0	900	stitch_high
BRD-K28120222	parthenolide-(alternate-stereo)	CXCL2	2920	678	0		0	900	stitch_high
BRD-K28120222	parthenolide-(alternate-stereo)	APP	351	11	0		0	900	stitch_high
BRD-K28120222	parthenolide-(alternate-stereo)	GNAI2	2771	53	0		0	900	stitch_high
BRD-K28120222	parthenolide-(alternate-stereo)	C5	727	532	0		0	900	stitch_high
BRD-K28120222	parthenolide-(alternate-stereo)	HEBP1	50865	880	0		0	900	stitch_high
BRD-K28120222	parthenolide-(alternate-stereo)	IKBKB	3551	653	0		0	800	stitch_high
BRD-K28143534	cyproheptadine	NOS3	4846	536	0		0	613	stitch
BRD-K28143534	cyproheptadine	TBXA2R	6915	970	0		0	252	stitch
BRD-K28143534	cyproheptadine	ADRB2	154	553	0		0	252	stitch
BRD-K28143534	cyproheptadine	CXCR4	7852	710	0		0	252	stitch
BRD-K28143534	cyproheptadine	EDN1	1906	910	0		0	219	stitch
BRD-K28143534	cyproheptadine	PGRMC1	10857	63	0		0	182	stitch
BRD-K28143534	cyproheptadine	PFKL	5211	62	0		0	172	stitch
BRD-K28284219	BRD-K28284219	DUSP3	1845	110	0		0	577	stitch
BRD-K28284219	BRD-K28284219	PTPN1	5770	272	0		0	425	stitch
BRD-K28284219	BRD-K28284219	CDC25A	993	478	0		0	235	stitch
BRD-K28308851	BRD-K28308851	TBXA2R	6915	970	0		0	182	stitch
BRD-K28308851	BRD-K28308851	ADRB2	154	553	0		0	182	stitch
BRD-K28308851	BRD-K28308851	CXCR4	7852	710	0		0	182	stitch
BRD-K28360340	TW-37	DLD	1738	634	0		0	202	stitch
BRD-K28360340	TW-37	TP53BP2	7159	337	0		0	197	stitch
BRD-K28360340	TW-37	PPP1R13B	23368	808	0		0	178	stitch
BRD-K28360340	TW-37	PMAIP1	5366	452	0		0	165	stitch
BRD-K28360340	TW-37	CDC25A	993	478	0		0	158	stitch
BRD-K28360340	TW-37	PGAM1	5223	39	0		0	150	stitch
BRD-K28392481	AZD-4547	FGFR2	2263	409	1	INHIBITOR	1		chembl
BRD-K28392481	AZD-4547	FGFR4	2264	469	1	INHIBITOR	1		chembl
BRD-K28428262	brivanib	KIT	3815	506	0		0	893	stitch_high
BRD-K28428262	brivanib	FGFR2	2263	409	1	INHIBITOR	1	797	chembl+stitch_high
BRD-K28428262	brivanib	FGFR4	2264	469	1	INHIBITOR	1	520	chembl+stitch
BRD-K28428262	brivanib	STK10	6793	327	0		0	490	stitch
BRD-K28428262	brivanib	ABL1	25	192	0		0	346	stitch
BRD-K28428262	brivanib	EPHA3	2042	550	0		0	304	stitch
BRD-K28428262	brivanib	MELK	9833	491	0		0	194	stitch
BRD-K28428262	brivanib	FYN	2534	686	0		0	194	stitch
BRD-K28428262	brivanib	TRIB1	10221	208	0		0	194	stitch
BRD-K28428262	brivanib	TESK1	7016	445	0		0	194	stitch
BRD-K28428262	brivanib	LYN	4067	695	0		0	194	stitch
BRD-K28428262	brivanib	CSK	1445	217	0		0	194	stitch
BRD-K28428262	brivanib	SYK	6850	581	0		0	194	stitch
BRD-K28428262	brivanib	PSMB10	5699	260	0		0	183	stitch
BRD-K28428262	brivanib	EGFR	1956	173	0		0	151	stitch
BRD-K28470988	L-690330	RHEB	6009	97	0		0	286	stitch
BRD-K28470988	L-690330	PIK3C3	5289	453	0		0	190	stitch
BRD-K28494619	sulfamethoxazole	CAT	847	96	0		0	275	stitch
BRD-K28494619	sulfamethoxazole	FPGS	2356	315	0		0	231	stitch
BRD-K28494619	sulfamethoxazole	ABCC5	10057	656	0		0	171	stitch
BRD-K28494619	sulfamethoxazole	UBQLN2	29978	803	0		0	169	stitch
BRD-K28494619	sulfamethoxazole	RFC5	5985	352	0		0	160	stitch
BRD-K28494619	sulfamethoxazole	RFC2	5982	416	0		0	160	stitch
BRD-K28494619	sulfamethoxazole	MSRA	4482	922	0		0	156	stitch
BRD-K28542495	benzydamine	DECR1	1666	233	0		0	296	stitch
BRD-K28542495	benzydamine	USP1	7398	226	0		0	283	stitch
BRD-K28542495	benzydamine	SMC4	10051	128	0		0	217	stitch
BRD-K28542495	benzydamine	MTERF3	51001	924	0		0	216	stitch
BRD-K28542495	benzydamine	PLA2G15	23659	459	0		0	191	stitch
BRD-K28542495	benzydamine	CCNA1	8900	544	0		0	190	stitch
BRD-K28542495	benzydamine	CCNF	899	492	0		0	190	stitch
BRD-K28542495	benzydamine	YME1L1	10730	87	0		0	189	stitch
BRD-K28542495	benzydamine	HSPD1	3329	31	0		0	186	stitch
BRD-K28542495	benzydamine	FPGS	2356	315	0		0	175	stitch
BRD-K28542495	benzydamine	DDB2	1643	388	0		0	163	stitch
BRD-K28542495	benzydamine	CDK1	983	353	0		0	155	stitch
BRD-K28542495	benzydamine	CDK6	1021	570	0		0	155	stitch
BRD-K28542495	benzydamine	CDK2	1017	450	0		0	155	stitch
BRD-K28542495	benzydamine	CDK4	1019	209	0		0	155	stitch
BRD-K28542495	benzydamine	PTGS2	5743	482	1	INHIBITOR	1		chembl
BRD-K28595280	meglumine	E2F2	1870	569	0		0	260	stitch
BRD-K28595280	meglumine	TFDP1	7027	729	0		0	238	stitch
BRD-K28595280	meglumine	RB1	5925	341	0		0	231	stitch
BRD-K28595280	meglumine	SHB	6461	475	0		0	212	stitch
BRD-K28595280	meglumine	LAGE3	8270	913	0		0	201	stitch
BRD-K28595280	meglumine	DCTD	1635	116	0		0	184	stitch
BRD-K28595280	meglumine	SLC25A4	291	297	0		0	179	stitch
BRD-K28595280	meglumine	SIRT3	23410	958	0		0	162	stitch
BRD-K28667793	pyrazinamide	PTGS2	5743	482	0		0	547	stitch
BRD-K28667793	pyrazinamide	CAT	847	96	0		0	495	stitch
BRD-K28667793	pyrazinamide	TOP2A	7153	82	0		0	271	stitch
BRD-K28667793	pyrazinamide	MBTPS1	8720	123	0		0	172	stitch
BRD-K28667793	pyrazinamide	NVL	4931	589	0		0	163	stitch
BRD-K28761384	zuclopenthixol	ADRB2	154	553	0		0	224	stitch
BRD-K28761384	zuclopenthixol	TBXA2R	6915	970	0		0	224	stitch
BRD-K28761384	zuclopenthixol	CXCR4	7852	710	0		0	224	stitch
BRD-K28761384	zuclopenthixol	LYPLA1	10434	323	0		0	188	stitch
BRD-K28849549	mesalazine	PPARG	5468	600	1	AGONIST	1	968	chembl+stitch_high
BRD-K28849549	mesalazine	PAK1	5058	673	0		0	820	stitch_high
BRD-K28849549	mesalazine	PTGS2	5743	482	1	INHIBITOR	1	819	chembl+stitch_high
BRD-K28849549	mesalazine	EGFR	1956	173	0		0	800	stitch_high
BRD-K28849549	mesalazine	CDC25A	993	478	0		0	800	stitch_high
BRD-K28849549	mesalazine	IKBKB	3551	653	0		0	800	stitch_high
BRD-K28849549	mesalazine	PARP1	142	605	0		0	700	stitch_high
BRD-K28849549	mesalazine	IL1B	3553	508	0		0	252	stitch
BRD-K28849549	mesalazine	CYCS	54205	621	0		0	233	stitch
BRD-K28849549	mesalazine	NFKBIA	4792	105	0		0	200	stitch
BRD-K28849549	mesalazine	PMM2	5373	350	0		0	197	stitch
BRD-K28849549	mesalazine	RBM34	23029	739	0		0	188	stitch
BRD-K28849549	mesalazine	YKT6	10652	825	0		0	163	stitch
BRD-K28849549	mesalazine	TIMP2	7077	345	0		0	150	stitch
BRD-K28863208	PNU-282987	EPHA3	2042	550	0		0	158	stitch
BRD-K28907958	CD-437	GADD45A	1647	419	0		0	955	stitch_high
BRD-K28907958	CD-437	TP53	7157	139	0		0	847	stitch_high
BRD-K28907958	CD-437	FOS	2353	642	0		0	800	stitch_high
BRD-K28907958	CD-437	BAX	581	599	0		0	800	stitch_high
BRD-K28907958	CD-437	CASP3	836	284	0		0	724	stitch_high
BRD-K28907958	CD-437	CTSD	1509	25	0		0	700	stitch_high
BRD-K28907958	CD-437	CASP2	835	593	0		0	700	stitch_high
BRD-K28907958	CD-437	PARP1	142	605	0		0	700	stitch_high
BRD-K28907958	CD-437	CCNB1	891	798	0		0	510	stitch
BRD-K28907958	CD-437	GADD45B	4616	651	0		0	223	stitch
BRD-K28907958	CD-437	HSPD1	3329	31	0		0	180	stitch
BRD-K28907958	CD-437	CNOT4	4850	366	0		0	158	stitch
BRD-K28907958	CD-437	PGAM1	5223	39	0		0	150	stitch
BRD-K28907958	CD-437	PIN1	5300	313	0		0	150	stitch
BRD-K28907958	CD-437	SKP1	6500	22	0		0	150	stitch
BRD-K28907958	CD-437	CORO1A	11151	632	0		0	150	stitch
BRD-K28907958	CD-437	PLP2	5355	65	0		0	150	stitch
BRD-K28907958	CD-437	TOPBP1	11073	255	0		0	150	stitch
BRD-K28907958	CD-437	NFKBIA	4792	105	0		0	150	stitch
BRD-K28907958	CD-437	SOX4	6659	95	0		0	150	stitch
BRD-K28907958	CD-437	CDK4	1019	209	0		0	150	stitch
BRD-K28907958	CD-437	CTSL	1514	185	0		0	150	stitch
BRD-K28907958	CD-437	TOP2A	7153	82	0		0	150	stitch
BRD-K28907958	CD-437	JUN	3725	100	0		0	150	stitch
BRD-K28907958	CD-437	KIF2C	11004	657	0		0	150	stitch
BRD-K28912512	nicotinamide	PARP1	142	605	0		0	919	stitch_high
BRD-K28912512	nicotinamide	HSPB1	3315	156	0		0	900	stitch_high
BRD-K28912512	nicotinamide	SMAD3	4088	524	0		0	900	stitch_high
BRD-K28912512	nicotinamide	TNFRSF21	27242	905	0		0	900	stitch_high
BRD-K28912512	nicotinamide	PNP	4860	131	0		0	900	stitch_high
BRD-K28912512	nicotinamide	TBP	6908	342	0		0	900	stitch_high
BRD-K28912512	nicotinamide	DNAJB6	10049	627	0		0	900	stitch_high
BRD-K28912512	nicotinamide	RRP8	23378	346	0		0	900	stitch_high
BRD-K28912512	nicotinamide	HSPA1A	3303	30	0		0	900	stitch_high
BRD-K28912512	nicotinamide	AXIN1	8312	757	0		0	900	stitch_high
BRD-K28912512	nicotinamide	DNAJB1	3337	17	0		0	900	stitch_high
BRD-K28912512	nicotinamide	PARP2	10038	792	0		0	900	stitch_high
BRD-K28912512	nicotinamide	FKBP4	2288	41	0		0	900	stitch_high
BRD-K28912512	nicotinamide	SIRT3	23410	958	0		0	890	stitch_high
BRD-K28912512	nicotinamide	CASP3	836	284	0		0	700	stitch_high
BRD-K28912512	nicotinamide	EIF4EBP1	1978	955	0		0	700	stitch_high
BRD-K28912512	nicotinamide	PPP2R5A	5525	201	0		0	289	stitch
BRD-K28912512	nicotinamide	PPP2R5E	5529	374	0		0	289	stitch
BRD-K28912512	nicotinamide	TP53	7157	139	0		0	285	stitch
BRD-K28912512	nicotinamide	ADH5	128	616	0		0	280	stitch
BRD-K28912512	nicotinamide	RRS1	23212	666	0		0	239	stitch
BRD-K28912512	nicotinamide	CAT	847	96	0		0	211	stitch
BRD-K28912512	nicotinamide	ERO1A	30001	883	0		0	199	stitch
BRD-K28912512	nicotinamide	TSTA3	7264	972	0		0	184	stitch
BRD-K28912512	nicotinamide	NSDHL	50814	801	0		0	184	stitch
BRD-K28912512	nicotinamide	BIRC5	332	187	0		0	180	stitch
BRD-K28912512	nicotinamide	FOXO3	2309	447	0		0	174	stitch
BRD-K28912512	nicotinamide	HOXA5	3202	786	0		0	173	stitch
BRD-K28912512	nicotinamide	DECR1	1666	233	0		0	169	stitch
BRD-K28912512	nicotinamide	NNT	23530	288	0		0	167	stitch
BRD-K28912512	nicotinamide	CHEK2	11200	692	0		0	165	stitch
BRD-K28912512	nicotinamide	APP	351	11	0		0	164	stitch
BRD-K28912512	nicotinamide	RPIA	22934	768	0		0	163	stitch
BRD-K28912512	nicotinamide	SLC5A6	8884	441	0		0	161	stitch
BRD-K28912512	nicotinamide	NOS3	4846	536	0		0	160	stitch
BRD-K28912512	nicotinamide	ME2	4200	690	0		0	156	stitch
BRD-K28912512	nicotinamide	BAX	581	599	0		0	150	stitch
BRD-K28912512	nicotinamide	PTGS2	5743	482	0		0	150	stitch
BRD-K28912512	nicotinamide	CCL2	6347	809	0		0	150	stitch
BRD-K28912512	nicotinamide	IL1B	3553	508	0		0	150	stitch
BRD-K28916077	BRD-K28916077	DUSP3	1845	110	0		0	330	stitch
BRD-K28916077	BRD-K28916077	DUSP6	1848	618	0		0	216	stitch
BRD-K29113274	ketoconazole	NOS3	4846	536	0		0	596	stitch
BRD-K29113274	ketoconazole	NR3C1	2908	807	0		0	437	stitch
BRD-K29113274	ketoconazole	DECR1	1666	233	0		0	416	stitch
BRD-K29113274	ketoconazole	HMGCR	3156	244	0		0	271	stitch
BRD-K29113274	ketoconazole	ABCC5	10057	656	0		0	229	stitch
BRD-K29113274	ketoconazole	HMGCS1	3157	964	0		0	211	stitch
BRD-K29113274	ketoconazole	DCTD	1635	116	0		0	184	stitch
BRD-K29113274	ketoconazole	NPC1	4864	264	0		0	184	stitch
BRD-K29113274	ketoconazole	PLA2G15	23659	459	0		0	180	stitch
BRD-K29113274	ketoconazole	LIPA	3988	157	0		0	176	stitch
BRD-K29359156	ebselen	PTGS2	5743	482	0		0	525	stitch
BRD-K29359156	ebselen	CAT	847	96	0		0	468	stitch
BRD-K29359156	ebselen	XPNPEP1	7511	630	0		0	331	stitch
BRD-K29359156	ebselen	PMM2	5373	350	0		0	316	stitch
BRD-K29359156	ebselen	ATP11B	23200	737	0		0	306	stitch
BRD-K29359156	ebselen	TBXA2R	6915	970	0		0	236	stitch
BRD-K29359156	ebselen	ADRB2	154	553	0		0	236	stitch
BRD-K29359156	ebselen	CXCR4	7852	710	0		0	236	stitch
BRD-K29359156	ebselen	ICAM1	3383	257	0		0	211	stitch
BRD-K29359156	ebselen	NOS3	4846	536	0		0	200	stitch
BRD-K29359156	ebselen	PFKL	5211	62	0		0	190	stitch
BRD-K29359156	ebselen	UBE3B	89910	731	0		0	176	stitch
BRD-K29359156	ebselen	DECR1	1666	233	0		0	166	stitch
BRD-K29359156	ebselen	HMOX1	3162	413	0		0	151	stitch
BRD-K29415052	BGT-226	PIK3R3	8503	280	1	INHIBITOR	1		chembl
BRD-K29415052	BGT-226	PIK3CA	5290	455	1	INHIBITOR	1		chembl
BRD-K29530284	amlexanox	CXCR4	7852	710	0		0	201	stitch
BRD-K29530284	amlexanox	PDS5A	23244	718	0		0	180	stitch
BRD-K29530284	amlexanox	SLC2A6	11182	938	0		0	150	stitch
BRD-K29653726	topiramate	CASP3	836	284	0		0	800	stitch_high
BRD-K29653726	topiramate	ADRB2	154	553	0		0	169	stitch
BRD-K29653726	topiramate	HSPD1	3329	31	0		0	167	stitch
BRD-K29653726	topiramate	RRS1	23212	666	0		0	159	stitch
BRD-K29653726	topiramate	LOXL1	4016	403	0		0	159	stitch
BRD-K29905972	axitinib	KIT	3815	506	0		0	923	stitch_high
BRD-K29905972	axitinib	ABL1	25	192	0		0	830	stitch_high
BRD-K29905972	axitinib	AURKA	6790	443	0		0	766	stitch_high
BRD-K29905972	axitinib	FGFR2	2263	409	0		0	704	stitch_high
BRD-K29905972	axitinib	MAP2K5	5607	483	0		0	611	stitch
BRD-K29905972	axitinib	MEF2C	4208	590	0		0	250	stitch
BRD-K29905972	axitinib	EGFR	1956	173	0		0	211	stitch
BRD-K29905972	axitinib	SDHB	6390	261	0		0	201	stitch
BRD-K29905972	axitinib	NRAS	4893	258	0		0	157	stitch
BRD-K29968218	KX2-391	SRC	6714	776	1	INHIBITOR	1		chembl
BRD-K30097969	pitavastatin	HMGCR	3156	244	1	INHIBITOR	1		chembl
BRD-K30114692	methenamine	SYNE2	23224	283	0		0	617	stitch
BRD-K30114692	methenamine	RPA1	6117	108	0		0	428	stitch
BRD-K30114692	methenamine	RPIA	22934	768	0		0	317	stitch
BRD-K30114692	methenamine	COG2	22796	332	0		0	298	stitch
BRD-K30114692	methenamine	PRKAG2	51422	870	0		0	265	stitch
BRD-K30114692	methenamine	CCL2	6347	809	0		0	195	stitch
BRD-K30114692	methenamine	TUBB6	84617	643	0		0	177	stitch
BRD-K30114692	methenamine	DNAJC15	29103	879	0		0	174	stitch
BRD-K30114692	methenamine	LIPA	3988	157	0		0	170	stitch
BRD-K30114692	methenamine	ABHD4	63874	887	0		0	170	stitch
BRD-K30114692	methenamine	ATP11B	23200	737	0		0	163	stitch
BRD-K30114692	methenamine	CXCL2	2920	678	0		0	161	stitch
BRD-K30114692	methenamine	PAICS	10606	50	0		0	158	stitch
BRD-K30189597	SYK-inhibitor	SYK	6850	581	0		0	973	stitch_high
BRD-K30189597	SYK-inhibitor	CHEK2	11200	692	0		0	899	stitch_high
BRD-K30189597	SYK-inhibitor	RPS6KA1	6195	383	0		0	866	stitch_high
BRD-K30189597	SYK-inhibitor	STK10	6793	327	0		0	842	stitch_high
BRD-K30189597	SYK-inhibitor	AURKA	6790	443	0		0	820	stitch_high
BRD-K30189597	SYK-inhibitor	FYN	2534	686	0		0	623	stitch
BRD-K30189597	SYK-inhibitor	NOS3	4846	536	0		0	613	stitch
BRD-K30189597	SYK-inhibitor	FGFR2	2263	409	0		0	510	stitch
BRD-K30189597	SYK-inhibitor	ABL1	25	192	0		0	484	stitch
BRD-K30189597	SYK-inhibitor	CDK1	983	353	0		0	440	stitch
BRD-K30189597	SYK-inhibitor	PHKG2	5261	418	0		0	404	stitch
BRD-K30189597	SYK-inhibitor	LYN	4067	695	0		0	360	stitch
BRD-K30189597	SYK-inhibitor	MELK	9833	491	0		0	354	stitch
BRD-K30189597	SYK-inhibitor	KIT	3815	506	0		0	299	stitch
BRD-K30189597	SYK-inhibitor	CSNK2A2	1459	405	0		0	205	stitch
BRD-K30189597	SYK-inhibitor	CDK2	1017	450	0		0	203	stitch
BRD-K30189597	SYK-inhibitor	HTRA1	5654	72	0		0	172	stitch
BRD-K30189597	SYK-inhibitor	PSMD9	5715	584	0		0	172	stitch
BRD-K30189597	SYK-inhibitor	FGFR4	2264	469	0		0	171	stitch
BRD-K30189597	SYK-inhibitor	CSK	1445	217	0		0	171	stitch
BRD-K30189597	SYK-inhibitor	TRIB1	10221	208	0		0	171	stitch
BRD-K30189597	SYK-inhibitor	EPHA3	2042	550	0		0	171	stitch
BRD-K30189597	SYK-inhibitor	TESK1	7016	445	0		0	171	stitch
BRD-K30197592	5-methoxytryptamine	ABHD4	63874	887	0		0	256	stitch
BRD-K30197592	5-methoxytryptamine	TBXA2R	6915	970	0		0	238	stitch
BRD-K30197592	5-methoxytryptamine	ADRB2	154	553	0		0	238	stitch
BRD-K30197592	5-methoxytryptamine	CXCR4	7852	710	0		0	238	stitch
BRD-K30197592	5-methoxytryptamine	RPIA	22934	768	0		0	183	stitch
BRD-K30197592	5-methoxytryptamine	CDK1	983	353	0		0	167	stitch
BRD-K30197592	5-methoxytryptamine	CDK6	1021	570	0		0	167	stitch
BRD-K30197592	5-methoxytryptamine	CDK2	1017	450	0		0	167	stitch
BRD-K30197592	5-methoxytryptamine	CDK4	1019	209	0		0	167	stitch
BRD-K30296925	flavokavain-b	PPIC	5480	465	0		0	277	stitch
BRD-K30381384	BRD-K30381384	STAT3	6774	626	0		0	649	stitch
BRD-K30466858	ellagic-acid	NOS3	4846	536	0		0	828	stitch_high
BRD-K30466858	ellagic-acid	SYK	6850	581	0		0	816	stitch_high
BRD-K30466858	ellagic-acid	PRKACA	5566	292	0		0	800	stitch_high
BRD-K30466858	ellagic-acid	CASP3	836	284	0		0	738	stitch_high
BRD-K30466858	ellagic-acid	MMP2	4313	56	0		0	725	stitch_high
BRD-K30466858	ellagic-acid	CCL2	6347	809	0		0	700	stitch_high
BRD-K30466858	ellagic-acid	SMAD3	4088	524	0		0	457	stitch
BRD-K30466858	ellagic-acid	CAT	847	96	0		0	406	stitch
BRD-K30466858	ellagic-acid	EGFR	1956	173	0		0	316	stitch
BRD-K30466858	ellagic-acid	DUSP3	1845	110	0		0	253	stitch
BRD-K30466858	ellagic-acid	TP53	7157	139	0		0	248	stitch
BRD-K30466858	ellagic-acid	HMOX1	3162	413	0		0	234	stitch
BRD-K30466858	ellagic-acid	JUN	3725	100	0		0	227	stitch
BRD-K30466858	ellagic-acid	PPARG	5468	600	0		0	213	stitch
BRD-K30466858	ellagic-acid	IL1B	3553	508	0		0	212	stitch
BRD-K30466858	ellagic-acid	RRAGA	10670	125	0		0	195	stitch
BRD-K30466858	ellagic-acid	ATP6V1D	51382	620	0		0	180	stitch
BRD-K30466858	ellagic-acid	HMGCS1	3157	964	0		0	156	stitch
BRD-K30466858	ellagic-acid	DAXX	1616	143	0		0	150	stitch
BRD-K30466858	ellagic-acid	NFE2L2	4780	66	0		0	150	stitch
BRD-K30466858	ellagic-acid	LIG1	3978	275	0		0	150	stitch
BRD-K30466858	ellagic-acid	CDK1	983	353	0		0	150	stitch
BRD-K30466858	ellagic-acid	PPARD	5467	973	0		0	150	stitch
BRD-K30466858	ellagic-acid	PLP2	5355	65	0		0	150	stitch
BRD-K30466858	ellagic-acid	TERT	7015	574	0		0	150	stitch
BRD-K30466858	ellagic-acid	STAT3	6774	626	0		0	150	stitch
BRD-K30466858	ellagic-acid	DFFA	1676	362	0		0	150	stitch
BRD-K30466858	ellagic-acid	GTF2E2	2961	265	0		0	150	stitch
BRD-K30466858	ellagic-acid	NFKB2	4791	580	0		0	150	stitch
BRD-K30685142	levothyroxine	RB1	5925	341	0		0	313	stitch
BRD-K30685142	levothyroxine	IGFBP3	3486	719	0		0	279	stitch
BRD-K30685142	levothyroxine	CAT	847	96	0		0	210	stitch
BRD-K30685142	levothyroxine	EGF	1950	555	0		0	204	stitch
BRD-K30685142	levothyroxine	NR3C1	2908	807	0		0	189	stitch
BRD-K30685142	levothyroxine	TXNRD1	7296	80	0		0	181	stitch
BRD-K30685142	levothyroxine	LIG1	3978	275	0		0	178	stitch
BRD-K30685142	levothyroxine	GNAS	2778	46	0		0	175	stitch
BRD-K30685142	levothyroxine	FUT1	2523	552	0		0	175	stitch
BRD-K30685142	levothyroxine	ANXA7	310	680	0		0	168	stitch
BRD-K30685142	levothyroxine	APOE	348	384	0		0	167	stitch
BRD-K30685142	levothyroxine	CTSL	1514	185	0		0	153	stitch
BRD-K30685142	levothyroxine	ERBB2	2064	810	0		0	150	stitch
BRD-K30697463	desoximetasone	NR3C1	2908	807	1	AGONIST	1	967	chembl+stitch_high
BRD-K30697463	desoximetasone	PPARG	5468	600	0		0	389	stitch
BRD-K30697463	desoximetasone	PPARD	5467	973	0		0	389	stitch
BRD-K30697463	desoximetasone	NR2F6	2063	649	0		0	389	stitch
