pert_id	pert_iname	molecule_chembl_id	parent_chembl_id	target_chembl_id	uniprot	gene_symbol	entrez	target_type	organism	action_type	direct_interaction	is_landmark	mechanism_of_action
BRD-A42571354	cetirizine	CHEMBL1000	CHEMBL1000	CHEMBL231	P35367	HRH1		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Histamine H1 receptor antagonist
BRD-A44008656	doxylamine	CHEMBL1004	CHEMBL1004	CHEMBL231	P35367	HRH1		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Histamine H1 receptor antagonist
BRD-A65671304	candesartan-cilextil	CHEMBL1014	CHEMBL1014	CHEMBL227	P30556	AGTR1		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Type-1 angiotensin II receptor antagonist
BRD-K73999723	telmisartan	CHEMBL1017	CHEMBL1017	CHEMBL227	P30556	AGTR1		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Type-1 angiotensin II receptor antagonist
BRD-K34730807	levodopa	CHEMBL1009	CHEMBL1009	CHEMBL234	P35462	DRD3		SINGLE PROTEIN	Homo sapiens	AGONIST	1	0	Dopamine D3 receptor agonist
BRD-K77175907	calcifediol	CHEMBL1040	CHEMBL1040	CHEMBL1977	P11473	VDR		SINGLE PROTEIN	Homo sapiens	AGONIST	1	0	Vitamin D receptor agonist
BRD-K33251802	miglustat	CHEMBL1029	CHEMBL1029	CHEMBL2063	Q16739	UGCG		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Ceramide glucosyltransferase inhibitor
BRD-K95309561	dienestrol	CHEMBL1018	CHEMBL1018	CHEMBL206	P03372	ESR1		SINGLE PROTEIN	Homo sapiens	AGONIST	1	0	Estrogen receptor alpha agonist
BRD-A14262390	guanadrel	CHEMBL1037	CHEMBL1037	CHEMBL222	P23975	SLC6A2		SINGLE PROTEIN	Homo sapiens	SUBSTRATE	1	0	Norepinephrine transporter substrate
BRD-K64994968	progesterone	CHEMBL103	CHEMBL103	CHEMBL208	P06401	PGR		SINGLE PROTEIN	Homo sapiens	AGONIST	1	0	Progesterone receptor agonist
BRD-K04112579	nepafenac	CHEMBL1021	CHEMBL1021	CHEMBL2094253	P35354	PTGS2	5743	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Cyclooxygenase inhibitor
BRD-K04112579	nepafenac	CHEMBL1021	CHEMBL1021	CHEMBL2094253	P23219	PTGS1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Cyclooxygenase inhibitor
BRD-K82562631	tolmetin	CHEMBL1020	CHEMBL1020	CHEMBL2094253	P35354	PTGS2	5743	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Cyclooxygenase inhibitor
BRD-K82562631	tolmetin	CHEMBL1020	CHEMBL1020	CHEMBL2094253	P23219	PTGS1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Cyclooxygenase inhibitor
BRD-K10843433	phenylbutazone	CHEMBL101	CHEMBL101	CHEMBL2094253	P35354	PTGS2	5743	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Cyclooxygenase inhibitor
BRD-K10843433	phenylbutazone	CHEMBL101	CHEMBL101	CHEMBL2094253	P23219	PTGS1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Cyclooxygenase inhibitor
BRD-K34469523	levalbuterol	CHEMBL1002	CHEMBL1002	CHEMBL210	P07550	ADRB2	154	SINGLE PROTEIN	Homo sapiens	AGONIST	1	1	Beta-2 adrenergic receptor agonist
BRD-K34469523	levalbuterol	CHEMBL1002	CHEMBL1002	CHEMBL210	P07550	ADRB2	154	SINGLE PROTEIN	Homo sapiens	AGONIST	1	1	Beta-2 adrenergic receptor agonist
BRD-K60160658	tiagabine	CHEMBL1027	CHEMBL1027	CHEMBL1903	P30531	SLC6A1		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	GABA transporter 1 inhibitor
BRD-K15916496	clotrimazole	CHEMBL104	CHEMBL104	CHEMBL1780	P10613	ERG11		SINGLE PROTEIN	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	INHIBITOR	1	0	Cytochrome P450 51 inhibitor
BRD-K92441787	bexarotene	CHEMBL1023	CHEMBL1023	CHEMBL2363070	P28702	RXRB		PROTEIN FAMILY	Homo sapiens	AGONIST	1	0	Retinoid X receptor agonist
BRD-K92441787	bexarotene	CHEMBL1023	CHEMBL1023	CHEMBL2363070	P48443	RXRG		PROTEIN FAMILY	Homo sapiens	AGONIST	1	0	Retinoid X receptor agonist
BRD-K92441787	bexarotene	CHEMBL1023	CHEMBL1023	CHEMBL2363070	P19793	RXRA		PROTEIN FAMILY	Homo sapiens	AGONIST	1	0	Retinoid X receptor agonist
BRD-K28935038	loracarbef	CHEMBL1013	CHEMBL1013	CHEMBL2354204	P24228	dacB		PROTEIN FAMILY	Bacteria	INHIBITOR	1	0	Bacterial penicillin-binding protein inhibitor
BRD-K28935038	loracarbef	CHEMBL1013	CHEMBL1013	CHEMBL2354204	P0AD68	ftsI		PROTEIN FAMILY	Bacteria	INHIBITOR	1	0	Bacterial penicillin-binding protein inhibitor
BRD-K28935038	loracarbef	CHEMBL1013	CHEMBL1013	CHEMBL2354204	P02918	mrcA		PROTEIN FAMILY	Bacteria	INHIBITOR	1	0	Bacterial penicillin-binding protein inhibitor
BRD-K28935038	loracarbef	CHEMBL1013	CHEMBL1013	CHEMBL2354204	P02919	mrcB		PROTEIN FAMILY	Bacteria	INHIBITOR	1	0	Bacterial penicillin-binding protein inhibitor
BRD-K28935038	loracarbef	CHEMBL1013	CHEMBL1013	CHEMBL2354204	P0AEB2	dacA		PROTEIN FAMILY	Bacteria	INHIBITOR	1	0	Bacterial penicillin-binding protein inhibitor
BRD-K28935038	loracarbef	CHEMBL1013	CHEMBL1013	CHEMBL2354204	P0AD65	mrdA		PROTEIN FAMILY	Bacteria	INHIBITOR	1	0	Bacterial penicillin-binding protein inhibitor
BRD-K28935038	loracarbef	CHEMBL1013	CHEMBL1013	CHEMBL2354204	P08506	dacC		PROTEIN FAMILY	Bacteria	INHIBITOR	1	0	Bacterial penicillin-binding protein inhibitor
BRD-A67097164	ifosfamide	CHEMBL1024	CHEMBL1024	CHEMBL2311221				NUCLEIC-ACID	Homo sapiens	INHIBITOR	1	0	DNA inhibitor
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	O95180	CACNA1H		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	P54289	CACNA2D1		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	Q13936	CACNA1C		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	Q8IZS8	CACNA2D3		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	Q13698	CACNA1S		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	Q9NY47	CACNA2D2		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	Q01668	CACNA1D		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	O00555	CACNA1A		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	Q00975	CACNA1B		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	O43497	CACNA1G		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	Q7Z3S7	CACNA2D4		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	Q9P0X4	CACNA1I		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	O60840	CACNA1F		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	Q15878	CACNA1E		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	O00305	CACNB4		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	Q08289	CACNB2		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	Q02641	CACNB1		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	P54284	CACNB3		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	P62955	CACNG7		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	Q9UF02	CACNG5		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	Q9Y698	CACNG2		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	Q9UBN1	CACNG4		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	Q8WXS5	CACNG8		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	O60359	CACNG3		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	Q9BXT2	CACNG6		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-A91008255	bepridil	CHEMBL1008	CHEMBL1008	CHEMBL2363032	Q06432	CACNG1		PROTEIN COMPLEX GROUP	Homo sapiens	BLOCKER	1	0	Voltage-gated calcium channel blocker
BRD-K74065929	doramapimod	CHEMBL103667	CHEMBL103667	CHEMBL260	Q16539	MAPK14		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	MAP kinase p38 alpha inhibitor
BRD-K47095176	talnetant	CHEMBL10188	CHEMBL10188	CHEMBL4429	P29371	TACR3		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Neurokinin 3 receptor antagonist
BRD-K70163715	vatalanib	CHEMBL101253	CHEMBL101253	CHEMBL1936	P10721	KIT	3815	SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	1	Stem cell growth factor receptor inhibitor
BRD-K70163715	vatalanib	CHEMBL101253	CHEMBL101253	CHEMBL2095189	P09619	PDGFRB		PROTEIN COMPLEX	Homo sapiens	INHIBITOR	1	0	Platelet-derived growth factor receptor inhibitor
BRD-K70163715	vatalanib	CHEMBL101253	CHEMBL101253	CHEMBL2095189	P16234	PDGFRA		PROTEIN COMPLEX	Homo sapiens	INHIBITOR	1	0	Platelet-derived growth factor receptor inhibitor
BRD-K70163715	vatalanib	CHEMBL101253	CHEMBL101253	CHEMBL2095227	P17948	FLT1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Vascular endothelial growth factor receptor inhibitor
BRD-K70163715	vatalanib	CHEMBL101253	CHEMBL101253	CHEMBL2095227	P35916	FLT4		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Vascular endothelial growth factor receptor inhibitor
BRD-K70163715	vatalanib	CHEMBL101253	CHEMBL101253	CHEMBL2095227	P35968	KDR		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Vascular endothelial growth factor receptor inhibitor
BRD-K70163715	vatalanib	CHEMBL101253	CHEMBL101253	CHEMBL1844	P07333	CSF1R		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Macrophage colony stimulating factor receptor inhibitor
BRD-K84091759	candesartan	CHEMBL1016	CHEMBL1016	CHEMBL227	P30556	AGTR1		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Type-1 angiotensin II receptor antagonist
BRD-A18696154	idazoxan	CHEMBL10316	CHEMBL10316	CHEMBL2095158	P08913	ADRA2A		PROTEIN FAMILY	Homo sapiens	ANTAGONIST	1	0	Adrenergic receptor alpha-2 antagonist
BRD-A18696154	idazoxan	CHEMBL10316	CHEMBL10316	CHEMBL2095158	P18825	ADRA2C		PROTEIN FAMILY	Homo sapiens	ANTAGONIST	1	0	Adrenergic receptor alpha-2 antagonist
BRD-A18696154	idazoxan	CHEMBL10316	CHEMBL10316	CHEMBL2095158	P18089	ADRA2B		PROTEIN FAMILY	Homo sapiens	ANTAGONIST	1	0	Adrenergic receptor alpha-2 antagonist
BRD-K64931368	aminocaproic-acid	CHEMBL1046	CHEMBL1046	CHEMBL1801	P00747	PLG		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Plasminogen inhibitor
BRD-K45158365	valsartan	CHEMBL1069	CHEMBL1069	CHEMBL227	P30556	AGTR1		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Type-1 angiotensin II receptor antagonist
BRD-K35941380	methysergide	CHEMBL1065	CHEMBL1065	CHEMBL1833	P41595	HTR2B		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Serotonin 2b (5-HT2b) receptor antagonist
BRD-K64931368	aminocaproic-acid	CHEMBL1046	CHEMBL1046	CHEMBL1873	P00750	PLAT		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Tissue-type plasminogen activator inhibitor
BRD-K38197229	bumetanide	CHEMBL1072	CHEMBL1072	CHEMBL1874	Q13621	SLC12A1		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Sodium-(potassium)-chloride cotransporter 2 inhibitor
BRD-A28940325	trichlormethiazide	CHEMBL1054	CHEMBL1054	CHEMBL1876	P55017	SLC12A3		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Thiazide-sensitive sodium-chloride cotransporter inhibitor
BRD-A26384407	chlorthalidone	CHEMBL1055	CHEMBL1055	CHEMBL1876	P55017	SLC12A3		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Thiazide-sensitive sodium-chloride cotransporter inhibitor
BRD-K35941380	methysergide	CHEMBL1065	CHEMBL1065	CHEMBL214	P08908	HTR1A		SINGLE PROTEIN	Homo sapiens	PARTIAL AGONIST	1	0	Serotonin 1a (5-HT1a) receptor partial agonist
BRD-K35941380	methysergide	CHEMBL1065	CHEMBL1065	CHEMBL225	P28335	HTR2C		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Serotonin 2c (5-HT2c) receptor antagonist
BRD-K10961822	latanoprost	CHEMBL1051	CHEMBL1051	CHEMBL1987	P43088	PTGFR		SINGLE PROTEIN	Homo sapiens	AGONIST	1	0	Prostanoid FP receptor agonist
BRD-K18855837	varenicline	CHEMBL1076903	CHEMBL1076903	CHEMBL1907589	P17787	CHRNB2		PROTEIN COMPLEX	Homo sapiens	AGONIST	1	0	Neuronal acetylcholine receptor; alpha4/beta2 agonist
BRD-K18855837	varenicline	CHEMBL1076903	CHEMBL1076903	CHEMBL1907589	P43681	CHRNA4		PROTEIN COMPLEX	Homo sapiens	AGONIST	1	0	Neuronal acetylcholine receptor; alpha4/beta2 agonist
BRD-K22134346	simvastatin	CHEMBL1064	CHEMBL1064	CHEMBL402	P04035	HMGCR	3156	SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	1	HMG-CoA reductase inhibitor
BRD-K00259736	colchicine	CHEMBL107	CHEMBL107	CHEMBL2095182	P68371	TUBB4B		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K00259736	colchicine	CHEMBL107	CHEMBL107	CHEMBL2095182	Q9H4B7	TUBB1		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K00259736	colchicine	CHEMBL107	CHEMBL107	CHEMBL2095182	P0DPH7	TUBA3C		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K00259736	colchicine	CHEMBL107	CHEMBL107	CHEMBL2095182	P68366	TUBA4A		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K00259736	colchicine	CHEMBL107	CHEMBL107	CHEMBL2095182	Q13509	TUBB3		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K00259736	colchicine	CHEMBL107	CHEMBL107	CHEMBL2095182	Q71U36	TUBA1A		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K00259736	colchicine	CHEMBL107	CHEMBL107	CHEMBL2095182	P04350	TUBB4A		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K00259736	colchicine	CHEMBL107	CHEMBL107	CHEMBL2095182	Q3ZCM7	TUBB8		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K00259736	colchicine	CHEMBL107	CHEMBL107	CHEMBL2095182	P07437	TUBB		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K00259736	colchicine	CHEMBL107	CHEMBL107	CHEMBL2095182	P68363	TUBA1B		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K00259736	colchicine	CHEMBL107	CHEMBL107	CHEMBL2095182	Q9BQE3	TUBA1C		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K00259736	colchicine	CHEMBL107	CHEMBL107	CHEMBL2095182	Q6PEY2	TUBA3E		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K00259736	colchicine	CHEMBL107	CHEMBL107	CHEMBL2095182	Q13885	TUBB2A		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K00259736	colchicine	CHEMBL107	CHEMBL107	CHEMBL2095182	Q9BVA1	TUBB2B		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K00259736	colchicine	CHEMBL107	CHEMBL107	CHEMBL2095182	Q9BUF5	TUBB6	84617	PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	1	Tubulin inhibitor
BRD-K06335600	tizanidine	CHEMBL1079	CHEMBL1079	CHEMBL2095158	P08913	ADRA2A		PROTEIN FAMILY	Homo sapiens	AGONIST	1	0	Adrenergic receptor alpha-2 agonist
BRD-K06335600	tizanidine	CHEMBL1079	CHEMBL1079	CHEMBL2095158	P18825	ADRA2C		PROTEIN FAMILY	Homo sapiens	AGONIST	1	0	Adrenergic receptor alpha-2 agonist
BRD-K06335600	tizanidine	CHEMBL1079	CHEMBL1079	CHEMBL2095158	P18089	ADRA2B		PROTEIN FAMILY	Homo sapiens	AGONIST	1	0	Adrenergic receptor alpha-2 agonist
BRD-K47679368	bromfenac	CHEMBL1077	CHEMBL1077	CHEMBL2094253	P35354	PTGS2	5743	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Cyclooxygenase inhibitor
BRD-K47679368	bromfenac	CHEMBL1077	CHEMBL1077	CHEMBL2094253	P23219	PTGS1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Cyclooxygenase inhibitor
BRD-K25394294	oxaprozin	CHEMBL1071	CHEMBL1071	CHEMBL2094253	P35354	PTGS2	5743	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Cyclooxygenase inhibitor
BRD-K25394294	oxaprozin	CHEMBL1071	CHEMBL1071	CHEMBL2094253	P23219	PTGS1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Cyclooxygenase inhibitor
BRD-K25394294	oxaprozin	CHEMBL1071	CHEMBL1071	CHEMBL2094253	P35354	PTGS2	5743	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Cyclooxygenase inhibitor
BRD-K25394294	oxaprozin	CHEMBL1071	CHEMBL1071	CHEMBL2094253	P23219	PTGS1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Cyclooxygenase inhibitor
BRD-K12219985	glipizide	CHEMBL1073	CHEMBL1073	CHEMBL2096972	Q14654	KCNJ11		PROTEIN COMPLEX	Homo sapiens	BLOCKER	1	0	Sulfonylurea receptor 1, Kir6.2 blocker
BRD-K12219985	glipizide	CHEMBL1073	CHEMBL1073	CHEMBL2096972	Q09428	ABCC8		PROTEIN COMPLEX	Homo sapiens	BLOCKER	1	0	Sulfonylurea receptor 1, Kir6.2 blocker
BRD-K05977355	fluconazole	CHEMBL106	CHEMBL106	CHEMBL1780	P10613	ERG11		SINGLE PROTEIN	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	INHIBITOR	1	0	Cytochrome P450 51 inhibitor
BRD-K65146499	nabumetone	CHEMBL1070	CHEMBL1070	CHEMBL230	P35354	PTGS2	5743	SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	1	Cyclooxygenase-2 inhibitor
BRD-K62363391	dapsone	CHEMBL1043	CHEMBL1043	CHEMBL2362993	P0C0X1	folP1		SINGLE PROTEIN	Mycobacterium leprae (strain TN)	INHIBITOR	1	0	Dihydropteroate synthase 1 inhibitor
BRD-K50938786	ropivacaine	CHEMBL1077896	CHEMBL1077896	CHEMBL2331043	P35498	SCN1A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K50938786	ropivacaine	CHEMBL1077896	CHEMBL1077896	CHEMBL2331043	Q14524	SCN5A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K50938786	ropivacaine	CHEMBL1077896	CHEMBL1077896	CHEMBL2331043	P35499	SCN4A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K50938786	ropivacaine	CHEMBL1077896	CHEMBL1077896	CHEMBL2331043	Q01118	SCN7A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K50938786	ropivacaine	CHEMBL1077896	CHEMBL1077896	CHEMBL2331043	Q99250	SCN2A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K50938786	ropivacaine	CHEMBL1077896	CHEMBL1077896	CHEMBL2331043	Q15858	SCN9A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K50938786	ropivacaine	CHEMBL1077896	CHEMBL1077896	CHEMBL2331043	Q9NY46	SCN3A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K50938786	ropivacaine	CHEMBL1077896	CHEMBL1077896	CHEMBL2331043	Q9UI33	SCN11A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K50938786	ropivacaine	CHEMBL1077896	CHEMBL1077896	CHEMBL2331043	Q9UQD0	SCN8A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K50938786	ropivacaine	CHEMBL1077896	CHEMBL1077896	CHEMBL2331043	Q9Y5Y9	SCN10A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K21548250	moracizine	CHEMBL1075	CHEMBL1075	CHEMBL2331043	P35498	SCN1A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K21548250	moracizine	CHEMBL1075	CHEMBL1075	CHEMBL2331043	Q14524	SCN5A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K21548250	moracizine	CHEMBL1075	CHEMBL1075	CHEMBL2331043	P35499	SCN4A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K21548250	moracizine	CHEMBL1075	CHEMBL1075	CHEMBL2331043	Q01118	SCN7A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K21548250	moracizine	CHEMBL1075	CHEMBL1075	CHEMBL2331043	Q99250	SCN2A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K21548250	moracizine	CHEMBL1075	CHEMBL1075	CHEMBL2331043	Q15858	SCN9A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K21548250	moracizine	CHEMBL1075	CHEMBL1075	CHEMBL2331043	Q9NY46	SCN3A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K21548250	moracizine	CHEMBL1075	CHEMBL1075	CHEMBL2331043	Q9UI33	SCN11A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K21548250	moracizine	CHEMBL1075	CHEMBL1075	CHEMBL2331043	Q9UQD0	SCN8A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K21548250	moracizine	CHEMBL1075	CHEMBL1075	CHEMBL2331043	Q9Y5Y9	SCN10A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K04196797	oxcarbazepine	CHEMBL1068	CHEMBL1068	CHEMBL2331043	P35498	SCN1A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
BRD-K04196797	oxcarbazepine	CHEMBL1068	CHEMBL1068	CHEMBL2331043	Q14524	SCN5A		PROTEIN FAMILY	Homo sapiens	BLOCKER	1	0	Sodium channel alpha subunit blocker
