pert_id	pert_iname	molecule_chembl_id	parent_chembl_id	target_chembl_id	uniprot	gene_symbol	entrez	target_type	organism	action_type	direct_interaction	is_landmark	mechanism_of_action
BRD-K02130563	panobinostat	CHEMBL483254	CHEMBL483254	CHEMBL2093865	Q969S8	HDAC10		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Histone deacetylase inhibitor
BRD-K76908866	CP-724714	CHEMBL483321	CHEMBL483321	CHEMBL1824	P04626	ERBB2	2064	SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	1	Receptor protein-tyrosine kinase erbB-2 inhibitor
BRD-K71512533	SNS-314	CHEMBL482767	CHEMBL482767	CHEMBL3430911	Q96GD4	AURKB	9212	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Serine/threonine-protein kinase Aurora inhibitor
BRD-K71512533	SNS-314	CHEMBL482767	CHEMBL482767	CHEMBL3430911	Q9UQB9	AURKC		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Serine/threonine-protein kinase Aurora inhibitor
BRD-K71512533	SNS-314	CHEMBL482767	CHEMBL482767	CHEMBL3430911	O14965	AURKA	6790	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Serine/threonine-protein kinase Aurora inhibitor
BRD-K68488863	ENMD-2076	CHEMBL482968	CHEMBL482968	CHEMBL4722	O14965	AURKA	6790	SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	1	Serine/threonine-protein kinase Aurora-A inhibitor
BRD-K68488863	ENMD-2076	CHEMBL482968	CHEMBL482968	CHEMBL2185	Q96GD4	AURKB	9212	SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	1	Serine/threonine-protein kinase Aurora-B inhibitor
BRD-K68488863	ENMD-2076	CHEMBL482968	CHEMBL482968	CHEMBL279	P35968	KDR		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Vascular endothelial growth factor receptor 2 inhibitor
BRD-K68488863	ENMD-2076	CHEMBL482968	CHEMBL482968	CHEMBL2742	P22607	FGFR3		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Fibroblast growth factor receptor 3 inhibitor
BRD-K68488863	ENMD-2076	CHEMBL482968	CHEMBL482968	CHEMBL1974	P36888	FLT3		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Tyrosine-protein kinase receptor FLT3 inhibitor
BRD-K68488863	ENMD-2076	CHEMBL482968	CHEMBL482968	CHEMBL1936	P10721	KIT	3815	SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	1	Stem cell growth factor receptor inhibitor
BRD-K68488863	ENMD-2076	CHEMBL482968	CHEMBL482968	CHEMBL1844	P07333	CSF1R		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Macrophage colony stimulating factor receptor inhibitor
BRD-K75295174	alisertib	CHEMBL483158	CHEMBL483158	CHEMBL4722	O14965	AURKA	6790	SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	1	Serine/threonine-protein kinase Aurora-A inhibitor
BRD-K22822991	odanacatib	CHEMBL481611	CHEMBL481611	CHEMBL268	P43235	CTSK		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Cathepsin K inhibitor
BRD-K15891719	tenofovir	CHEMBL483	CHEMBL483	CHEMBL247	Q72547	pol		SINGLE PROTEIN	Human immunodeficiency virus 1	INHIBITOR	1	0	Human immunodeficiency virus type 1 reverse transcriptase inhibitor
BRD-K15891719	tenofovir	CHEMBL483	CHEMBL483	CHEMBL2362994	Q9IF40			SINGLE PROTEIN	Hepatitis B virus	INHIBITOR	1	0	DNA polymerase/reverse transcriptase inhibitor
BRD-K49555808	BMS-707035	CHEMBL486226	CHEMBL486226	CHEMBL4296304	T1QYY3	int		SINGLE PROTEIN	Human immunodeficiency virus 1	INHIBITOR	1	0	Integrase inhibitor
BRD-K52459643	alprostadil	CHEMBL495	CHEMBL495	CHEMBL1811	P34995	PTGER1		SINGLE PROTEIN	Homo sapiens	AGONIST	1	0	Prostanoid EP1 receptor agonist
BRD-K08806317	timolol	CHEMBL499	CHEMBL499	CHEMBL213	P08588	ADRB1		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Beta-1 adrenergic receptor antagonist
BRD-K08806317	timolol	CHEMBL499	CHEMBL499	CHEMBL213	P08588	ADRB1		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Beta-1 adrenergic receptor antagonist
BRD-K52459643	alprostadil	CHEMBL495	CHEMBL495	CHEMBL1881	P43116	PTGER2		SINGLE PROTEIN	Homo sapiens	AGONIST	1	0	Prostanoid EP2 receptor agonist
BRD-K37991163	paroxetine	CHEMBL490	CHEMBL490	CHEMBL228	P31645	SLC6A4		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Serotonin transporter inhibitor
BRD-K37991163	paroxetine	CHEMBL490	CHEMBL490	CHEMBL228	P31645	SLC6A4		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Serotonin transporter inhibitor
BRD-K93461745	buspirone	CHEMBL49	CHEMBL49	CHEMBL214	P08908	HTR1A		SINGLE PROTEIN	Homo sapiens	PARTIAL AGONIST	1	0	Serotonin 1a (5-HT1a) receptor partial agonist
BRD-A25234499	aminoglutethimide	CHEMBL488	CHEMBL488	CHEMBL1978	P11511	CYP19A1		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Cytochrome P450 19A1 inhibitor
BRD-A45664787	iloprost	CHEMBL494	CHEMBL494	CHEMBL1995	P43119	PTGIR		SINGLE PROTEIN	Homo sapiens	AGONIST	1	0	Prostanoid IP receptor agonist
BRD-A25234499	aminoglutethimide	CHEMBL488	CHEMBL488	CHEMBL2033	P05108	CYP11A1		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Cytochrome P450 11A1 inhibitor
BRD-K51095933	estropipate	CHEMBL494753	CHEMBL494753	CHEMBL206	P03372	ESR1		SINGLE PROTEIN	Homo sapiens	AGONIST	1	0	Estrogen receptor alpha agonist
BRD-K97746869	chlorpropamide	CHEMBL498	CHEMBL498	CHEMBL2096972	Q14654	KCNJ11		PROTEIN COMPLEX	Homo sapiens	BLOCKER	1	0	Sulfonylurea receptor 1, Kir6.2 blocker
BRD-K97746869	chlorpropamide	CHEMBL498	CHEMBL498	CHEMBL2096972	Q09428	ABCC8		PROTEIN COMPLEX	Homo sapiens	BLOCKER	1	0	Sulfonylurea receptor 1, Kir6.2 blocker
BRD-K08806317	timolol	CHEMBL499	CHEMBL499	CHEMBL210	P07550	ADRB2	154	SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	1	Beta-2 adrenergic receptor antagonist
BRD-K08806317	timolol	CHEMBL499	CHEMBL499	CHEMBL210	P07550	ADRB2	154	SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	1	Beta-2 adrenergic receptor antagonist
BRD-K99792991	hexachlorophene	CHEMBL496	CHEMBL496	CHEMBL2364678	P0AEK4	fabI		SINGLE PROTEIN	Bacteria	INHIBITOR	1	0	Bacterial enoyl-[acyl-carrier-protein] reductase inhibitor
BRD-K09255212	clioquinol	CHEMBL497	CHEMBL497	CHEMBL2363056				METAL		CHELATING AGENT	1	0	Zinc chelating agent
BRD-K09255212	clioquinol	CHEMBL497	CHEMBL497	CHEMBL2363057				METAL		CHELATING AGENT	1	0	Copper chelating agent
BRD-K09255212	clioquinol	CHEMBL497	CHEMBL497	CHEMBL2363058				METAL		CHELATING AGENT	1	0	Iron chelating agent
BRD-K32285926	AMG-208	CHEMBL496102	CHEMBL496102	CHEMBL3717	P08581	MET		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Hepatocyte growth factor receptor inhibitor
BRD-K72414522	AZD-5438	CHEMBL488436	CHEMBL488436	CHEMBL3559691	P06493	CDK1	983	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Cyclin-dependent kinase inhibitor
BRD-K72414522	AZD-5438	CHEMBL488436	CHEMBL488436	CHEMBL3559691	P11802	CDK4	1019	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Cyclin-dependent kinase inhibitor
BRD-K72414522	AZD-5438	CHEMBL488436	CHEMBL488436	CHEMBL3559691	P24941	CDK2	1017	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Cyclin-dependent kinase inhibitor
BRD-K72414522	AZD-5438	CHEMBL488436	CHEMBL488436	CHEMBL3559691	Q00535	CDK5		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Cyclin-dependent kinase inhibitor
BRD-K72414522	AZD-5438	CHEMBL488436	CHEMBL488436	CHEMBL3559691	Q00534	CDK6	1021	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Cyclin-dependent kinase inhibitor
BRD-K72414522	AZD-5438	CHEMBL488436	CHEMBL488436	CHEMBL3559691	P50613	CDK7	1022	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Cyclin-dependent kinase inhibitor
BRD-K72414522	AZD-5438	CHEMBL488436	CHEMBL488436	CHEMBL3559691	Q00526	CDK3		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Cyclin-dependent kinase inhibitor
BRD-K72414522	AZD-5438	CHEMBL488436	CHEMBL488436	CHEMBL3559691	Q00536	CDK16		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Cyclin-dependent kinase inhibitor
BRD-K72414522	AZD-5438	CHEMBL488436	CHEMBL488436	CHEMBL3559691	Q07002	CDK18		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Cyclin-dependent kinase inhibitor
BRD-K72414522	AZD-5438	CHEMBL488436	CHEMBL488436	CHEMBL3559691	P49336	CDK8		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Cyclin-dependent kinase inhibitor
BRD-K72414522	AZD-5438	CHEMBL488436	CHEMBL488436	CHEMBL3559691	Q00537	CDK17		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Cyclin-dependent kinase inhibitor
BRD-K72414522	AZD-5438	CHEMBL488436	CHEMBL488436	CHEMBL3559691	P21127	CDK11B		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Cyclin-dependent kinase inhibitor
BRD-K72414522	AZD-5438	CHEMBL488436	CHEMBL488436	CHEMBL3559691	Q96Q40	CDK15		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Cyclin-dependent kinase inhibitor
BRD-K72414522	AZD-5438	CHEMBL488436	CHEMBL488436	CHEMBL3559691	Q9BWU1	CDK19	23097	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Cyclin-dependent kinase inhibitor
BRD-K72414522	AZD-5438	CHEMBL488436	CHEMBL488436	CHEMBL3559691	O94921	CDK14		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Cyclin-dependent kinase inhibitor
BRD-K72414522	AZD-5438	CHEMBL488436	CHEMBL488436	CHEMBL3559691	P50750	CDK9		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Cyclin-dependent kinase inhibitor
BRD-K72414522	AZD-5438	CHEMBL488436	CHEMBL488436	CHEMBL3559691	Q15131	CDK10		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Cyclin-dependent kinase inhibitor
BRD-K72414522	AZD-5438	CHEMBL488436	CHEMBL488436	CHEMBL3559691	Q14004	CDK13		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Cyclin-dependent kinase inhibitor
BRD-K72414522	AZD-5438	CHEMBL488436	CHEMBL488436	CHEMBL3559691	Q8IZL9	CDK20		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Cyclin-dependent kinase inhibitor
BRD-K72414522	AZD-5438	CHEMBL488436	CHEMBL488436	CHEMBL3559691	Q9NYV4	CDK12		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Cyclin-dependent kinase inhibitor
BRD-K04210847	tamoxifen	CHEMBL489	CHEMBL489	CHEMBL2093866	Q92731	ESR2		PROTEIN FAMILY	Homo sapiens	MODULATOR	1	0	Estrogen receptor modulator
BRD-K04210847	tamoxifen	CHEMBL489	CHEMBL489	CHEMBL2093866	P03372	ESR1		PROTEIN FAMILY	Homo sapiens	MODULATOR	1	0	Estrogen receptor modulator
BRD-K04210847	tamoxifen	CHEMBL489	CHEMBL489	CHEMBL4245	P62508	ESRRG		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Estrogen-related receptor gamma antagonist
BRD-K24576554	AT-9283	CHEMBL495727	CHEMBL495727	CHEMBL1862	P00519	ABL1	25	SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	1	Tyrosine-protein kinase ABL inhibitor
BRD-K24576554	AT-9283	CHEMBL495727	CHEMBL495727	CHEMBL4722	O14965	AURKA	6790	SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	1	Serine/threonine-protein kinase Aurora-A inhibitor
BRD-K24576554	AT-9283	CHEMBL495727	CHEMBL495727	CHEMBL2185	Q96GD4	AURKB	9212	SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	1	Serine/threonine-protein kinase Aurora-B inhibitor
BRD-K24576554	AT-9283	CHEMBL495727	CHEMBL495727	CHEMBL1974	P36888	FLT3		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Tyrosine-protein kinase receptor FLT3 inhibitor
BRD-K24576554	AT-9283	CHEMBL495727	CHEMBL495727	CHEMBL2971	O60674	JAK2		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Tyrosine-protein kinase JAK2 inhibitor
BRD-K24576554	AT-9283	CHEMBL495727	CHEMBL495727	CHEMBL2148	P52333	JAK3		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Tyrosine-protein kinase JAK3 inhibitor
BRD-K23248433	camicinal	CHEMBL489095	CHEMBL489095	CHEMBL2203	O43193	MLNR		SINGLE PROTEIN	Homo sapiens	AGONIST	1	0	Motilin receptor agonist
BRD-K86930074	cediranib	CHEMBL491473	CHEMBL491473	CHEMBL1936	P10721	KIT	3815	SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	1	Stem cell growth factor receptor inhibitor
BRD-K86930074	cediranib	CHEMBL491473	CHEMBL491473	CHEMBL2095189	P09619	PDGFRB		PROTEIN COMPLEX	Homo sapiens	INHIBITOR	1	0	Platelet-derived growth factor receptor inhibitor
BRD-K86930074	cediranib	CHEMBL491473	CHEMBL491473	CHEMBL2095189	P16234	PDGFRA		PROTEIN COMPLEX	Homo sapiens	INHIBITOR	1	0	Platelet-derived growth factor receptor inhibitor
BRD-K86930074	cediranib	CHEMBL491473	CHEMBL491473	CHEMBL2095227	P17948	FLT1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Vascular endothelial growth factor receptor inhibitor
BRD-K86930074	cediranib	CHEMBL491473	CHEMBL491473	CHEMBL2095227	P35916	FLT4		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Vascular endothelial growth factor receptor inhibitor
BRD-K86930074	cediranib	CHEMBL491473	CHEMBL491473	CHEMBL2095227	P35968	KDR		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Vascular endothelial growth factor receptor inhibitor
BRD-K74057757	indibulin	CHEMBL49642	CHEMBL49642	CHEMBL2095182	P68371	TUBB4B		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K74057757	indibulin	CHEMBL49642	CHEMBL49642	CHEMBL2095182	Q9H4B7	TUBB1		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K74057757	indibulin	CHEMBL49642	CHEMBL49642	CHEMBL2095182	P0DPH7	TUBA3C		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K74057757	indibulin	CHEMBL49642	CHEMBL49642	CHEMBL2095182	P68366	TUBA4A		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K74057757	indibulin	CHEMBL49642	CHEMBL49642	CHEMBL2095182	Q13509	TUBB3		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K74057757	indibulin	CHEMBL49642	CHEMBL49642	CHEMBL2095182	Q71U36	TUBA1A		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K74057757	indibulin	CHEMBL49642	CHEMBL49642	CHEMBL2095182	P04350	TUBB4A		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K74057757	indibulin	CHEMBL49642	CHEMBL49642	CHEMBL2095182	Q3ZCM7	TUBB8		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K74057757	indibulin	CHEMBL49642	CHEMBL49642	CHEMBL2095182	P07437	TUBB		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K74057757	indibulin	CHEMBL49642	CHEMBL49642	CHEMBL2095182	P68363	TUBA1B		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K74057757	indibulin	CHEMBL49642	CHEMBL49642	CHEMBL2095182	Q9BQE3	TUBA1C		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K74057757	indibulin	CHEMBL49642	CHEMBL49642	CHEMBL2095182	Q6PEY2	TUBA3E		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K74057757	indibulin	CHEMBL49642	CHEMBL49642	CHEMBL2095182	Q13885	TUBB2A		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K74057757	indibulin	CHEMBL49642	CHEMBL49642	CHEMBL2095182	Q9BVA1	TUBB2B		PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	0	Tubulin inhibitor
BRD-K74057757	indibulin	CHEMBL49642	CHEMBL49642	CHEMBL2095182	Q9BUF5	TUBB6	84617	PROTEIN COMPLEX GROUP	Homo sapiens	INHIBITOR	1	1	Tubulin inhibitor
BRD-A75726477	clenbuterol	CHEMBL49080	CHEMBL49080	CHEMBL210	P07550	ADRB2	154	SINGLE PROTEIN	Homo sapiens	AGONIST	1	1	Beta-2 adrenergic receptor agonist
BRD-A70083328	secnidazole	CHEMBL498847	CHEMBL498847	CHEMBL2364041				NUCLEIC-ACID	Bacteria	INHIBITOR	1	0	DNA inhibitor
BRD-K37991163	paroxetine	CHEMBL490	CHEMBL490	CHEMBL228	P31645	SLC6A4		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Serotonin transporter inhibitor
BRD-A45664787	iloprost	CHEMBL494	CHEMBL494	CHEMBL1995	P43119	PTGIR		SINGLE PROTEIN	Homo sapiens	AGONIST	1	0	Prostanoid IP receptor agonist
BRD-A04553218	chlorphenamine	CHEMBL505	CHEMBL505	CHEMBL231	P35367	HRH1		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Histamine H1 receptor antagonist
BRD-K97564742	mepyramine	CHEMBL511	CHEMBL511	CHEMBL231	P35367	HRH1		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Histamine H1 receptor antagonist
BRD-A04553218	chlorphenamine	CHEMBL505	CHEMBL505	CHEMBL231	P35367	HRH1		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Histamine H1 receptor antagonist
BRD-K50398167	meclofenamic-acid	CHEMBL509	CHEMBL509	CHEMBL215	P09917	ALOX5		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Arachidonate 5-lipoxygenase inhibitor
BRD-A97701745	pindolol	CHEMBL500	CHEMBL500	CHEMBL213	P08588	ADRB1		SINGLE PROTEIN	Homo sapiens	PARTIAL AGONIST	1	0	Beta-1 adrenergic receptor partial agonist
BRD-A49160188	donepezil	CHEMBL502	CHEMBL502	CHEMBL220	P22303	ACHE		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Acetylcholinesterase inhibitor
BRD-K09416995	lovastatin	CHEMBL503	CHEMBL503	CHEMBL402	P04035	HMGCR	3156	SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	1	HMG-CoA reductase inhibitor
BRD-K50398167	meclofenamic-acid	CHEMBL509	CHEMBL509	CHEMBL2094253	P35354	PTGS2	5743	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Cyclooxygenase inhibitor
BRD-K50398167	meclofenamic-acid	CHEMBL509	CHEMBL509	CHEMBL2094253	P23219	PTGS1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Cyclooxygenase inhibitor
BRD-A97701745	pindolol	CHEMBL500	CHEMBL500	CHEMBL210	P07550	ADRB2	154	SINGLE PROTEIN	Homo sapiens	PARTIAL AGONIST	1	1	Beta-2 adrenergic receptor partial agonist
BRD-K02292852	cefoperazone	CHEMBL507674	CHEMBL507674	CHEMBL2354204	P24228	dacB		PROTEIN FAMILY	Bacteria	INHIBITOR	1	0	Bacterial penicillin-binding protein inhibitor
BRD-K02292852	cefoperazone	CHEMBL507674	CHEMBL507674	CHEMBL2354204	P0AD68	ftsI		PROTEIN FAMILY	Bacteria	INHIBITOR	1	0	Bacterial penicillin-binding protein inhibitor
BRD-K02292852	cefoperazone	CHEMBL507674	CHEMBL507674	CHEMBL2354204	P02918	mrcA		PROTEIN FAMILY	Bacteria	INHIBITOR	1	0	Bacterial penicillin-binding protein inhibitor
BRD-K02292852	cefoperazone	CHEMBL507674	CHEMBL507674	CHEMBL2354204	P02919	mrcB		PROTEIN FAMILY	Bacteria	INHIBITOR	1	0	Bacterial penicillin-binding protein inhibitor
BRD-K02292852	cefoperazone	CHEMBL507674	CHEMBL507674	CHEMBL2354204	P0AEB2	dacA		PROTEIN FAMILY	Bacteria	INHIBITOR	1	0	Bacterial penicillin-binding protein inhibitor
BRD-K02292852	cefoperazone	CHEMBL507674	CHEMBL507674	CHEMBL2354204	P0AD65	mrdA		PROTEIN FAMILY	Bacteria	INHIBITOR	1	0	Bacterial penicillin-binding protein inhibitor
BRD-K02292852	cefoperazone	CHEMBL507674	CHEMBL507674	CHEMBL2354204	P08506	dacC		PROTEIN FAMILY	Bacteria	INHIBITOR	1	0	Bacterial penicillin-binding protein inhibitor
BRD-K47886988	nalidixic-acid	CHEMBL5	CHEMBL5	CHEMBL2311224	P0AES6	gyrB		PROTEIN COMPLEX	Bacteria	INHIBITOR	1	0	Bacterial DNA gyrase inhibitor
BRD-K47886988	nalidixic-acid	CHEMBL5	CHEMBL5	CHEMBL2311224	P0AES4	gyrA		PROTEIN COMPLEX	Bacteria	INHIBITOR	1	0	Bacterial DNA gyrase inhibitor
BRD-K49075727	nintedanib	CHEMBL502835	CHEMBL502835	CHEMBL2095189	P09619	PDGFRB		PROTEIN COMPLEX	Homo sapiens	INHIBITOR	1	0	Platelet-derived growth factor receptor inhibitor
BRD-K49075727	nintedanib	CHEMBL502835	CHEMBL502835	CHEMBL2095189	P16234	PDGFRA		PROTEIN COMPLEX	Homo sapiens	INHIBITOR	1	0	Platelet-derived growth factor receptor inhibitor
BRD-K49075727	nintedanib	CHEMBL502835	CHEMBL502835	CHEMBL2095227	P17948	FLT1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Vascular endothelial growth factor receptor inhibitor
BRD-K49075727	nintedanib	CHEMBL502835	CHEMBL502835	CHEMBL2095227	P35916	FLT4		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Vascular endothelial growth factor receptor inhibitor
BRD-K49075727	nintedanib	CHEMBL502835	CHEMBL502835	CHEMBL2095227	P35968	KDR		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Vascular endothelial growth factor receptor inhibitor
BRD-K49075727	nintedanib	CHEMBL502835	CHEMBL502835	CHEMBL2095217	P22607	FGFR3		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Fibroblast growth factor receptor inhibitor
BRD-K49075727	nintedanib	CHEMBL502835	CHEMBL502835	CHEMBL2095217	P11362	FGFR1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	Fibroblast growth factor receptor inhibitor
BRD-K49075727	nintedanib	CHEMBL502835	CHEMBL502835	CHEMBL2095217	P22455	FGFR4	2264	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Fibroblast growth factor receptor inhibitor
BRD-K49075727	nintedanib	CHEMBL502835	CHEMBL502835	CHEMBL2095217	P21802	FGFR2	2263	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Fibroblast growth factor receptor inhibitor
BRD-K49865102	PD-0325901	CHEMBL507361	CHEMBL507361	CHEMBL3587	Q02750	MAP2K1		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor
BRD-K49865102	PD-0325901	CHEMBL507361	CHEMBL507361	CHEMBL2964	P36507	MAP2K2		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Dual specificity mitogen-activated protein kinase kinase 2 inhibitor
BRD-K25075681	SR-48692	CHEMBL506981	CHEMBL506981	CHEMBL4123	P30989	NTSR1		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Neurotensin receptor 1 antagonist
BRD-K45275534	betrixaban	CHEMBL512351	CHEMBL512351	CHEMBL244	P00742	F10		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Coagulation factor X inhibitor
BRD-K87142802	veliparib	CHEMBL506871	CHEMBL506871	CHEMBL3390820	P09874	PARP1	142	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	PARP 1, 2 and 3 inhibitor
BRD-K87142802	veliparib	CHEMBL506871	CHEMBL506871	CHEMBL3390820	Q9Y6F1	PARP3		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	PARP 1, 2 and 3 inhibitor
BRD-K87142802	veliparib	CHEMBL506871	CHEMBL506871	CHEMBL3390820	Q9UGN5	PARP2	10038	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	PARP 1, 2 and 3 inhibitor
BRD-K12765235	carbenoxolone	CHEMBL499915	CHEMBL499915	CHEMBL3542430	P80365	HSD11B2		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	11-beta-hydroxysteroid dehydrogenase inhibitor
BRD-K12765235	carbenoxolone	CHEMBL499915	CHEMBL499915	CHEMBL3542430	P28845	HSD11B1		PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	0	11-beta-hydroxysteroid dehydrogenase inhibitor
BRD-K87156652	carbimazole	CHEMBL508102	CHEMBL508102	CHEMBL1839	P07202	TPO		SINGLE PROTEIN	Homo sapiens	INHIBITOR	1	0	Thyroid peroxidase inhibitor
BRD-K92968657	tirapazamine	CHEMBL50882	CHEMBL50882	CHEMBL2311221				NUCLEIC-ACID	Homo sapiens	DISRUPTING AGENT	1	0	DNA disrupting agent
BRD-K28143534	cyproheptadine	CHEMBL516	CHEMBL516	CHEMBL231	P35367	HRH1		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Histamine H1 receptor antagonist
BRD-A97454584	nadolol	CHEMBL521606	CHEMBL521606	CHEMBL213	P08588	ADRB1		SINGLE PROTEIN	Homo sapiens	ANTAGONIST	1	0	Beta-1 adrenergic receptor antagonist
BRD-A17655518	ibuprofen	CHEMBL521	CHEMBL521	CHEMBL2094253	P35354	PTGS2	5743	PROTEIN FAMILY	Homo sapiens	INHIBITOR	1	1	Cyclooxygenase inhibitor
