pert_id	pert_iname	n_sigs	canonical_smiles
BRD-A12643502	BRD-A12643502	17	Oc1cccnc1NC(=O)CCC2COc3ccccc3O2
BRD-A12832192	streptozotocin	3	CN([N+][O-])C(=O)NC1C(O)OC(CO)C(O)C1O
BRD-A12881497	serotonin	6	NCCc1c[nH]c2ccc(OC3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)cc12
BRD-A12896037	cisapride	42	COC1CN(CCCOc2ccc(F)cc2)CCC1NC(=O)c1cc(Cl)c(N)cc1OC
BRD-A12994259	pomalidomide	42	Nc1cccc2C(=O)N(C3CCC(=O)NC3=O)C(=O)c12
BRD-A13020530	BRD-A13020530	12	COC(=O)CS(=O)c1ccc(cc1[N+](=O)[O-])C(F)(F)F
BRD-A13021932	BMS-509744	132	CC1=C(C=C(C(=C1)OC)C(=O)N2CCN(CC2)C(=O)C)SC3=CN=C(S3)NC(=O)C4=CC=C(C=C4)CNC(C)C(C)(C)C
BRD-A13084692	troglitazone	229	Cc1c(C)c2OC(C)(COc3ccc(CC4SC(=O)NC4=O)cc3)CCc2c(C)c1O
BRD-A13122391	triptolide	95	CC(C)[C@@]12O[C@H]2[C@@H]3O[C@]34[C@]5(O[C@H]5CC6C7=C(CC[C@@]64C)C(=O)OC7)[C@@H]1O
BRD-A13133631	fluorometholone	57	C[C@H]1CC2C3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)C2(C)C=CC(=O)C=C12
BRD-A13188892	doxazosin	57	COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1COc2ccccc2O1
BRD-A13195221	STK-064652	76	CCN(CC)c1ccc(cc1)C2Nc3ccccc3NC4=C2C(=O)CC(C4)c5ccccc5
BRD-A13254067	okadaic acid	15	C[C@@H](CC(O)[C@H]1OC2CC[C@@]3(CCC(O3)\C=C\[C@@H](C)[C@@H]3CC(C)=C[C@@]4(O[C@H](C[C@@](C)(O)C(O)=O)CCC4O)O3)OC2[C@H](O)C1=C)C1O[C@@]2(CCCCO2)CC[C@H]1C
BRD-A13346522	BRD-A13346522	31	CCn1cc(CN2CCCC(C2)C(=O)c3cccc(c3)C(F)(F)F)cn1
BRD-A13367427	BRD-A13367427	17	CC1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CCC6(CCC54C)C(=O)OC7OC(CO)C(OC8OCC(OC9OC(CO)C(O)C(O)C9O)C(OC%10OCC(O)C(O)C%10O)C8O)C(O)C7O)C2(C)C)C(O)C(O)C1OC%11OCC(O)C(O)C%11O
BRD-A13461302	BRD-A13461302	18	CC1CC(=O)C2C(O)(C1)CC(O)C34OC4c5c(O)cccc5C(=O)C23O
BRD-A13650332	flucloxacillin	19	Cc1onc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)C(N2C1=O)C(O)=O)-c1c(F)cccc1Cl
BRD-A13711138	alcuronium	4	OCC=C1C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1C1=CN2C5C(=CN(C31)c1ccccc41)[C@@H]1C[C@@H]3[C@@]5(CC[N@@+]3(CC=C)CC1=CCO)c1ccccc21
BRD-A13807286	HA-14-1	17	CCOC(=O)C(C#N)C1c2cc(Br)ccc2OC(N)=C1C(=O)OCC
BRD-A13914662	BRD-A13914662	18	COc1cc2CCN(Cc3ccc(o3)[N+](=O)[O-])C(c4cccs4)c2cc1O
BRD-A13946108	sulindac	17	CC1=C(CC(O)=O)c2cc(F)ccc2C\1=C/c1ccc(cc1)S(C)=O
BRD-A13964793	BRD-A13964793	19	OC12C3C4C5C3C(C3C5CC4C13)N2CCc1cccc(F)c1
BRD-A13982089	ephedrine	6	C[N+](C)(C)CC(O)c1ccc(O)c(O)c1
BRD-A14014306	BRD-A14014306	12	CC1=NN(C(=O)C1Cc2ccccc2)c3nc4ccccc4[nH]3
BRD-A14178283	BRD-A14178283	17	C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)C(CC[C@]4(C)C3C=C[C@@]56OC[C@@]7(CCC(C)(C)C[C@H]76)[C@@H](O)C[C@]54C)[C@]2(C)CO)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@@H](O[C@@H]9O[C@H](CO)[C@@H](O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O)[C@H](O)[C@H]9O)[C@H]1O
BRD-A14208071	oxyphenonium	13	CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)c1ccccc1
BRD-A14240607	octopamine	10	NCC(O)c1ccc(O)cc1
BRD-A14262390	guanadrel	42	NC(=N)NCC1COC2(CCCCC2)O1
BRD-A14395271	mesoridazine	93	CN1CCCCC1CCN1c2ccccc2Sc2ccc(cc12)S(C)=O
BRD-A14566392	scopolamine	19	CN1C2CC(CC1C3OC32)OC(=O)C(CO)c4ccccc4
BRD-A14574269	UB-165	19	Clc1ccc(cn1)C1=CCCC2CCC1N2
BRD-A14634327	gsk126	15	CCC(C)n1cc(C)c2c(cc(cc12)c3ccc(nc3)N4CCNCC4)C(=O)NCc5c(C)cc(C)nc5O
BRD-A14652656	bucladesine	4	CCCC(=O)Nc1ncnc2n(cnc12)[C@@H]1O[C@@H]2OP(O)(=O)OC[C@@H]2[C@H]1OC(=O)CCC
BRD-A14792000	valsartan	11	CCCCC(=O)N(Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)C(C(C)C)C(O)=O
BRD-A14795281	BRD-A14795281	6	CC(N)C(O)c1ccccc1Cl
BRD-A14798026	mestranol	61	COc1ccc2C3CC[C@@]4(C)C(CC[C@@]4(O)C#C)C3CCc2c1
BRD-A14886633	norgestrel	42	CC[C@]12CCC3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
BRD-A14941520	dofequidar	42	OC(COc1cccc2ncccc12)CN1CCN(CC1)C(=O)C(c1ccccc1)c1ccccc1
BRD-A14966924	alaproclate	65	CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1
BRD-A14969012	SKF-83822	6	Cc1cccc(c1)C2CN(CC=C)CCc3c(Cl)c(O)c(O)cc23
BRD-A14985772	L-ascorbyl-6-palmitate	12	CCCCCCCCCCCCCCCC(=O)OCC(O)[C@H]1OC(=O)C(=O)C1O
BRD-A14999564	geranyl-geranyl-pyrophosphate	6	CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COP(O)(=O)OP(O)(O)=O
BRD-A15010982	HU-211	17	CCCCCCC(C)(C)c1cc(O)c2[C@H]3CC(CO)=CCC3C(C)(C)Oc2c1
BRD-A15034104	bergenin	15	COc1c(O)cc2C(=O)OC3C(O)C(O)C(CO)OC3c2c1O
BRD-A15070535	bucladesine	15	CCCC(=O)Nc1ncnc2n(cnc12)[C@@H]3O[C@@H]4OP(=O)(O)OC[C@H]4[C@H]3OC(=O)CCC
BRD-A15079084	phorbol-12-myristate-13-acetate	95	CCCCCCCCCCCCCC(=O)OC1C(C)C2(O)C3C=C(C)C(=O)C3(O)CC(=CC2C4C(C)(C)C41OC(=O)C)CO
BRD-A15100685	avicin-d	98	CC1O[C@@H](OCC2O[C@@H](O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)C4CC=C4C6CC(C)(C)[C@H](C[C@@]6([C@H](O)C[C@@]54C)C(=O)O[C@@H]4OC(CO)[C@@H](O)[C@@H](O)[C@@H]4O[C@@H]4OC(C)[C@H](O[C@@H]5O[C@@H](CO)[C@H](O)[C@@H]5O)[C@@H](O[C@@H]5OC(CO)[C@@H](O)[C@@H](O)[C@@H]5O)[C@@H]4O)OC(=O)C(\CO)=C\CC[C@](C)(O[C@@H]4OC(C)[C@@H](OC(=O)C(\CO)=C\CCC(C)(O)C=C)[C@@H](O)[C@@H]4O)C=C)C3(C)C)[C@@H](NC(C)=O)[C@H](O)[C@@H]2O)[C@@H](O[C@@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
BRD-A15113563	BRD-A15113563	12	Clc1ccc(cc1Cl)C2Nc3ccccc3O2
BRD-A15131297	benazepril	23	CCOC(=O)C(CCc1ccccc1)NC2CCc3ccccc3N(CC(=O)O)C2=O
BRD-A15202882	milnacipran	42	CCN(CC)C(=O)C1(CC1CN)c1ccccc1
BRD-A15297126	fluocinolone-acetonide	57	CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C
BRD-A15415227	GW-1929	23	CN(CCOc1ccc(CC(Nc2ccccc2C(=O)c2ccccc2)C(O)=O)cc1)c1ccccn1
BRD-A15435692	BMY-14802	61	OC(CCCN1CCN(CC1)c1ncc(F)cn1)c1ccc(F)cc1
BRD-A15493168	tetracycline	11	CC1[C@H]2C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C2C(=O)c2c(O)cccc12
BRD-A15501135	BRD-A15501135	8	CC(=CCc1c(O)c(CC=C(C)C)c2OC(CC(=O)c2c1O)c3ccc(O)cc3)C
BRD-A15530910	SDZ-21009	19	CC(C)OC(=O)c1cc2c(OCC(O)CNC(C)(C)C)cccc2[nH]1
BRD-A15597386	picrotoxin	4	CC(=C)[C@H]1[C@H]2OC(=O)C1[C@]1(O)CC3O[C@]33C(=O)O[C@@H]2[C@]13C
BRD-A15909516	rebamipide	46	OC(=O)C(Cc1cc(=O)[nH]c2ccccc12)NC(=O)c1ccc(Cl)cc1
BRD-A15914070	4-hydroxy-2-nonenal	11	CCCCCC(O)/C=C/C=O
BRD-A15931911	bucladesine	50	CCCC(=O)Nc1ncnc2n(cnc12)C1O[C@@H]2COP(O)(=O)O[C@H]2[C@H]1OC(=O)CCC
BRD-A16296925	indobufen	42	CCC(C(O)=O)c1ccc(cc1)N1Cc2ccccc2C1=O
BRD-A16311756	profenamine	19	CCN(CC)C(C)CN1c2ccccc2Sc2ccccc12
BRD-A16332958	modafinil	34	NC(=O)CS(=O)C(c1ccccc1)c1ccccc1
BRD-A16347691	thioctic-acid	42	OC(=O)CCCCC1CCSS1
BRD-A16444946	acarbose	22	C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)OC(O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O
BRD-A16478930	amcinonide	11	CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
BRD-A16581344	BRD-A16581344	17	CN(Cc1ccccc1)C(=O)C2CCCN(Cc3ccccc3C(F)(F)F)C2
BRD-A16665823	butoconazole	61	Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1
BRD-A16694057	BADGE	29	CC(C)(c1ccc(OCC2CO2)cc1)c3ccc(OCC4CO4)cc3
BRD-A16700644	isoxsuprine	15	CC(COc1ccccc1)NC(C)[C@H](O)c1ccc(O)cc1
BRD-A16746338	podophyllotoxin	3	COc1cc(cc(OC)c1OC)C1C2C(COC2=O)C(O)c2cc3OCOc3cc12
BRD-A16754160	ampicillin	14	CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O
BRD-A16820783	BRD-A16820783	13	COc1ccc(OC)c(c1)c2nnc3SCC(=Nn23)c4ccc(OC)c(OC5CCOC5)c4
BRD-A16934955	nalbuphine	11	OC1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5OC1[C@]2(CCN3CC6CCC6)c54
BRD-A16997652	protirelin	42	NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1
BRD-A16998493	etodolac	12	CCC1C=CC=C2C1=NC1=C2CCOC1(CC)CC(O)=O
BRD-A17016119	rhizocarpic-acid	19	COC(=O)[C@H](Cc1ccccc1)NC(=O)C(\c1ccccc1)=C1/OC(=O)C(C1=O)c1ccccc1
BRD-A17065207	brefeldin-a	19	CC1CCCC=CC2CC(O)CC2C(O)C=CC(=O)O1
BRD-A17081056	BRD-A17081056	6	CC1NCCc2ccccc12
BRD-A17390249	BG-1015	6	CC(=O)Nc1ccc(cc1)C(=O)NC1CCCCC1N
BRD-A17411484	carprofen	65	CC(C(O)=O)c1ccc2c(c1)[nH]c1ccc(Cl)cc21
BRD-A17428743	BW-723C86	19	CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12
BRD-A17448384	beclometasone	13	CC1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(O)CC2(C)C1(O)C(=O)CO
BRD-A17453586	MDL-72832	19	O=C1CC2(CCCC2)CC(=O)N1CCCCNCC1COc2ccccc2O1
BRD-A17462676	bambuterol	45	CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(c1)C(O)CNC(C)(C)C
BRD-A17535965	gelsemine	15	CN1C[C@@]2(C=C)C3CC4OC[C@@H]3[C@@H]1[C@H]2[C@@]45C(=O)Nc6ccccc65
BRD-A17555397	beta-alanine	6	NC(Cc1csc2ccc(O)cc12)C(O)=O
BRD-A17655518	ibuprofen	68	CC(C)Cc1ccc(cc1)C(C)C(O)=O
BRD-A17664363	BRD-A17664363	13	CCOC(=O)C(C)Oc1cccc2c1ccn(CC(=O)Nc1ccc(OC)cc1)c2=O
BRD-A17718497	BRD-A17718497	30	CC1CN(CCN1C(=O)c1ccc(Cl)cc1)c1ccnc2cc(Cl)ccc12
BRD-A17745711	alpha-methylserotonin	6	CC(N)Cc1c[nH]c2ccc(O)cc12
BRD-A17757596	BRD-A17757596	12	COc1ccc(cc1COc1ccc(NC(C)=O)cc1)C1Nc2ccccc2C(=O)N1Cc1ccccc1
BRD-A17819071	gedunin	12	CC1(C)C=CC(=O)[C@@]2(C)C1CC(=O)[C@]3(C)C2CC[C@@]4(C)[C@@H](OC(=O)C5OC543)c6ccoc6
BRD-A17828570	fulvestrant	3	C[C@]12CC[C@H]3[C@@H]([C@H]1CC[C@@H]2O)[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc1cc(O)ccc31
BRD-A17846016	trolox	4	Cc1c(C)c2OC(C)(CCc2c(C)c1O)C(O)=O
BRD-A17883755	lenalidomide	107	Nc1cccc2C(=O)N(Cc12)C1CCC(=O)NC1=O
BRD-A18043272	phensuximide	61	CN1C(=O)CC(C1=O)c1ccccc1
BRD-A18202423	CPCCOEt	19	CCOC(=O)C12CC2C(=NO)c3ccccc3O1
BRD-A18246003	monoethylhexylphthalate	3	CCCCC(CC)COC(=O)c1ccccc1C(O)=O
BRD-A18279961	BRD-A18279961	12	Cn1c2cc(sc2c2cnn(Cc3cccc(N)c3)c(=O)c12)S(C)=O
BRD-A18328003	GDC-0980	114	CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)CN5CCN(CC5)C(=O)C(C)O
BRD-A18411371	BRD-A18411371	13	COc1ccc(cc1)C(N(C(=O)CCl)c2cccc(Cl)c2)C(=O)NC3CCCCC3
BRD-A18419789	etoposide	15	COc1cc(cc(OC)c1O)[C@H]2[C@@H]3C(OCC3=O)C(OC4OC5COC(C)OC5C(O)C4O)c6cc7OCOc7cc26
BRD-A18477699	BRD-A18477699	2	CCCC(O)C#Cc1cnc2O[C@@H](CN(C)S(=O)(=O)c3ccc(C)cc3)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1
BRD-A18497530	5-iodotubercidin	17	Nc1ncnc2n(cc(I)c12)C3OC(CO)C(O)C3O
BRD-A18573497	BRD-A18573497	3	CC1C=NC(=N1)S(=O)(=O)N1CC[C@H]2[C@@H]1c1cc(ccc1N(C)[C@H]2CO)-c1ccccc1F
BRD-A18579359	wiskostatin	19	CN(C)CC(O)Cn1c2ccc(Br)cc2c3cc(Br)ccc13
BRD-A18605525	hexetidine	4	CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1
BRD-A18611368	tazobactam	42	C[C@]1(Cn2ccnn2)C(N2C(CC2=O)S1(=O)=O)C(O)=O
BRD-A18620900	estriol	57	C[C@]12CCC3C(CCc4cc(O)ccc34)C1C[C@@H](O)[C@@H]2O
BRD-A18696154	idazoxan	4	C1CN=C(N1)C1COc2ccccc2O1
BRD-A18705706	zebularine	15	OCC1OC(C(O)C1O)n1cccnc1=O
BRD-A18725729	BRD-A18725729	12	COc1ccc(cc1)C(N(C(=O)CCl)c2ccc(Cl)cc2)C(=O)NC3CCCCC3
BRD-A18763547	BAX-channel-blocker	95	OC(CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc12
BRD-A18795974	(+/-)-7-hydroxy-2-(N,N-di-n-propylamino)tetralin	6	CCCN(CCC)C1CCc2ccc(O)cc2C1
BRD-A18917088	estradiol	65	C[C@]12CCC3C(CCc4cc(O)ccc34)C1CC[C@@H]2O
BRD-A18929998	cytarabine	4	Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1
BRD-A18932057	haematoxylin-pentaacetate	8	CC(=O)Oc1ccc2C3c4cc(OC(=O)C)c(OC(=O)C)c(OC(=O)C)c4CC3(O)COc2c1OC(=O)C
BRD-A19037878	trichostatin-a	873	CC(\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C
BRD-A19053259	pseudopelletierine	19	CN1C2CCCC1CC(=O)C2
BRD-A19134330	A-23187	4	CNc1ccc2oc(C[C@@H]3OC4(CC[C@@H]3C)O[C@H](C(C)C(=O)c5ccc[nH]5)[C@H](C)C[C@H]4C)nc2c1C(=O)O
BRD-A19195498	trimipramine	69	CC(CN(C)C)CN1c2ccccc2CCc2ccccc12
BRD-A19232309	1,2-propylene-glycol	6	CC(O)CO
BRD-A19248578	latrunculin-b	34	C[C@H]1CC[C@@H]2C[C@H](C[C@@](O)(O2)C2CSC(=O)N2)OC(=O)\C=C(C)/CC\C=C/1
BRD-A19374631	vinpocetine	19	CCOC(=O)C1=CC2(CC)CCCN3CCc4c(C32)n1c5ccccc45
BRD-A19500257	geldanamycin	1179	COC1CC(C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C\C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O
BRD-A19633847	perhexiline	137	C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1
BRD-A19661776	mianserin	64	CN1CCN2C(C1)c1ccccc1Cc1ccccc21
BRD-A19736161	ondansetron	85	Cc1nccn1CC1CCc2c(C1=O)c1ccccc1n2C
BRD-A19795905	atovaquone	42	Clc1ccc(cc1)[C@H]1CC[C@@H](CC1)C1C(=O)C(=O)c2ccccc2C1=O
BRD-A19918940	lomatin	15	CC1(C)Oc2ccc3ccc(=O)oc3c2CC1O
BRD-A19928752	BRD-A19928752	13	CC(Sc1ccc(C)cc1)C(=O)Nc2nc[nH]n2
BRD-A19952358	closantel	46	Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O
BRD-A20119038	mecamylamine	46	CNC1(C)C2CCC(C2)C1(C)C
BRD-A20126139	medrysone	61	C[C@H]1CC2C3CC[C@H](C(C)=O)[C@@]3(C)C[C@H](O)C2[C@@]2(C)CCC(=O)C=C12
BRD-A20131130	2',5'-dideoxyadenosine	101	CC1OC(CC1O)n1cnc2c(N)ncnc12
BRD-A20239487	atenolol-(+/-)	53	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
BRD-A20243730	danazol	19	CC12CCC3C(CCC4=Cc5oncc5CC34C)C2CCC1(O)C#C
BRD-A20348246	chlormezanone	45	CN1C(c2ccc(Cl)cc2)S(=O)(=O)CCC1=O
BRD-A20488704	BRD-A20488704	17	CC1(C)C(CCC2(C)C3CC(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C=C)C=C3CCC12)O[C@@H]5O[C@@H](CO)[C@H](O)[C@H]5O
BRD-A20527803	IB-MECA	19	CNC(=O)C1OC(C(O)C1O)n2cnc3c(NCc4cccc(I)c4)ncnc23
BRD-A20589515	dihydroxyphenylglycine	11	NC(C(O)=O)c1cc(O)cc(O)c1
BRD-A20697603	thiostrepton	43	CCC(C)C1NC2C=Cc3c(cc(nc3C2O)C(=O)OC(C)C2NC(=O)c3csc(n3)C(NC(=O)C3CSC(=N3)\C(NC(=O)C(NC(=O)c3csc(n3)C3(CCC(=NC3c3csc2n3)c2nc(cs2)C(=O)NC(=C)C(=O)NC(=C)C(N)=O)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC1=O)C(C)O)=C/C)C(C)(O)C(C)O)C(C)O
BRD-A20794617	vancomycin	4	CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)[C@@H](O)[C@H]5NC(=O)[C@@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1[C@H](NC5=O)C(O)=O)c3O[C@@H]1OC(CO)[C@@H](O)[C@H](O)[C@H]1O[C@H]1C[C@](C)(N)[C@H](O)[C@H](C)O1)c(Cl)c2
BRD-A20846977	VU-0447126-2	13	Cc1ccc(NC(=O)C2CC3CCC2C3)c(C)c1
BRD-A20862232	isosalsoline	6	COc1cc2CCNC(C)c2cc1O
BRD-A20958854	dopamine	6	NCCc1ccc(OC2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)c(O)c1
BRD-A20968261	WAY-213613	19	NC(CC(=O)Nc1ccc(Oc2cc(F)c(F)cc2Br)cc1)C(=O)O
BRD-A21072306	merbromin	4	O[Hg]c1c(O)c(Br)cc2c1Oc3cc(O)c(Br)cc3C42OC(=O)c5ccccc54
BRD-A21329147	hemicholinium-3	15	C[N+]1(C)CCOC(O)(C1)c2ccc(cc2)c3ccc(cc3)C4(O)C[N+](C)(C)CCO4
BRD-A21406558	BRD-A21406558	12	COc1ccc(cc1COc1c(C)cccc1C)C1Nc2ccccc2C(=O)N1Cc1cccs1
BRD-A21481508	BRD-A21481508	15	COc1ccc(CC2NCCC3=CC(=O)CCC23)cc1O
BRD-A21490874	fluoxymesterone	3	CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC12C
BRD-A21584801	brivanib	162	CC(O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C
BRD-A21607826	medetomidine	42	CC(c1c[nH]cn1)c1cccc(C)c1C
BRD-A21723284	naltriben	19	Oc1ccc2CC3N(CC4CC4)CCC5(C6Oc1c25)C3(O)Cc7c6oc8ccccc78
BRD-A21812217	BRD-A21812217	13	ON1C(Nc2ccccc2C1=O)c3ccc(o3)c4ccc(C#N)cc4
BRD-A21858158	praziquantel	68	O=C(C1CCCCC1)N1CC2N(CCc3ccccc23)C(=O)C1
BRD-A22032524	amlodipine	69	CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN
BRD-A22081593	sulmazole	42	COc1cc(ccc1-c1nc2ncccc2[nH]1)S(C)=O
BRD-A22101059	metrifonate	19	COP(=O)(OC)C(O)C(Cl)(Cl)Cl
BRD-A22143024	estropipate	23	C[C@]12CCC3C(CCc4cc(OS(O)(=O)=O)ccc34)C1CCC2=O
BRD-A22152765	tridihexethyl	4	CC[N+](CC)(CC)CCC(O)(C1CCCCC1)c1ccccc1
BRD-A22256192	terazosin	28	COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1CCCO1
BRD-A22272113	BRD-A22272113	17	CCCC1=C(/C=C/C(=O)O)C(=O)C(O1)C(C)(C)C2OC(=C(/C=C/C(=O)O)C2=O)CCC
BRD-A22305049	benfluorex	57	CC(Cc1cccc(c1)C(F)(F)F)NCCOC(=O)c1ccccc1
BRD-A22380646	pantoprazole	72	COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC
BRD-A22514244	BRD-A22514244	13	COc1ccc(cc1OC)c2nnn(CC(=O)N(C(C)C(=O)NC3CCCC3)C4CCCCC4)n2
BRD-A22642447	licarbazepine	42	NC(=O)N1c2ccccc2CC(O)c2ccccc12
BRD-A22684332	procaterol	27	CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12
BRD-A22707317	SB-205384	19	CC#CCOC(=O)c1c(C)nc2sc3CC(O)CCc3c2c1N
BRD-A22713669	BVT-948	14	CC1(C)C2C(=NC1=O)c3ccccc3C(=O)C2=O
BRD-A22740840	oxytetracycline	3	CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(C(=O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O
BRD-A22769835	homochlorcyclizine	60	CN1CCCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1
BRD-A22783572	vinblastine	19	CCC1(O)CC2CN(C1)CCc3c([nH]c4ccccc34)C(C2)(C(=O)OC)c5cc6c(cc5OC)N(C)C7C86CCN9CC=CC(CC)(C98)C(C(=O)OC)C7(O)C(=O)OC
BRD-A22844106	tenoxicam	23	CN1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O
BRD-A22897758	pinacidil	13	CC(C(C)(C)C)\N=C(/NC#N)Nc1ccncc1
BRD-A22997170	CCT036477	6	Cc1[nH]c2ccccc2c1C(Nc1ccccn1)c1ccc(Cl)cc1
BRD-A23034328	clindamycin	3	CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)C1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O
BRD-A23067620	itraconazole	42	CCC(C)n1ncn(-c2ccc(cc2)N2CCN(CC2)c2ccc(OC[C@H]3CO[C@@](Cn4cncn4)(O3)c3ccc(Cl)cc3Cl)cc2)c1=O
BRD-A23072235	pheniramine	22	CN(C)CCC(c1ccccc1)c1ccccn1
BRD-A23226398	estradiol	19	CC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C
BRD-A23290232	westcort	11	CCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C)C(=O)CO
BRD-A23359898	sibutramine	26	CC(C)CC(N(C)C)C1(CCC1)c1ccc(Cl)cc1
BRD-A23637604	oxymetholone	11	C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C(C[C@]4(C)[C@H]3CC[C@]12C)C=O
BRD-A23683907	NAS-181	19	C(Oc1cccc2C=C(CN3CCOCC3)COc12)C4CNCCO4
BRD-A23689620	avermectin	4	CC[C@H](C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](CC=C(C)C(O[C@H]4C[C@H](OC)C(O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)C=CC=C4CO[C@H]5[C@H](O)C(C)=C[C@H](C(=O)O3)[C@]45O)O2)C=C[C@@H]1C
BRD-A23712469	bacitracin	4	CCC(C)C(N)C1=NC(CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(=O)N)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc4ccccc4)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC
